doc_id,conf_journal,pub_year_val,researchers
9914,"new directions for adult and continuing education ,",1993.0,gb thomas
9915,"seattle , washington ,",,"um fayyad , r uthurusamy"
9916,"proceedings sigmod ,",,"t imilienski , s vishwanathan"
9917,"information and software technology ,",1987.0,gj ampt
9918,,1993.0,"d towsley , pd sparaggis"
9919,"washington , seattle ,",,n phase
9920,,1982.0,sd senturia
9921,"proceedings of spie ,",2005.0,"ws helliwell , gn sullivan , b macdonald , kj voss"
9922,,,"i pechtchanski , v sarkar"
9923,"acm transactions on database systems ,",1990.0,"r alonso , d barbara , h garcia-molina"
9924,"geography ,",1991.0,s metcalfe
9925,"new directions for higher education ,",1983.0,c adelman
9926,proceedings of the acm sigmod,,"s abiteboul , g lausen , h upho"
9927,"quantum soft , zurich , switzerland ,",,p fit
9928,"technical report msr-tr-2003-11 , microsoft research , redmond , wa",,"pa chou , vn padmanabhan , hj wang"
9929,,,"p gomes , c bento"
9930,"new directions for adult and continuing education ,",1997.0,e foster
9931,"lecture notes in computer science ,",1997.0,r grishman
9932,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",1999.0,"y kumamoto , h fujimoto , t amano , k kobayashi"
9933,"proceeding of the fifteenth acm symposium on operating & hellip ; ,",,"kdkrh thomas , a datta , d vandermeer"
9934,"proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",1983.0,"r fagin , jd ullman , my vardi"
9935,"new directions for teaching and learning ,",1999.0,jg donald
9936,"electronic markets ,",,"r alt , hd zimmermann"
9937,"md ,",,mo dayhoff
9938,proceedings of the 25 thannual international conference of,,"xh wang , rsh istepanian"
9939,"vldb 2000 ,",,b reinwald
9940,,,"ht kaur , s kalyanaraman , a weiss , s kanwar , a"
9941,"proceedings of $ 5.03-04 session iufro d ,",,"k nishimoto , k tsunoda"
9942,,,"ma woyna , jh christiansen , cw hield , kl simunich"
9943,"ptoc . 23rd int . conf . on vety large data bases ,",,"h laura , hd kossmann , el wimmersâ ? ¦"
9944,"technical report , microsoft , uc irvine , netscape , novell ,",,"y goland , e whitehead , a faizi , s carter , d jensen"
9945,"acm tods ,",,"pl leman , sb yao"
9946,,,g ins
9947,"ieee/acm transactions on networking ( ton ) ,",1996.0,"w doeringer , g karjoth , m nassehi"
9948,,2001.0,"a vander , j sherman , d luciano"
9949,"neuropsychopharmacology-san diego - ,",1994.0,"r armitage , aj rush , m trivedi , j cain"
9950,"journal of web semantics ,",2003.0,"s melnik , e rahm , pa bernstein"
9951,"proc . acm sigmod , intâ ?? l conf . management of data ,",,rj bayardo
9952,,,"a kugi , k schlacher"
9953,proc . 21st int . cosmic-ray,,"i tl , k mh"
9954,"proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985.0,"g ausiello , ad ` atri , m moscarini"
9955,"wisconsin law review ,",1999.0,"ks klein , td klastorin"
9956,,,s amartya
9957,"lecture notes in computer science ,",1996.0,"h muhlenbein , g paaã ?"
9958,"proceedings of the 23rd annual conference of pacific & hellip ; ,",,n kshetri
9959,"acm transactions on database systems ,",1999.0,"l gravano , h garcia-molina , a tomasic"
9960,"sigmod record ,",1991.0,a thomasian
9961,"proceedings of the 25 conference of thnigerian society for & hellip ; ,",,"oa adeyemi , oe fasina , mo balogun"
9962,"renormalization theory . proceedings , d. reidel publishing co & hellip ; ,",,"h epstein , v glaser"
9963,"new directions for higher education ,",1977.0,jf wergin
9964,"pc magazine ,",,s rupley
9965,,1993.0,v krishnaswamy
9966,"md ,",,"jv dave , nr no"
9967,"submitted for publication ,",,"wk ng , cv ravishankar"
9968,,,"d pearce , hg hirsch"
9969,"proceedings of acm chi &#39; 98 conference on human factors in & hellip ; ,",1998.0,"j morkes , j nielsen"
9970,"proc . 22nd int &#39; l conf . very large databases ,",,h toivonen
9971,"california-santa barbara co ,",,usg survey
9972,,,l mearian
9973,"acm sigsoc bulletin ,",1981.0,"dg egly , kt wescourt"
9974,proceedings of the international vldb,,"s abiteboul , o benjelloun , i manolescu , t milo , r"
9975,,,"m lamming , d bohm"
9976,"proceedings of the 15th international conference on computer & hellip ; ,",2002.0,"sh srinivasan , p singh"
9977,"the academy of management journal ,",1991.0,p bromiley
9978,,,ce morris
9979,"information and software technology ,",1993.0,mk crowe
9980,"proc . globecom ,",,"a gamst , w rave"
9981,"genes to cells ,",2001.0,"y kataoka , m takeichi , t uemura"
9982,new directions for teaching and,,m mosely
9983,"phil . mag ,",,"hf kay , jw dunn"
9984,"wisconsin studies in contemporary literature ,",1965.0,j baker
9985,"information and software technology ,",1997.0,"kx thrampoulidis , c goumopoulos , e housos"
9986,"acm sigmod ,",2004.0,"y zhu , ea rundensteiner , gt heineman"
9987,"at icam2003 ,",,"s ibaraki , i yamaji , y kakino , s nishida"
9988,proceedings of the international conference on very large,,w krm
9989,"proc . int . seaweed symp ,",,ms foster
9990,"proceedings of the acm sigmod international conference on & hellip ; ,",,"l golby , ar algebra"
9991,"pc magazine online ,",,jc dvorak
9992,"no to shinkei ,",1991.0,"n nakao , k kubo , h moriwaki"
9993,"& hellip ; telemetering conference , washington , d. c , proceedings ,",1973.0,re taylor
9994,"proceedings of the international conference on information & hellip ; ,",1994.0,"kc laudon , kl marr"
9995,"computerworld ,",,d orenstein
9996,"bt technology journal ,",2001.0,"cm christensen , dl sundahl"
9997,proc . soc . neuroscience 29th annu .,,"ge fabiani , dj mcfarland , jr wolpaw , g"
9998,"proc . int . workshop logic synthesis ,",,"ts kim , w burleson , m ciesielski"
9999,"cochrane database syst rev ,",2000.0,"cs cina , cm clase , rb haynes"
10000,"management accounting ,",,"r cooper , r slagmulder"
10001,,,q english
10002,,,g midgley
10003,"proc . ieee ,",,mje golay
10004,"acm transactions on database systems ,",1987.0,"m stonebraker , j anton , e hanson"
10005,"proceedings of the acm sigmod conference on management of & hellip ; ,",,"a swani , a gupta"
10006,"proceedings of the i mech e part d journal of automobile & hellip ; ,",2001.0,"y cui , k deng , j wu"
10007,vldb,,"s dar , mj franklin , bã ? jã ³ nsson , d srivastava"
10008,"pc magazine ,",,sw grotta
10009,,1990.0,jr pierce
10010,"new york ,",,d lerner
10011,"proceedings of the 23rd midwinter meeting of the association & hellip ; ,",,"s kadia , r snider , x wang"
10012,,,"hx lu , y luo , x lin"
10013,"unpublished manuscript ,",,t langholm
10014,"wisconsin studies in contemporary literature ,",1967.0,"a appel jr , v nabokov"
10015,"acc . chem . res ,",1995.0,"f schweizer , t inazu"
10016,proc . 2003 acm sigmod international conference on management,,"j gray , h schek , m stonebraker , j ullman"
10017,"the vldb journal the international journal on very large & hellip ; ,",1996.0,"t hã $ rder , j reinert"
10018,,,am noll
10019,"journal of personality and social psychology ,",1991.0,"cr snyder , c harris , jr anderson , sa holleran , lm"
10020,"electronic engineering ,",1998.0,"aj nadler , b bailey"
10021,"journal of personality and social psychology ,",,"ll jacoby , c kelley , j brown , j jasechko"
10022,"acc . chem . res ,",1999.0,"da evans , mc willis , jn johnston"
10023,"computerworld. ,",1988.0,j fiderio
10024,,,z raida
10025,"deep-sea research i ,",1998.0,"dj mackey , hw higgins , md mackey , d holdsworth"
10026,"applied mathematics and computer science ,",1999.0,"r outbib , w aggoune"
10027,"transplantation proceedings ,",1997.0,"m staehler , c hammer , b meiser , b reichart"
10028,"lecture notes in computer science ,",1998.0,"t lundqvist , p stenstroem"
10029,proc . 2000 acm-sigmod int . workshop on data mining and,,"j pei , j han , r mao"
10030,"proc . 28th conference on decision and control , los angeles , & hellip ; ,",,"s monaco , d normand-cyrot"
10031,,,"s tang , jt li , yd zhang"
10032,,,hs weyl
10033,"journal of emergency nursing ,",1990.0,js halpern
10034,"journal of the acm ( jacm ) ,",1977.0,t ibaraki
10035,"proceedings of the international conference on very large & hellip ; ,",1999.0,"e pitoura , pk chrysanthis"
10036,"phil . mag ,",,aj ã?ngstrã ¶ m
10037,,,"r mclaughlin , a safieddine , gk vasudevan"
10038,"acm tods ,",,"hfk kkfgui , gm kuper , j felgenbaum , a van gelder"
10039,"proceedings of the 12th annual acm international conference & hellip ; ,",2004.0,"t reti , r sarvas"
10040,"& hellip ; labor , bureau of international labor affairs : international & hellip ; ,",,j bhagwati
10041,"acm transactions on database systems ,",1991.0,"a van gelder , rw topor"
10042,"proceedings : biological sciences ,",1992.0,"jd reynolds , mr gross"
10043,"journal of emergency medicine ,",2001.0,"rj roberge , c keller , m garfinkel"
10044,submitted for,,"elh spierings , pr saxena"
10045,"proceedings of the 23rd hawaii international conference on & hellip ; ,",,"vg grafe , je hoch"
10046,"proc . spie ,",1991.0,"jm hakkarainen , jj little , hs lee , jl wyatt"
10047,"proceedings of acm chi ,",2003.0,"sa wall , sa brewster"
10048,"sigmod record ,",2005.0,"e elmacioglu , d lee"
10049,"lecture notes in computer science ,",2002.0,"m mahdian , y ye , j zhang"
10050,"acm transactions on database systems ,",1992.0,"au tansel , l garnett"
10051,,1981.0,vs kirpichnikov
10052,"university of wisconsin ,",,cm tan
10053,"discovery institute , seattle ,",,t gonzales
10054,proc . acm,,"w zeng , s lei"
10055,"financial management ,",1997.0,"h berkman , me bradbury , s magan"
10056,,,"ge seidel jr , rp elsden"
10057,lecture notes in computer,,"ef brickell , d chaum , ib damgard , j van de graaf"
10058,"marketing management ,",,"ar miciak , wl shanklin"
10059,"acm transactions on database systems ,",1994.0,"a rosenthal , d reiner"
10060,"software at ,",,"dl simon , b larget"
10061,"proc . acm sigmod conference ,",,m freeston
10062,,,k goldberg
10063,"plant response to stress ,",,"u schreiber , w bilger"
10064,,1992.0,"d wolpert , p stolorz"
10065,,2002.0,js goodman
10066,"proceedings of the fourth acm international conference on & hellip ; ,",2004.0,"d chen , m tã ¶ rngren"
10067,"sigmod record ,",1981.0,"la rowe , m stonebraker"
10068,"cochrane database syst rev ,",2003.0,"l richeldi , hr davies , g ferrara , f franco"
10069,procs,,"d python , cc enz"
10070,"journal of personality and social psychology ,",1985.0,"ss komorita , jm barth"
10071,"mayo clinic proceedings ,",2002.0,"gh guyatt , d osoba , aw wu , kw wyrwich , gr norman"
10072,"proc ieee/acm iccad ,",,"l xin , z xuan , z dianâ ? ¦"
10073,"proceedings of the vldb 8th internationalworkshop on & hellip ; ,",,i kiringa
10074,"proceedings of aaai ( seattle washington , july 13-18 , 1987 )",,ga soubdarajan
10075,"proc . acm chi ,",,le fahlen
10076,microsoft research asia technical,,"h zheng , c peng"
10077,"proceedings-nels ,",1995.0,s inkelas
10078,"cellular and molecular biology letters ,",1999.0,m kotulska
10079,"ieee , proceedings ,",1979.0,"gb coleman , hc andrews"
10080,,,"c ridder , o munkelt , h kirchner"
10081,"see ref ,",,"pm greenfield , cp childs"
10082,"electronic design ,",,dr morgan
10083,"vldb ,",,"ww chu , e nahouraii"
10084,,,"vy lum , p dadam , r erbe , j guenauer , g walch , h"
10085,"wisconsin studies in contemporary literature ,",1967.0,j fraser
10086,submitted for,,"d maslen , d rockmore"
10087,"iee proceedings -- part d ,",,"zj yang , t hachini , t tsuji"
10088,"communications-acm ,",2004.0,mg martinsons
10089,"information & software technology ,",2002.0,"v gruhn , l schoepe"
10090,"information and software technology ,",1999.0,"k inan , h ural"
10091,"transplantation proceedings ,",1999.0,"m shipkova , e schutz , vw armstrong , pd niedmann , e"
10092,"proc . acm sigir conference , montreal , canada ,",,ea fox
10093,,1982.0,ms keshner
10094,proc . 29th ann . ieee symp . on foundations of computer,,s safra
10095,"computerworld ,",,ra robinson
10096,"acm transactions on database systems ,",1978.0,t haerder
10097,"proc . acm multimedia ,",,"y tanigushi , a akutsu , y tonomura"
10098,,1991.0,"jm gueron , e pauly , cm lougy"
10099,,,r schalkoff
10100,"algebra i analiz ,",,gi olshanskii
10101,proc . of 29th international symposium on,,"mh lipasti , jp shen"
10102,"journal of machine learning research ,",,"ol mangasarian , dr musicant"
10103,,1994.0,aa darvishsefat
10104,"phd , university of california , santa barbara ,",,jh bandy
10105,"j. phys . i france ,",1996.0,j baschnagel
10106,"proc . of acm ec ,",,"mp wellman , we walsh , f ygge"
10107,"md ,",,"em voorhees , dk harman"
10108,,1983.0,"cm huang , m meichle , mb salamonâ ? ¦"
10109,"proc . 29th annual freg . control symposium ,",,hf tiersten
10110,found,,s microsystems
10111,,2002.0,"r schwacke , a schneider , e van der graaff , k"
10112,"proceedings of the 31st international conference on very & hellip ; ,",2005.0,"gpc fung , jx yu , ps yu , h lu"
10113,submitted for,,"gh lin , gl xue"
10114,proc 1985 vldb,,"s ablteboul , g grahne"
10115,"proc . of the 29th symp . of rock mechsl ] : [ sn ] , 1999 ,",,"k hayano , m matsmoto"
10116,"sigmod conference ,",2000.0,"m garofalakis , a gionis , r rastogi , s seshadri , k"
10117,"computerworld ,",,s lais
10118,,,"t tsang , x ding"
10119,,,p bernat
10120,"water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,",1988.0,"jm brannon , te myers"
10121,"artificial intelligence review ,",,"c atkeson , a moore , s schaal"
10122,"memo of afip , eth zurich , switzerland ( nov. .",,p mathys
10123,"information & software technology ,",2003.0,"a nanopoulos , m zakrzewicz , t morzy , y"
10124,"proc . of vldb ,",,"r ramakrishnan , p seshadri , m livny"
10125,proceedings 22nd international conference on very large data,,"r meo , g psaila , s ceri"
10126,"proc . ieee ,",,"n magnenat-thalmann , p kalra , m escher"
10127,"the proceedings of the 25 thinstitute of small business & hellip ; ,",,"a abouzeedan , m busler"
10128,unpublished,,g kozlowski
10129,"wash : microsoft ,",,"e bott , c siechert"
10130,"procs . of ki96 workshop on declarative constraint & hellip ; ,",,"wh graf , s neurohr , r goebel"
10131,"see ref ,",,g balandier
10132,"see ref ,",,"m altschuler , jp mascarenhas"
10133,,,"a kaplan , ga myrestrand , jve ridgway , jc wileden"
10134,"lecture notes in computer science ,",1996.0,f benhamou
10135,,2003.0,"k magnusson , d kroslid , b bergman"
10136,"proceedings of the ninth acm sigact-sigmod-sigart symposium & hellip ; ,",1990.0,"t johnson , d shasha"
10137,"new directions for program evaluation ,",1984.0,"jc fortune , jk mcbee"
10138,"vivo near-infrared ranian spectroscopy : demonstration of & hellip ; ,",,m shim
10139,"proceedings of the conference on very large databases , & hellip ; ,",,"a halevy , j madhavan"
10140,submitted for,,"t fuhrmann , m scholler , m zitterbart"
10141,,2002.0,h schwichtenberg
10142,"the vldb journal the international journal on very large & hellip ; ,",2005.0,"d zhang , vj tsotras"
10143,,,"pt thach , h tuy"
10144,"journal of emergency nursing ,",1994.0,jj foley
10145,"vldb journal ,",1999.0,"e pacitti , e simon"
10146,"proc . acm sigmod int &#39; l conf . management of data ,",,"b adelberg , h garcia-molina , j widom"
10147,"social studies and the young learner ,",1994.0,b mitchell-powellâ ? ¦
10148,"technical report , microsoft research ,",,j platt
10149,,1946.0,go raasch
10150,"acm sigmod ,",,"rr muntz , x ju"
10151,"acm-tods ,",,"pv vald841 , g gardarin"
10152,proc . acm sigact-sigmod symp . on principles of database,,m kifer
10153,,2002.0,"j davies , d fensel , f van harmelen"
10154,"journal of personality and social psychology ,",,mb brewer
10155,"arxiv preprint cs.db / 9907016 ,",1999.0,tbjgd slutz
10156,,,e schwarzkopf
10157,,1971.0,s ranganathananda
10158,"bt technology journal ,",1997.0,"pj skevington , tp hart"
10159,"computerworld ,",,r nass
10160,"applied microbiology and biotechnology ,",1988.0,"y shirai , k hashimoto , h yamaji , h kawahara"
10161,"z , , no . i ,",,"a majdic , o grewen , ae noware"
10162,"new york ,",,"kp burnham , dr anderson"
10163,"sigmod int &#39; s conf . on management of data ,",,"a deustsch , m fernandez"
10164,"new directions for higher education ,",2001.0,"rr martin , k manning , ja ramaley"
10165,"journal of personality and social psychology ,",,"p ekman , wv friesen"
10166,pc,,"ram test , v write , i speed"
10167,,,"acms anthology , p edition"
10168,,,"s mazumdar , dw stemple , t sheard"
10169,"fed proc ,",1985.0,"l share , t kimura , k matsui , re shade , jt crofton"
10170,"sigmod record ,",2002.0,"as da silva , js teixeira"
10171,,,cp universityofmaryland
10172,proc . acm uist,,b bederson
10173,proceedings ofthe acm chi,,"c neuwirth , r chandhok"
10174,,,"t hytonen , l weis"
10175,"the academy of management review ,",1980.0,ja waters
10176,"acm sigmod record ,",2004.0,m winslett
10177,proceedings of the 25 thsymposium on the,,"sg eick , cr loader , md long , sa vander wiel , lg"
10178,"acm sigmod ,",,"r katz , e chang , r bhateja"
10179,,1994.0,"ld molesky , k ramamritham"
10180,,,"j yoon , l kerschberg"
10181,"economic geography ,",1996.0,"r martin , p sunley"
10182,"new directions for higher education ,",2001.0,fb murray
10183,"area ,",2001.0,m bradshaw
10184,"acm trans on database systems l ( 3 ) , sept ,",,"d severance , g l & man"
10185,,1996.0,"lf bonewald , jp bilezikian , lg raisz , ga rodan"
10186,"new york : manpower demonstration research corporation , march ,",,a brown
10187,"access at ,",,s yang
10188,"lecture notes in computer science ,",1998.0,"m chrobak , ll larmore"
10189,,,"d marusic , r nedela"
10190,"natl. obs . of athens , spetses island , greece ,",,j bremerâ ? ¦
10191,"federation proceedings , vol 33 , 2 tab , 25",,gk davis
10192,"bt technology journal ,",2003.0,"h lee , ma buckland , jw shepherdson"
10193,"computer networks ,",,"t abdelzaher , n bhatti"
10194,"vldb ,",2002.0,"a pan , j raposo , m alvarez , p montoto , v orjales ,"
10195,"sigmod conference ,",1999.0,"d florescu , a levy"
10196,"see ref ,",,"pr day , ja barrett , ms wolfe"
10197,"acm trans . on database systems ,",,rh thomas
10198,"& hellip ; , papousek , f. : histochemical demonstration of enzymes . brno & hellip ; ,",,z lojda
10199,"new directions for teaching and learning ,",1995.0,"ss stodolsky , pl grossman"
10200,,,"m artin , ph algebra"
10201,"technical report 91-57 , university of massachusetts at amherst ,",,"ag baro , sj bradtke , sp singh"
10202,"new directions for teaching and learning ,",1989.0,"aq staton , al darling"
10203,"microsoft windows ,",,pd walsh
10204,"proceedings of acm sigcomm ,",,j ioannidis
10205,"technical university mã 1/4 nchen ,",,r gaupp
10206,,,kl bellman
10207,"sigmod record ,",1992.0,jf roddick
10208,,1974.0,je kerwin
10209,"proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0,"m gyssens , d van gucht"
10210,"journal of personality and social psychology ,",2000.0,"d desteno , re petty , dt wegener , dd rucker"
10211,"computer networks ,",2000.0,s song
10212,"university of california , santa",,"d cooper , d long"
10213,"management science ,",2002.0,"gl lilien , pd morrison , k searls , m sonnack , e von"
10214,"computerworld ,",,c stedman
10215,"proc int symp artificial neural networks ,",1993.0,"p yu , cs lee"
10216,"proceedings of the 23rd international congress of applied & hellip ; ,",,"mp wissing , mm du toit"
10217,"new directions for program evaluation ,",1983.0,e chelimsky
10218,,1995.0,g roberto
10219,"new directions for higher education ,",1980.0,jd millett
10220,"electronic design ,",,n mokho
10221,"new directions for teaching and learning ,",1986.0,n nutter
10222,"proceedings of the 1975 acm sigmod international conference & hellip ; ,",1975.0,lr gotlieb
10223,"cochrane database syst rev ,",2000.0,"s mc donald , wj prendiville , d elbourne"
10224,"information and software technology ,",,"s brinkkemper , s joosten"
10225,,,"mj berger , js coursey , ma zucker"
10226,"sigmod record ,",1999.0,"r musick , t critchlow"
10227,,,"q liu , a sourin"
10228,,,"ky lam , tw kuo , b kao , tsh lee , r cheng"
10229,"cochrane database syst rev ,",2001.0,"j bacaltchuk , p hay"
10230,"proc . acm ubicomp ,",,"t kindberg , k zhang"
10231,"unpublished manuscript ,",,"eg coman , ds johnson , pw shor , rr weber"
10232,,,bw van oudheusden
10233,"bt technology journal ,",2004.0,bt cto
10234,"iee proceedings ,",1989.0,"jt aberle , dm pozar"
10235,proceedings of,,m fowler
10236,"lecture notes in computer science ,",1997.0,b jacobs
10237,"pc magazine ,",,a poor
10238,,1999.0,"h debar , m dacier , a wespi"
10239,"information and software technology ,",2003.0,l helouet
10240,"computerworld ,",,m betts
10241,"acm sigmod record ,",1977.0,d tsichritzis
10242,"transplantation proceedings ,",1993.0,"pz nakazato , w burns , p moore , r garcia-kennedy"
10243,"proc . acm/ieee conf . mobicom &#39; 99 ,",,der govindan
10244,procs . of intâ ?? l conf . on computer applications in industry,,"j srisawat , na alexandridis"
10245,"conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0,"aa doneaud , jr miller"
10246,,,"m hoel , p shapiro"
10247,"proceedings of the 21st international conference on very & hellip ; ,",,"m rusinkiewicz , w klas , t tesch , j wasch , p muth"
10248,"west bengal , india . bombay natural history society journal ,",,"ak sahu , s panda"
10249,san,,"ma good , a johnson , d bannerman , n rawlins , r"
10250,,2000.0,d bloom
10251,"journal of emergency medicine ,",1997.0,"sr hayden , ed barton , m hayden"
10252,"new directions for higher education ,",1997.0,tw banta
10253,"acm sigplan notices ,",1978.0,"fl bauer , m broy , r gnatz , w hesse , b krieg -"
10254,,1993.0,b heinrich
10255,"acm transactions on database systems ,",,w kent
10256,"sigmod record ,",1992.0,o ulusoy
10257,"the transition to language ,",,fj newmeyer
10258,"proceedings of the international conference on very large & hellip ; ,",2003.0,"m fernandez , j simeon , b choi , a marian , g sur"
10259,"journal of personality and social psychology ,",,s epstein
10260,"proc . spie ,",1995.0,"b kim , sl jacques , s rastegar , s thomsen , m"
10261,,,"t asano , g tchobanoglous , rc cooper"
10262,"proc . of the acm sigact-sigmod-sigart symposium on & hellip ; ,",,m kifer
10263,,,"m giudici , ch li , ce praeger"
10264,"proceedings ,",,m audin
10265,,2003.0,ak gupta
10266,"journal of personality and social psychology ,",1995.0,"rj robinson , d keltner , a ward , l ross"
10267,"procs . of the acm symp . on principles of database systems ,",,"hv jagadish , is mumick , a silberschatz"
10268,,,"d maier , d rozenshtein , sc salveter , j stein , ds"
10269,"proceedings of the 23rd conference on association for & hellip ; ,",1985.0,kk obermeier
10270,"proceedings of acm siggraph conference ,",,"k mania , a chalmers , t trosianko , r hawkes"
10271,electronic,,hg willett
10272,"proc . eurospeech ,",,"lf lamel , jl gauvain , m eskã © nazi"
10273,"san diego ,",,lr binford
10274,"computerworld ,",,nd meyer
10275,"lecture notes in computer science ,",2003.0,"l fiege , fc gartner , o kasten , a zeidler"
10276,"speechtek proceedings ,",,w head
10277,"journal of emergency nursing ,",1992.0,ja snyder
10278,,,"l yu , d ding , r downey"
10279,"cochrane database syst rev ,",2002.0,"fm ducharme , gc hicks"
10280,,1997.0,l gurvits
10281,,,c ferrall
10282,at .,,"vs vnukov , ov sichkaruk , li chkuaseli"
10283,"ecological studies ,",1992.0,"ps white , cv cogbill"
10284,"electronic design ,",,d reinertsen
10285,,,"i vlaev , n chater"
10286,proc . of the acm sigmod,,"pk agarwa , m sharir , s toledo"
10287,"md ,",,j lebowitz
10288,,,acms anthology
10289,"proceedings of the 1987 acm sigmod international conference & hellip ; ,",1987.0,"jp richardson , h lu , k mikkilineni"
10290,"journal of personality and social psychology ,",,"ah eagly , sj karau"
10291,,,yz chang
10292,"information and software technology ,",1993.0,"m russell , m bush"
10293,"proceedings of the international conference on very large & hellip ; ,",1997.0,"j van den bercken , b seeger , p widmayer"
10294,"phil . mag ,",,"sm salih , ve cosslett"
10295,"the academy of management review ,",1991.0,cjg gersick
10296,"journal of personality and social psychology ,",,"g stasser , d stewart"
10297,"acm transactions on database systems ,",1987.0,"c faloutsos , s christodoulakis"
10298,"technical repor ksl-95-63 , stanford university knowledge & hellip ; ,",,"r fike , w pratt"
10299,"proceedings of the 1st acm sigact-sigmod symposium on & hellip ; ,",1982.0,"ds johnson , a klug"
10300,computer,,"s karlin , l peterson"
10301,computer,,"s marti , h garcia-molina"
10302,"see ref ,",,"y asada , t ohguchi , i matsumoto"
10303,,,"j horstmann , w koch , s lehner"
10304,"acm transactions on database systems ,",1986.0,"rb hagmann , d ferrari"
10305,"journal of personality and social psychology ,",1970.0,"s worchel , jw brehm"
10306,"new directions for teaching and learning ,",2000.0,j macgregor
10307,"proceedings of the tenth acm sigact-sigmod-sigart symposium & hellip ; ,",1991.0,ka ross
10308,submitted for,,"kh lam , ws wong"
10309,"vldb ,",1991.0,"u dayal , m hsu , r ladin"
10310,"proc . of the sigmod international conference on management & hellip ; ,",,ksh garca-molina
10311,"md ,",,p powell
10312,"bt technology journal ,",1998.0,"d nauck , r kruse"
10313,"cochrane database syst rev ,",2002.0,"r chavasse , p seddon , a bara , m mckean"
10314,submitted for,,"ar flora-holmquist , mg staskauskas"
10315,unpublished,,"e berglof , h rosenthal"
10316,,,jh field
10317,"phil . mag ,",,"aw agar , fc frank , a keller"
10318,,1989.0,"acs readhead , cr lawrence , st myers , wl sargent"
10319,"computer networks ,",,m bichler
10320,"transplant proc ,",1991.0,"j mcmichael , w irish , j mccauley , r shapiro , r"
10321,,,"j zobel , r sacks-davis"
10322,,1983.0,da hejhal
10323,proceedings of acm,,"tv lakshman , d stiliadis"
10324,"geography-london - ,",1994.0,f slater
10325,"lncs ,",,"m grinev , s kuznetsov"
10326,"neuropsychopharmacology-san diego - ,",1993.0,"rj baldessarini , f centorrino , jg flood , sa"
10327,"international conference of very large databases , vldb ,",,j gray
10328,"social studies and the young learner ,",1995.0,r wadeâ ? ¦
10329,"submitted for publication ,",,h sullivan
10330,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",1999.0,"jg van der horst , l melissant"
10331,,1999.0,js shima
10332,information and software,,i tervonen
10333,"sigmod rec ,",,i tatarinovâ ? ¦
10334,submitted for,,"sk gupta , ds nau , g zhang"
10335,"proceedings of acm multimedia conference ,",,"m bar , c griwodz , l wolf"
10336,"information and software technology ,",1990.0,"g tate , j verner"
10337,"correlation '' fractal dimension , '' proc . 21st vldb conf ,",,"a belussi , c faloutsos"
10338,,,"v bahl , p bahl , r chandra"
10339,,,"ka weigel , r rekaya"
10340,"pc magazine ,",,j prosise
10341,proc . int . conf . modern,,"r morar , a iuga , l dascalescu , v neamtu , i"
10342,,,"z lei , nd georganas"
10343,proc . of the 1992 acm sigmod intl. conf on the management of,,"nh gehani , hv jagadish"
10344,"bt technology journal ,",1999.0,"n mehandjiev , br odgers"
10345,"papagou , athens , greece",,td mitsopoulis
10346,"lecture notes in computer science ,",1994.0,i kononenko
10347,"journal of european area studies ,",2001.0,h johansson
10348,"proc . int . seaweed symp ,",,"jh ryther , ja deboer , be lapointe"
10349,,,dm gabbay
10350,"technical report , ibm almaden research center , 1997 . to appear",,"g alonso , d agrawal , a elabbadi"
10351,proc . acm,,"m waldvogel , g varghese , j turner , b plattner"
10352,"the academy of management review ,",1998.0,"em whitener , se brodt , ma korsgaard , jm werner"
10353,,,"x wang , ei george"
10354,,2003.0,i keslassy
10355,"proc . 21st int . conf . on coastal engineering , asce , malaga , & hellip ; ,",,"nwh allsop , jv smallman , rv stephens"
10356,,2002.0,p blum
10357,at,,"hp pu , yc tsai , yp wang , td her"
10358,"electronic markets ,",2002.0,i participants
10359,"journal of european area studies ,",2001.0,v organisations
10360,"management science ,",1988.0,"ml markus , d robey"
10361,"phil . mag. ,",1973.0,"hl fraser , mh loretto , re smallman , rj wasilewski"
10362,,,"nd memon , k sayood"
10363,submitted for,,"s gallego , f mehats"
10364,"vldb ,",1987.0,"j bein , r king"
10365,information and software,,"w li , l etzkorn , c davis , j talburt"
10366,"journal of personality and social psychology ,",,"cm aldwin , ta revenson"
10367,,,"l qiu , p bahl , a rao , l zhou"
10368,"unpublished manuscript ,",,"jm hammersley , p clifford"
10369,"hargittai ,",,ls bartell
10370,"proc . of sigmod , san diego ,",,"p buneman , s davidson , g hillebrand , d suciu , a"
10371,,,"sl minneman , sr harrison"
10372,"phil . mag ,",,jn goodier
10373,"cochrane database syst rev ,",2003.0,"c kettle , rb johanson"
10374,"acm sigois bulletin ,",1995.0,s jablonski
10375,,1988.0,a john
10376,"proceedings of the 25 thannual conference of the association & hellip ; ,",,j lynch
10377,"acm transactions on database systems , ( 10 ) ,",,"ds batory , w kim"
