item_id,paper_name,author_team,series_name,doc_year
23916,improving the climate : eight universities meet the challenges of diversity .,dr vom saal,"new directions for teaching and learning ,",1992.0
23917,"burglary reduction and the myth of displacement www . aic . gov. au . accessed november 22 , 2002",j ratcliffe,,2002.0
23918,practical suffix tree construction,"s tata , ra hankins , jm patel","proceedings of the international conference on very large & hellip ; ,",2004.0
23919,detecting humans in groups using a fast mean shift procedure . digital imaging in media and education,"c beleznai , b fruhstuck , h bischof , w kropatsch","proc . of the 28th aapr workshop ,",
23920,speeding a query optimizer : the pilot pass approach,"a rosenthal , u dayal , d reiner",unpublished,
23921,absolute stability and dynamic complementarity,"vs kozyakin , a mandelbaum",submitted for,
23922,"an evaluation of buer management strategies , ''","ht chou , dj dewitt",proceedings of the 11th vldb,
23923,abstraction methods in hypertext,pk garg,proceedings of acm,
23924,andronsacks-davis . anecientindexingtechniqueforfull-text database systems,am justinzobel,"proceedings of 18th international conference on very large & hellip ; ,",
23925,radiolabel-transfer cross-linking demonstrates that protein 4.1 binds to the n-terminal region of,ps becker,,
23926,alterations in the morphology of glycoconjugate molecules caused by histochemical procedures :,"e reale , l luciano , g brandes","the histochemical journal ,",1992.0
23927,artificial and bioartificial support systems for liver failure,"jp liu , ll gluud , b als-nielsen , c gluud","cochrane database syst rev ,",2004.0
23928,object and study method of fluviology,l chengkun,"geography ,",
23929,"an adaptive interactive agent for route adivce ' , the third annual conference on autonomous agents","s rogers , cn fiechter , p langley",,1999.0
23930,a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite,"m gillmann , j weissenfels , g shegalov , w wonner , g","sigmod conference ,",2000.0
23931,database conference calendar,kg jeffrey,"acm sigmod record ,",1993.0
23932,what might evolutionary algorithms ( ea ) and multi-objective optimisation ( moo ) contribute to,"l poladian , ls jermiin","& hellip ; and evolutionary computation conference , seattle , washington ,",2004.0
23933,the non-linearity of fixed resistors,pl kirby,"electronic engineering ,",
23934,projections and chemical coding of neurons with immunor eactivity for nitric oxide synthase in the,m costaâ ? ¦,,
23935,"0 . ) and smith , bl , 1960",go jones,"phil . mag ,",
23936,comparison of a variable speed to a constant speed pitch regulated horizontal axis wind turbine,n hille,"studienarbeit , danish technical university ,",
23937,interview with john mcdermid : the cost of cots,n talbert,"ieee computer ,",
23938,"marginalized , not marginal : adult education 's unique contribution to the fight against hiv/aids",jp egan,"new directions for adult and continuing education ,",2005.0
23939,ramamritham . recovery protocolsfor sharedmemorydatabasesystems,ld moleskyandk,"proceedings of the 1995 acm sigmod ,",
23940,the role of learning support in the development and implementation of a key skills programme and an,b hunter,"electronic library ,",1997.0
23941,a linear format for resolution,dw loveland,"proceedings of the iria symposium on automatic demonstration ,",
23942,"seer cancer statistics review , 1973â ?? 1999 . national cancer institute . bethesda",rlagempk cl,"md ,",
23943,â ?? self : a self-timed systems design technique,ch lau,"electronic letters ,",
23944,redbd : the database research community in spain,"a illarramendi , e marcos , c costilla","sigmod record ,",2005.0
23945,ten easy pieces : assessing higher learning in four dimensions .,ta angelo,"new directions for teaching and learning ,",1991.0
23946,an ethernet performance simulator for undergraduate networking,b lewis barnett iii,"acm sigcse bulletin ,",1993.0
23947,an efficient approach for approximating multi-dimensional range queries and nearest neighbor,"c domeniconi , d gunopulos",,
23948,extensible database management systems,"mj carey , lm haas","sigmod record ,",1990.0
23949,association of apolipoprotein b gene variants with plasma apob and ldl cholesterol levels,"s deeb , a failor , bg brown , j brunzell , j albers ,",,1990.0
23950,"e-mail from susan reynolds , september 2002 , ( nampa , idaho , september 2002 ) , ''",s reynolds,,
23951,apoptosis as a mechanism of cell death in a rat model of liver allograft rejection,"sm krams , h egawa , mb quinn , om martinez","transplantation proceedings ,",1995.0
23952,programming by demonstration in the desktop metaphor,d halbert,watch what i do : programming by,
23953,â ?? setl to ada-tree transformations applied,"ee doberkat , u gutenbeil","information and software technology ,",1987.0
23954,the eect of latency on user performance in warcraft iii,"n sheldon , e girard , s borg , m claypool , e agu","proceedings of acm netgames ,",2003.0
23955,the sdss skyserverâ ?? public access to the sloan digital sky server data . acm sigmod 2002,"as szalay , j gray , ar thakar , pz kunszt , t malik ,",,2001.0
23956,a concentric-circle model for community mining,"wj zhou , jr wen , wy ma , hj zhang",,
23957,"towards fast non-rigid registration , december 2002","u clarenz , m droske , m rumpf",,
23958,final report on floridaâ ?? s initial time-limited welfare program,"d bloom , jj kemple , p morris , s scrivener , n verma",,
23959,aggression in psychiatric patients : using the hcr-20 to assess risk for violence in hospital and in,"dj ross , sd hart , cd webster","unpublished manuscript ,",
23960,"lclint userâ ?? s guide ( 2nd edn ) , vol . 2",d evans,,1996.0
23961,a feature-based algorithms for detecting and classifving scene breaks .,"z ramin , m justin , m kevin",,1995.0
23962,sublethal effects of west point treatment plant effluent on coho salmon,"ja buckley , cm whitmore","proceedings of the northwest fish culture conference 25 th & hellip ; ,",1974.0
23963,bmp signaling is required locally to pattern the dorsal telencephalic midline,"jm hã © bert , y mishina , sk mcconnell",,
23964,file allocation with balanced response time in a distributed multi-server information system,"k kristensen , p ostergaard , hj juhl , c wentong , bs","information and software technology ,",1998.0
23965,"resist metrology for lithography simulation , part 2 : development parameter measurements","a sekiguchi , ca mack , y minami , t matsuzawa","proc . spie ,",1996.0
23966,pirahesh . h. : extensible query processing in starburst,"l haas , jc freytag , g lohman","proc . of the acm sigmod conf. , portland ,",
23967,a national-scale authentication infrastructure,r butler,,
23968,ambient temperature influence on catalytic outletâ ?? inlet temperature difference,"pn botsaris , pd sparis","proceedings of the i mech e part d journal of automobile & hellip ; ,",2000.0
23969,"unpublished talk , presented at the rossi 2000 symposium , gsfc/nasa , greenbelt",k jahoda,"md ,",
23970,"night-vision equipment , reproductive biology , and nocturnal behavior : importance to studies of","pd lingren , jr raulston , tj henneberry , an sparks","see ref ,",
23971,providing guaranteed quality of service for interactive visualization applications ( poster session ),"wmr wong , rr muntz","proceedings of the 2000 acm sigmetrics international & hellip ; ,",
23972,a note on two-scale convergence of differential operators,"n svanstedt , n wellander",,
23973,experiments of a duckbill valve ( dbv ) jet in coflow,"jhw lee , hw tang",,
23974,communicator style in teaching : giving good form to content .,rw norton,"new directions for teaching and learning ,",1986.0
23975,the fourth dimension in early childhood education,bm caldwell,"see ref ,",
23976,algorithms for finding attribute valuegroup for binary segmentationof categorical databases,t tokuyama,,
23977,"design knowledge and design rational : a framework for representation , capture and use","tg gruber , m russell","stanford university , technical report ksl 90-45 ,",
23978,effectiveness of octreotide in a case of refractory sulfonylurea-induced hypoglycemia,"rs green , w palatnick","journal of emergency medicine ,",2003.0
23979,previews and overviews in digital libraries : designing surrogates to support visual information,"s greene , g marchionini , c plaisant , b shneiderman",,
23980,"strong ground motion characteristics and structural damage during the 1999 kocaeli earthquake ,",m motosaka,"proc . of 28th ground vibration symp ,",
23981,improving data access of j2ee applications by exploiting asynchronous processing and caching,"s kounev , a buchmann",proc . of the 28th international conference on very large,
23982,"second edition , edited by twigg mv",c handbook,,1996.0
23983,their application to the computation of md fft,"r bernardini , gm cortelazzo , ga mian , ur graphs",,
23984,aatp : auction agent transfer protocol,gus chkaiban,"electronic markets ,",2000.0
23985,und v. wulf ( eds . ) : vernetztes lernen mit digitalen medien,s uellner,"proceedings der tagung d-cscl 2000 , physica , heidelberg ,",
23986,the learning sanctuary as an educational environment .,ce kasworm,"new directions for adult and continuing education ,",1990.0
23987,more commentary on missing information ( applicable and inspplicable ) in reiational database,ef codd,"sigmod record ,",
23988,"source characteristics , petrogenesis and evolution of the lile-enriched granitic terrain of the","mv subba rao , v divakara rao , v balaram , t","proc . 28th annual convention and the seminar on â ?? & hellip ; ,",
23989,induction of icam-1 on hepatocyte membranes during liver allograft rejection and infection,"g steinhoff , m behrend , r pichlmayr","trans . proc ,",1990.0
23990,image watermarking for owner and content authentication,"c rey , jl dugelay",proc . acm multimedia technical,
23991,reflection and semantics in a procedural language ph. d,bc smith,"thesis , laboratory for computer science , mit ,",
23992,first online data privacy law looms in california,j vijayan,"computerworld ,",
23993,alternative approaches to the employee-organization relationship : does investment in employees pay,"as tsui , jl pearce , lw porter , am tripoli","the academy of management journal ,",1997.0
23994,case study of electronic banking at meridian bancorp,"rj kauffman , rd banker","information and software technology ,",1991.0
23995,soi for digital cmos vlsi : design considerations and advances,"ct chuang , pf lu , cj anderson","proceedings-ieee ,",1998.0
23996,stochastic optimal control and its connection with estimation,r gessing,,
23997,real-time interfaces for interface-based design of real-time systems with fixed priority scheduling,"e wandeler , l thiele","proceedings of the 5th acm international conference on & hellip ; ,",2005.0
23998,"arie segev haas school of business university of california , berkeley & lawrence berkeley national",cs jensen,"sigmod record ,",1995.0
23999,"s-plus 2000 , modern statistics and advanced graphics",ms inc,"& hellip ; analysis products division . mathsoft , seattle , washington ,",
24000,a two-level windowed register file,"bk bray , mj flynn",,
24001,aapt : algorithm animator and programming toolbox,"i sanders , h gopal","acm sigcse bulletin ,",1991.0
24002,"mythologies , vintage , london",r barthes,,1993.0
24003,technique for universal quantification in sql .,"sigmod record , 1991","sigmod record ,",1991.0
24004,versions and workspaces in microsoft repository,"tbpab shankar , pd shutt",,
24005,determination of rare earth elements in bauxite by inductively coupled plasma atomic emission,"dk das , p roychowdhury","at . spectrosc. ,",1997.0
24006,"closed caption , open source","e blankinship , b smith , h holtzman , w bender","bt technology journal ,",2004.0
24007,positron lifetime in silver bromide,kh surbeck,"& hellip ; eidgenoessische technische hochschule , zurich ( switzerland ) & hellip ; ,",1976.0
24008,â ?? de-noising via soft-thresholding,dld don0921,"technical report , dept. statistics , stanford university , 37p. ,",921.0
24009,mixed motives,aa beilinson,these,
24010,an approach to knowledge generation by research and its utilisation in practice-situating doctoral,v popovic,,
24011,destroying symmetry by orienting edges : complete graphs and complete bigraphs,"f harary , ms jacobson","discussiones mathematicae graph theory ,",2001.0
24012,high-spin states in cd-109 ( abstract only ),"s juutinen , p ahonen , j hattula , r julin , j","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
24013,"distributed systems for system architects : kluwer academic publishers , 2001","p verissimo , l rodrigues",,
24014,the spatial distribution of turloughs,ce coxon,"irish geography ,",
24015,gaas heterojunction biopolar transistor rf ic for wireless applications,da nobury,"proc int conf gaas ,",1997.0
24016,the constitutive rule revisited,f hindriks,"procs . of 3rd conference on collective intentionality ,",
24017,eth,d mathematik,"ch-8092 zurich , switzerland e-mail address : embrechts @ math .",
24018,safe lazy software upgrades in object-oriented databases,"b liskov , c moh , s richman , l shrira , y cheung , c",,
24019,picture databases : comming into focus,"r raskin , md stone","pc magazine , august ,",
24020,on biorthogonal-like sequences for generalized discrete gabor expansion of discrete-time signals,"jm morris , y lu",submitted for,
24021,olympic records for data at the 1998 nagano games,er lassettre,,
24022,social responses to the cults,"ad shupe , dg bromley","see hammond ,",
24023,secure transaction processing in real-time database systems,"b george , j haritsa","proc . of acm sigmod conf , may ,",
24024,enforceable social laws,"g boella , l van der torre",,
24025,"sec. 2-102 ( unless the context otherwise requires , this article applies to transactions in goods ... .",ucc see,,
24026,hector : a hierarchically structured shared-memory multiprocessor,"zg vranesic , m stumm , dm lewis , r white",,
24027,neocortex size and social group size in insectivores and carnivores,"rim dunbar , j bever",,1997.0
24028,labor confab issues call for training,j king,"computerworld ,",
24029,graduate study as professional development .,cp zeph,"new directions for adult and continuing education ,",1991.0
24030,rabbit : ac compiler for scheme,gl steele jr,"technical report , massachusetts institute of technology , may",
24031,a study of student attitudes towards basic standards testing,jm rivard,,1999.0
24032,method engineering for multi-perspective software engineering,"b nuseibeh , a finkelstein , j kramer","information and software technology ,",
24033,uzrã ¡ l ä?as pro terminologickã 1/2 slovnãk,m rå ® å 1/2 iä?ka,"i ,",
24034,special issue on rule management and processing in expert database systems - letter from the guest,tk sellis,"sigmod record ,",
24035,new tpc benchmarks for decision support and web commerce,"m poess , c floyd","acm sigmod record ,",2000.0
24036,computer performance modeling handbook,ss lavenberg,,1983.0
24037,carbon monoxide poisoning : a review for clinicians-outcome of patients treated with normobaric,j varonâ ? ¦,"journal of emergency medicine ,",1999.0
24038,going up ? do traits and informal social processes predict advancing in management ?,p tharenou,"academy of management journal ,",2001.0
24039,on parallel execution of multiple pipelined hash joins,"hi hsiao , ms chen , ps yu","sigmod conference ,",1994.0
24040,disease in canadian amphibian populations,gj crawshaw,"see ref ,",
24041,"ef , â ?? extending the relational model to capture more meaningâ ??",c coddw,acm transactions on database,
24042,a framework for relocation in mobile process-centered software development environments,"s bhattacharyya , lj osterweil",,
24043,face recognition based on depth and curvature features,gg gordon,,
24044,the management transition,l goff,"computerworld ,",
24045,role of pyruvate in oxidative stress-induced effects on human sperm energy metabolism,"sc sikka , ss shah , a baratta , wjg hellstrom","& hellip ; international congress of andrology , montreal , canada , june ,",
24046,evolving behavioral strategies in predators and prey,"t haynes , s sen","lecture notes in computer science ,",1996.0
24047,profiling an open source project ecology and its programmers,s koch,"electronic markets ,",2004.0
24048,digital binaural/stereo conversion and crosstalk canceling,k kotorynski,proceedings of,
24049,compiling for concurrency : planning and performing software thread integration,ag dean,proceedings of the 23rd ieee real-time systems,
24050,ripple joins for online aggregation,"pj haas , jm hellerstein",,
24051,shock waves and entropy,pd lax,"contributions to nonlinear functional analysis ,",
24052,acupuncture for idiopathic headache ( cochrane review ),"d melchart , k linde , p fischer , b berman , a white ,","cochrane database syst rev ,",2001.0
24053,a fast software implementation for arithmetic operations in gf ( 2 ^ n ),"e de win , a bosselaers , s vandenberghe , p de","lecture notes in computer science ,",1996.0
24054,on the equivalence of database restructurings involving object identifiers ( extended abstract ),"r hull , m yoshikawa","proceedings of the tenth acm sigact-sigmod-sigart symposium & hellip ; ,",1991.0
24055,tracking the best expert ii,m herbster,"unpublished manuscript ,",
24056,update semantics for incomplete information,"s abiteboul , g grahne","proc . 11th int . conf . very large data bases , stockholm ,",
24057,"tridimensional personality questionnaire , version 4",cr cloninger,"unpublished manuscript ,",
24058,hybrid learning algorithm for gaussian potential function networks,cl chen,,
24059,"development of a system for rating therapies for depression : differentiating cognitive therapy ,","sd hollon , md evans , a auerbach , rj derubeis , i","unpublished manuscript ,",
24060,"j. vandenberg , p. kunszt , c. stoughton , â ?? data mining the sdss skyserver database , â ??","j gray , d slutz , a szalay , a thakar","microsoft technical report msr-tr-2002-01 , jan. .",
24061,a viewpoint on software engineering and information systems : what we can learn from the construction,"de avison , d wilson","information & software technology ,",2001.0
24062,"z. kristallogr . 111 , 142 . frx ~ - k , fc ( 1951 )","vg bhide , ar verma","phil . mag ,",
24063,a review and empirical evaluation of parameter weighting methods for a class of lazy learning,"d wettschereck , dw aha , t mohri","artificial intelligence review ,",
24064,the shannon sampling theorem - its various extensions and applications : a tutorial review,aj jerri,"ieee , proceedings ,",1977.0
24065,an introduction to primary mentoring,t maynard,"adolescence-san diego - ,",2000.0
24066,tales from warehouse,j ambrosio,"computerworld ,",
24067,a developmentally regulated microsomal protein specific for the pigment epithelium of the vertebrate,"cp hamel , e tsilou , e harris , ba pfeffer , jj hooks","md ,",1993.0
24068,antenna diagnosis using microwave holographic techniques on a far-field range,ep ekelman,"& hellip ; techniques associatkâ ?? rr symposium seattle , washington , & hellip ; ,",
24069,"a study of the marine resources of salem sound , 1997","bc chase , j plough , w castonguay","massachusetts division of marine fisheries technical report & hellip ; ,",
24070,two-handed input in a compound task,"p kabbash , w buxton , a sellen",,
24071,geophysical models for nuclear explosion monitoring,"me pasyanos , wr walter , m flanagan",,
24072,dennis patrick cantwell,jb grossman,"md ,",
24073,re-engineering slammed,j king,"computerworld ,",
24074,processing multi-join query in parallel systems,"kl tan , h lu","& hellip ; on applied computing : technological challenges of the 1990 &#39; s ,",1992.0
24075,mapping a semantic data model to the relational model,"p lyngbaek , v vianu",proc . acm sigmod,
24076,interim report,r youth,"seattle , washington state institute for public",
24077,who qualifies for financial aid ? .,km deitch,"new directions for higher education ,",1982.0
24078,calculation of the flow of a viscous compressible fluid around an obstacle of parabolic shape,"r peyret , h viviand","& hellip ; . into english from proceedings of 3 d intern . conf . on & hellip ; ,",1975.0
24079,challenges of the introductory course .,"re dunham , m gleason","new directions for teaching and learning ,",1984.0
24080,logical design of relational database schemes,"ly yuan , zm ozsoyoglu",,
24081,all ( 1999 ) . estimating the support of a high-dimensional distribution,b schã ¶ lkopf,technical report microsoft research . 27 november,
24082,"the format manual . rep. 320 -- 3510 , ibm washington sci . center , wheaton",gm berns,,
24083,yuqing wu . t imber : a native xml database,"hv jagadish , s al-khalifa , l lakshmanan , a nierman","& hellip ; of michigan , april 2002 . http://www . eecs . umich .",
24084,fast nearest neighbor search in medical image databases,"f korn , c faloutsos , e siegel , z protopapas","vldb ,",1996.0
24085,dynamic adaptive windows for high speed data networks,"d mitra , jb seery",proc . acm,
24086,an investigation of documents from the world wide web,"a woodruff , pm aoki , ea brewer , p gauthier , la","www5 / computer networks ,",1996.0
24087,growth deficit and chronic exposure to arsenic and lead modify neuropsychological responses in,"j calderã ³ n , me navarro , me jimã © nez-capdeville , a",,
24088,negative reactions to increases in perceived personal control,jm burger,"journal of personality and social psychology ,",
24089,rationale for the development of sandimmune neoral,"j vonderscher , a meinzer","transplantation proceedings ,",1994.0
24090,rate-basedqueryoptimizationfor streaming information sources,njf viglase,"proceedings of acm sigmod , madison , wi ,",
24091,a statistical study on the transient hollow cathode discharge,"p choi , r aliaga",proc . int . conf . gas,
24092,a cost model for clustered object-oriented databases,"zh tangot , stg france",,
24093,marking time : predictable transitions in task groups,cjg gersick,"the academy of management journal ,",1989.0
24094,"biology data book , 2nd ed . vol . iii . federation of american societies for experimental biology ,","pl altman , ds dittmer","md ,",
24095,network models with delays and fixed points,"g pecelli , bg kim",,1999.0
24096,study of double-stage anode layer thruster using inert gases,so tverdokhlebov,proceedings of the 23rd international electric propulsion,
24097,"a theory of predicate-complete test coverage and generation , 2004",t ball,microsoft research technical report,
24098,genetic conflicts in genomic imprinting,"a burt , r trivers","proceedings : biological sciences ,",1998.0
24099,strategy follows structure : the missing link of their intertwined relation,"rm burton , aj kuhn","unpublished manuscript ,",
24100,"iâ ?? . kelly , and j. white . indexing multispectral images for content-based retrieval","i barros , j french , w martin","proceedings of the 23rd alâ ?? pr workshop on image and & hellip ; ,",
24101,the binding site of measles virus hemagglutinin on the receptor cd46 : alanine-scanning mutagenesis,d koller,"swiss institute of technology , zurich , switzerland ,",
24102,innovations in thermoplastic die attach adhesives for microelectronic packaging,"s corbett , p ongley",,
24103,"cddlib reference manual , cddlib version 0.92",k fukuda,"ethz , zurich , switzerland ( 2001 ) http://www . ifor . math .",
24104,reasoning about intended actions,"c baral , m gelfond",,
24105,incremental motion estimation through local bundle adjustment,"z zhang , y shan",,
24106,incorporating quality metrics in centralized & slash ; distributed information retrieval on the world,"x zhu , s gauch",proceedings of the 23rd annual international acm sigir,
24107,web-based education for all : a tool for development adaptive courseware,"p brusilovsky , j eklund , ew schwarz","www7 / computer networks ,",1998.0
24108,on the use of kriged p-wave travel-time correction surfaces for seismic location,"lk steck , ml begnaud , aa velasco",,
24109,speech synthesis by rule using an optimal selection of non-uniform synthesis units,y sagisaka,,
24110,framework for development of conceptual data modelling techniques,"hd crockett , j guynes , cw slinkman","information and software technology ,",1991.0
24111,the expressionism of georg heym : a note and two translations,w vordtriede,"wisconsin studies in contemporary literature ,",1963.0
24112,thue equations with composite elds,"y bilu , g hanrot",,
24113,dbms selection and evaluation : perspectives and practical issues,b berlin,,
24114,digital analysis of remote sensing data for monitoring the ecological status of the mangrove forests,mu chaudhury,"proceedings of the 23rd international symposium on remote & hellip ; ,",
24115,"of writing , imagination , and dialogue : a transformative experience",je clark,"new directions for adult and continuing education ,",1997.0
24116,selectivity estimators for multidimensional range queries over real attributes,"d gunopulos , g kollios , vj tsotras , c domeniconi","the vldb journal the international journal on very large & hellip ; ,",2005.0
24117,"designing systems-on-chip using cores , dacâ ?? 2000â ?? design automation conference , los angeles , usa ,","ra bergamaschi , wr lee","proceedings , acm ,",
24118,clean surfaces : their preparation and characterization for interfacial studies,g goldfinger,,1970.0
24119,energy transfer and shock wave generation at the collision of laser-driven macroparticle,"t pisarczyk , s borodziuk , nn demchenko , sy guskov ,","proc . 28th eclim ,",
24120,consulententeams voor mensen met een verstandelijke handicap en ernstig probleemgedrag,"gja kramer , mcj barnhard , j schouten",,1997.0
24121,operational models for problem drug use epidemic : the mover-stayer approach to heterogeneity .,c rossi,,
24122,the three-level zvs pwm converter -- a new concept in high-voltage dc-to-dc conversion,"jr pinheiro , i barbi","iecon-proceedings - ,",1992.0
24123,altering test environments for reducing test anxiety and for improving academic performance .,d bushnell,,1978.0
24124,an overview of vhdl language and technology,m shahdad,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
24125,squeal : a structured query language for the web,"e spertus , la stein","www9 / computer networks ,",2000.0
24126,repetitive and periodic controller design,"gf ledwich , a bolton","& hellip ; proceedings d [ see also iee proceedings-control theory and & hellip ; ,",1993.0
24127,a linear-time algorithm for a special case of disjoint set union,"hn gabow , re tarjan","proceedings of the fifteenth annual acm symposium on theory & hellip ; ,",1983.0
24128,resistivity of carbon-graphite materials after neutron irradiation,ig lebedev,at .,
24129,is native-like competence possible in l2 acquisition,"s montrul , r slabakova",,
24130,"similarity searching in large image database , university of maryland at college park , college park","egm petrakis , c faloutsos","md ,",
24131,an efficient motion estimation technique based on a rate-distortion criterion,"wc chung , f kossentini , mjt smith",proceedings,
24132,sddl : a system for distributed databases,jb rothnieâ ? ¦,"acm trans . database syst ,",
24133,fm-cw doppler radar signal processing for precipitation measurements,"lp ligthart , lr nieuwkerk , js van sinttruijen","conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0
24134,"volumen ii , tomo i , catã ¡ logo",a de mã © xico,,
24135,probing guanine structure in nucleic acid folding using nickel complexes,"cj burrows , se rokita","acc . chem . res ,",
24136,a random perturbation method for ic yield optimization with deterministic process parameters,"ma styblinski , lj opalski",proc . int . symp . circuits,
24137,the interactions of teaching improvement .,kt brinko,"new directions for teaching and learning ,",1991.0
24138,"efficient evaluation of right - , left - , and multi-linear rules",jf naughton,"proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
24139,bounded latency scheduling scheme for atm cells,"s dolev , a kesselman","computer networks ,",2000.0
24140,the reeducation of emotionally disturbed children,n hobbs,"see ref ,",
24141,using multiversion data for non-interfering executionof write-only transactions,"d agrawal , v krishnamurthy",proceedingof the acm sigmod,
24142,the computing research repository : promoting the rapid dissemination of computer science research,"jy halpern , c lagoze","proceedings of acm digital librariesâ ?? 99 ,",
24143,degradation of observations in the uv of the global ozone monitoring experiment ( gome ),"cp tanzi , r snel , i aben","proc . int . radiation symp. , july ,",
24144,fast subsequence matching in time-series databases,"c faloutsos , m ranganathan , y manolopoulos",proceedings of the 1994 acm sigmod international conference,
24145,query optimization by simulation annealing,"ye ioannidis , e wong","proc . acm sigmod int &#39; l conf ,",
24146,characterization of cu ( inga ) se/sub 2/solar cells with high ga content,"wn shafarman , r klenk , be mccandless","proceedings of the 25 h ieee photovoltaic specialist & hellip ; ,",
24147,eiha ?!?,"c biancheri , jc pazzaglia , g paddeu","sigmod record ,",2001.0
24148,term orderings on the polynominal ring,l robbiano,"lecture notes in computer science ,",1985.0
24149,"a phase ii study of cpt-11 , a camptothecin derivative , in patients with primary lung cancer . cpt-11","s negoro , m fukuoka , h niitani , a suzuki , t","gan to kagaku ryoho ,",1991.0
24150,"flow injection analysis . principles , techniques and applications",w frenzel,,1993.0
24151,"the limits of web metadata , and beyond",m marchiori,"www7 / computer networks ,",1998.0
24152,explaining the gender difference in depressive symptoms,"s nolen-hoeksema , j larson , c grayson","journal of personality and social psychology ,",1999.0
24153,rage in the workplace,m solomon,"computerworld ,",
24154,"a one-dimensional metallopolymer of 2 , 5-dimethyl-n , nâ ? ² - dicyanoquinone diimine ( 2 , 5-dm-dcnqi )","x ouyang , c campana , kr dunbar","acc . chem . res ,",1984.0
24155,optimal axes for defining the orientations of shapes,"d shen , hhs ip","electronic letters ,",1996.0
24156,"inflation , monetary transparency , and g3 exchange rate volatility","kn kuttner , as posen",,
24157,multimedia content screening using a dual watermarking and fingerprinting system,"d kirovski , hs malvar , y yacobi",,
24158,"pervasive computing : hogwarts , startrek , reality and back",d husemann,"computer networks ,",2001.0
24159,"the mediator for stringent control , ppgpp , binds to the beta-subunit of escherichia coli rna","d chatterji , n fujita , a ishihama","genes to cells ,",1998.0
24160,a computer program for understanding natural language,t winograd,"technical report tr-17 , massachusetts institute of technology",
24161,diffraction and transmission of a detonation into a bounding explosive layer,"jc liu , jj liou , m sichel , cw kauffman , ja","proc of the 21st int symp on combustion , the combustion & hellip ; ,",
24162,consciousness and learning : new and renewed approaches .,m boucouvalas,"new directions for adult and continuing education ,",1993.0
24163,capacity model for internet transactions,m oslake,"technical report msr-tr-99-18 , microsoft research , april",
24164,wheels on the web .,pc magazin,"pc magazine , ( march 21 ) ,",
24165,data modelling versus ontology engineering,"p spyns , r meersman","sigmod record ,",2002.0
24166,a test of a molecular model of a controlling element transposon in maize,pa peterson,"proc . int . congr . genet ,",
24167,linkage studies in a four generation family with x-linked hydrocephalus associated with flexed index,kj friedmanâ ? ¦,proceedings of the 23rd annual march of dimes clinical,
24168,"social movements , class , and adult education",s walters,"new directions for adult and continuing education ,",2005.0
24169,"schachner m , singer w ( 1996 ) : n-cam 180 in the postnatal development of cat visual cortex : an","jam delius , i kramer",,
24170,heparin for prolonging peripheral intravenous catheter use in neonates ( cochrane review ),"ps shah , e ng , ak sinha","cochrane database syst rev ,",2002.0
24171,are quorums an alternative for data replication ?,"r jimenez-peris , m patino-martinez , g alonso , b","acm transactions on database systems ,",2003.0
24172,performance evaluation of three active vision systems built at the nrc,"ja beraldin , sf el-hakim , f blais",proceedings of the conference on optical 3-d measurement,
24173,"viki : spatial hypertext supporting emergent structure , to appear in","c marshall , f shipman , j coombs","proc . acm echtâ ?? 94 ,",
24174,"market emergence , trust and reputation",m fafchamps,"unpublished manuscript ,",1998.0
24175,client-based access control management for xml documents,"l bouganim , fd ngoc , p pucheral","proceedings of the international conference on very large & hellip ; ,",2004.0
24176,a toolkit for dependable and extensible home networking applications,"ym wang , w russell , a arora",,2000.0
24177,comparison of four in vitro assays for specific ige detection,"p boccagni , f favari , g zanoni , a pezzini","international journal of clinical and laboratory research ,",1994.0
24178,"endosurgery simulations with kismet : a flexible tool for surgical instrument design , operation room","ug kã 1/4 hnapfel , h krumm , c kuhn , m hã 1/4 bner , b",proceedings,
24179,the normal incidence grating inverse photoemission spectrometer in the energy range 8-28 ev ( abstract,"t ollonqvist , l saisa , j vayrynen","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
24180,proximity matching using fixed-queries trees,"ra baeza-yates , w cunto , u manber , s wu","lecture notes in computer science ,",1994.0
24181,"adaptive , best-effort delivery of digital audio and video across packet-switched networks","k jeffay , dl stone , t talley , fd smith","lecture notes in computer science ,",1993.0
24182,providing dynamic security control in a federated database,"nb idris , wa gray , rf churchhouse","proceedings of the international conference on very large & hellip ; ,",1994.0
24183,an efficient algorithms for mining association rules in large databases . proceedings of the 21th,"a savasere , e miecinski , s navathe",,1995.0
24184,alphasort : a risc machine sort,"c nyberg , t barclay , z cvetanovic , j gray , d lomet","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
24185,experiences in federated databases : from iro-db to miro-web . 24st conf . on very large databases,"p fankhauser , g gardarin , m lopez , j munoz , a","new york , ny ,",
24186,meta-stable memory in an artificial immune network,m neal,"lecture notes in computer science ,",2003.0
24187,acoustic profiles in vocal emotion expression,"r banse , kr scherer","journal of personality and social psychology ,",1996.0
24188,finite-tree analysis for constraint logic-based languages,"r bagnara , r gori , pm hill , e zaffanella","lecture notes in computer science ,",2001.0
