item_id,item_code,list_price,cat,b_name
20997,qlw-1622,,computer monitor mounts,da-lite
20998,sata2-3-uvb,5.99,cables interconnects,link depot
20999,14n1055,18.72,inkjet printer ink,lexmark
21000,rw023-001,2.88,memory card readers,lexar
21001,c6851-1ge,16.06,f-pin-coaxial tip,leviton
21002,ac-cn0512-s1,9.32,remote controls,siig
21003,,114.95,bags cases,pelican
21004,301432u,427.0,computers accessories,lacie
21005,130820,14.97,external data storage,lacie
21006,1483395,,point shoot digital cameras,kodak
21007,ktt3311/1g,54.95,memory,kingston
21008,kd-hdr44,,,jvc
21009,ey.k2801 .009,329.99,video projectors,acer
21010,haebx85w,12.29,headphones,jvc
21011,,27.99,,mace
21012,guh287,14.0,memory card readers,iogear
21013,,,printer accessories,intuit
21014,vp4360,146.58,computers accessories,interlink
21015,boxdb65alb3,85.84,motherboards,intel
21016,tadp-70bb aa,86.7,ac adapters,innergie
21017,in1503,,video projectors,infocus
21018,pw-109,47.5,,incipio
21019,17532,23.23,cd-r discs,imation
21020,iep205pnk,7.7,headphones,iluv
21021,ep-cs40-blk,32.37,headphones,ifrogz
21022,q2682a,101.0,laser printer toner,hp
21023,q7926an # 140,22.49,inkjet printer ink,hp
21024,nf869aa,7.99,bags cases,hp
21025,,,print servers,hp
21026,564 series photosmart value pack,26.48,computer accessories,hp
21027,h-eyec18,19.99,lens accessories,hoodman
21028,,,video projectors,hitachi
21029,,49.64,,hp
21030,hai7sip,26.99,networking products,hawking technology
21031,0g00240,473.88,external hard drives,g-technology
21032,0g01868,1311.35,external hard drives,g-technology
21033,gb01683,18.45,cases sleeves,griffin technology
21034,,40.2,laminating supplies,griffin technology
21035,rt-spmbp1304,34.62,screen protectors,green
21036,,13.46,appointment books planners,at-a-glance
21037,av-23321,5.69,component video,general electric
21038,gbsg03-jp,63.95,video glasses,i.trek
21039,010-10723-01,1.67,chargers cables,garmin
21040,m2120m,74.95,camcorders,flip video
21041,52040,17.95,laminating supplies,fellowes
21042,eye-fi-8pc,85.65,blank media,eye-fi
21043,33-342-200,371.93,monitor accessories,ergotron
21044,t027201,21.49,inkjet printer ink,epson
21045,s187093,21.33,inkjet printer ink,epson
21046,b11b176011,,printers scanners,epson
21047,s015329,8.53,impact dot matrix printer ribbons,epson
21048,az13ez-8,4.84,coin button cell,energizer
21049,,7.99,,energizer
21050,edgdm-227968-pe,6.54,computer components,edge
21051,98241,64.99,optical drives,memorex
21052,du-2in1-04g-r,9.99,memory card adapters,dane-elec
21053,ds6401/pk1,59.95,cordless telephones,vtech
21054,106r01081,38.68,laser printer toner,xerox
21055,3fmnm2210wgn-r,15.99,mice,wintec
21056,3fmnk1010ubl-r,13.99,keyboards,wintec
21057,wdbabm7500abk-nesn,78.97,,western digital
21058,,18.45,audio video accessories,scosche
21059,,43.2,home audio theater,comprehensive
21060,96570,64.88,external hard drives,smartdisk
21061,97564,29.88,mice,verbatim
21062,95203,10.86,computers accessories,verbatim
21063,94904,19.67,cd-r discs,verbatim
21064,vbr210,129.5,blu-ray disc players,vizio
21065,v7n2c6-03f-reds,2.27,ethernet cables,v7
21066,jk-us0512-s1,24.7,car audio video,siig
21067,,29.99,bags cases,compucessory
21068,smart1500,320.61,uninterrupted power supply ups,tripp lite
21069,tew-639gr,54.99,routers,trendnet
21070,tk-209k,25.97,kvm switches,trendnet
21071,tl-ant24sp,15.99,surge protectors,tp-link
21072,tip-q120u3,31.84,audio video accessories,global marketing partners
21073,trg-100,25.09,f-pin-coaxial tip,terk
21074,106r01081,29.99,laser printer toner,tektronix
21075,,,compact stereos,teac
21076,rg0315c,32.82,bags cases,targus
21077,,14.99,battery chargers,sterlingtek
21078,hwsbta2w,50.24,portable audio video,sony
21079,usm16gl,36.99,,sony
21080,,15.71,bags cases,snap-n-store
21081,,8.03,,smead
21082,,26.16,,smead
21083,,1.99,laptop netbook computer accessories,exact
21084,tr-duslide-bk/en,16.62,chargers,simplism
21085,stac2000100,,external hard drives,seagate
21086,tl320 black,249.99,point shoot digital cameras,samsung
21087,hmx-t10wn,249.95,camcorders,samsung
21088,ec-wb210zbprus,199.0,point shoot digital cameras,samsung
21089,pz44,125.84,flight controls,saitek
21090,,599.99,media storage organization,road ready
21091,x264a11g,89.77,printer ink toner,lexmark
21092,kb-730bu,46.99,,solidtek
21093,,,binding machine supplies,quality park
21094,,1.84,screen protectors,generic
21095,pmr-bbb2,25.71,chargers,powermat
21096,,43.99,two-way radios accessories,premiertek
21097,90303,12.99,power inverters,power-line
21098,,319.95,projection screens,da-lite
21099,,16.49,gps system accessories,post-it
21100,,70.4,networking products,us postal scales
21101,tp-link-r480t +,169.0,routers,tp-link
21102,p-fd4gbatt03-ef / kom,7.99,usb flash drives,pny
21103,plantronics voyager pro carry case,8.04,bluetooth headsets,plantronics
21104,cd-i200,13.99,mp3 player cables adapters,pioneer
21105,,35.93,mice,ihome
21106,,88.95,computers accessories,pendaflex
21107,acc320,52.21,accessories supplies,peerless
21108,,8.42,shredders,paper mate
21109,kx-tg6532b,60.57,cordless telephones,panasonic
21110,,232.99,home audio theater,middle atlantic
21111,rbb2-9100s-20-c5otr,19.99,cases,otterbox
21112,bl-fp230c,189.73,lamps,optoma
21113,,79.95,audio video accessories,olympus
21114,,26.95,laser printer toner,oki data
21115,42158601,104.98,laser printer toner,oki data
21116,oczusbr2dc-16gb,24.99,usb flash drives,ocz
21117,,,computers accessories,nuance
21118,0279041-dc4,6.2,wall chargers,nokia
21119,k-58526-02,399.95,digital cameras,nikon
21120,apollo-45,294.48,digital security recorders,night owl optics
21121,,59.47,shredders,x-acto
21122,,16.0,accessory kits,casio
21123,,53.0,portfolios,avery
21124,,13.53,storage presentation materials,smead
21125,,44.0,adapter rings,avery
21126,,181.21,computer accessories,samsung
21127,,18.99,no-contract phones,lg
21128,usi-2535,21.45,hard drive enclosures,kingwin
21129,haf140vn,2.49,headphones,jvc
21130,,289.98,,hon
21131,bv532aa #aba,579.99,desktops,hp
21132,2711x,371.89,monitors,hp
21133,hir7bgta,,headrest video,boss
21134,1583943,5.99,laptop netbook computer accessories,gecko gear
21135,1450t with lifetime traffic,165.17,portable vehicle gps,garmin
21136,47699,33.99,,avery dennison
21137,solo s2,206.99,radar detectors,escort
21138,t098120,17.96,inkjet printer ink,epson
21139,45803,13.08,labeling tapes,dymo
21140,16952,6.09,labeling tapes,dymo
21141,bp1204,147.87,boat electronics,dual
21142,43460203,61.41,printer ink toner,oki data
21143,tip-m300st-bk,14.3,hard drive enclosures,command communications
21144,km002-02-1,,mice,channel sources
21145,,14.21,bags cases,casecrown
21146,a495 blue,69.0,point shoot digital cameras,canon
21147,45427,17.84,rca cables,cables to go
21148,9163602,8.75,office electronics,body glove
21149,,15.48,hard drive bags,bic
21150,f9h100-cw,7.84,surge protectors,belkin
21151,ac6w,90.09,speakers,audiosource
21152,,40.74,laminating supplies,ampad
21153,slp-trl,10.05,,seiko instruments
21154,lcd0935,251.54,surveillance cameras,clover
21155,k-57320-06,59.95,computer accessories,transcend
21156,47tl515u,,tvs,toshiba
21157,101023,25.19,bags cases,navarre
21158,tg-gp5010,11.99,complete tripod units,targus
21159,5097,92.9,power strips,da-lite
21160,,59.95,,roadwired
21161,cb-sa0211-s1,16.82,scsi port cards,siig
21162,ga-7421-14f00,49.99,bags cases,wenger
21163,stm042 - silver storm,32.99,mice,seal shield
21164,vpc-cg20,154.99,camcorders,sanyo
21165,pn64d8000,,tvs,samsung
21166,,24.98,car audio video,pioneer
21167,,,microphones accessories,pilot
21168,07320,19.05,bags cases,pc treasures
21169,tc-p42x3,499.0,tvs,panasonic
21170,p80722us,279.99,pdas handhelds,palm
21171,,33.56,,pacon
21172,,67.0,computers accessories,lapgear
21173,,60.0,laminating supplies,globe weis
21174,,30.0,laminating supplies,day runner
21175,,19.0,storage presentation materials,c-line
21176,,36.23,storage presentation materials,avery
21177,rndp400u,596.99,network attached storage,netgear
21178,13551,3.99,looseleaf binder paper,national
21179,n53sv-xe1,949.0,laptops,asus
21180,mf-801w-us,123.0,digital picture frames,looqs
21181,lens case 1,17.27,lens accessories,lowepro
21182,lw-dv314fr,27.35,audio video accessories,lifeworks
21183,ct21n,111.05,computers accessories,lg
21184,hmx-h200bn / xaa,374.99,camcorders,samsung
21185,pgl400cvv10,18.95,hardware,monster
21186,,61.52,bags cases,eco style
21187,94971,16.14,dvd r discs,verbatim
21188,evo 4g,6.7,batteries,
21189,d87-04973,444.31,computer accessories,microsoft
21190,813-12pp,16.2,d,rayovac
21191,,1963.0,,adobe
21192,,237.99,home audio theater,middle atlantic
21193,,,storage presentation materials,c-line
21194,,16.0,headphones,maxell
21195,,,,mmf
21196,,,cables interconnects,manhattan
21197,,,storage presentation materials,xantech
21198,,21.41,storage presentation materials,uniball
21199,,20.5,storage presentation materials,sharpie
21200,,,laminating supplies,smead
21201,hm-0116,42.95,television stands entertainment centers,ofc express
21202,,32.0,laminating supplies,blue line
21203,,69.99,,cisco
21204,,12.45,basic,pm company
21205,,141.49,computer accessories,innovera
21206,,64.5,usb cables,innovera
21207,,970.4,computer accessories,lexmark
21208,,160.0,computer accessories,lexmark
21209,,14.76,audio video accessories,inland
21210,,24.99,networking products,wintec
21211,,,computers accessories,targus
21212,,,,smead
21213,,29.0,portfolios,avery
21214,,287.0,shredders,papercraft
21215,,38.0,disc players recorders,pioneer
21216,,41.0,accessory kits,panasonic
21217,,91.0,computers accessories,lenovo
21218,,111.0,accessory kits,sunpak
21219,e93bp-4,6.95,c,energizer
21220,,,battery chargers,universal
21221,,,printers,post-it
21222,,42.0,portfolios,acco
21223,,72.0,laminating supplies,smead
21224,,129.0,speakers,polypropylene
21225,,51.6,power cables,smead
21226,,16.0,headphones,maxell
21227,,9.49,cables interconnects,accell
21228,,37.52,computer accessories,innovera
21229,,36.0,radios,magna visual
21230,,70.11,computer accessories,stanley
21231,,15.96,sports outdoor gps,sharp
21232,,,television stands entertainment centers,luxor
21233,,7.99,audio video accessories,link depot
21234,,179.99,unlocked phones,unlocked-cell-phones
21235,,132.22,printer ink toner,lexmark
21236,,41.0,mice,innovera
21237,,30.0,laminating supplies,tops
21238,,,accessory kits,smead
21239,,145.2,headphones,sennheiser
21240,,20.0,shredders,tombow
21241,,40.78,printer accessories,ampad
21242,,106.08,audio video accessories,channel sources
21243,,,label makers,post-it
21244,,103.39,computers accessories,safco
21245,,33.0,darkroom supplies,gbc
21246,,26.52,labeling tapes,duck
21247,,53.0,laminating supplies,buxton
21248,,21.76,mice,axis
21249,,143.0,sports outdoor gps,midland
21250,,69.68,no-contract phones,samsung
21251,,24.0,laminating supplies,wilson jones
21252,,25.0,laminating supplies,tops
21253,,31.0,radios,quartet
21254,,26.62,printer accessories,chartpak
21255,,58.94,networking products,bankers box
21256,,15.86,labeling tapes,brother
21257,,273.49,usb cables,imation
21258,,24.0,storage presentation materials,pacon
21259,,50.0,floor sensors,oxford
21260,,,printer accessories,scotch
21261,,33.29,,vantec thermal technologies
21262,,71.8,binding machine supplies,oxford
21263,,,projection screens,safco
21264,,12.14,presentation pointers,universal
21265,,112.0,office electronics,vxi
21266,,46.76,computer accessories,swingline
21267,,24.0,door sensors,master caster
21268,,82.0,computers accessories,kensington
21269,,43.99,usb cables,innovera
21270,,155.0,accessory kits,fuji
21271,,15.95,,checkoutstore
21272,,40.0,laminating supplies,tops
21273,,60.2,computer accessories,epson
21274,,168.58,usb flash drives,edge
21275,,269.99,television stands entertainment centers,luxor
21276,,31.39,printer accessories,ampad
21277,,41.51,bags cases,agritura
21278,,619.0,laminating supplies,hon
21279,,25.0,mice,fellowes
21280,,27.0,headphones,audio-technica
21281,,67.0,other office equipment,3m
21282,,,uninterrupted power supply ups,verbatim
21283,,8.33,adapters,targus
21284,,64.5,presentation pointers,quartet
21285,,,laminating supplies,rolodex
21286,,12.7,stamp creation systems,u. s. stamp sign
21287,,36.0,storage presentation materials,ddi
21288,1skb-1717dj,159.99,,skb
21289,1skb-1200,142.73,bags cases,skb
21290,tz-231,38.01,printer ink toner,brother
21291,gx-6750,84.24,typewriters,brother
21292,tn-210bk,48.99,laser printer toner,brother
21293,bv8728b,,dvd players,boss
21294,blackberry,14.95,cases sleeves,blackberry
21295,f1ds104t,99.99,kvm switches,belkin
21296,,,,avery
21297,ath-ad300,74.18,headphones,audio-technica
21298,38435617,199.4,media storage organization,atlantic
21299,501630,59.99,mp3 players,archos
21300,761345-08942-5,102.42,,antec
21301,da-z04gskss-c,11.5,usb flash drives,dane-elec
21302,h121c-006b-r,13.16,hdmi cables,accell
21303,ktm5780lp/8g,197.23,memory,kingston
21304,,5.86,antennas,parts express
21305,,94.99,shredders,royal
21306,108r00648,179.2,printer ink toner,xerox
21307,classic-p1,25.4,,keytronicems
21308,2050,59.19,inkjet all-in-one printers,deskjet
21309,4338b001,6.95,memory cards,dane-elec
21310,,30.99,lamps,da-lite
21311,108r00647,215.2,printer accessories,xerox
21312,ct12864aa667,14.99,memory,crucial
21313,,,projection screens,da-lite
21314,cmx-10s-na,314.43,subwoofers,cerwin-vega
21315,ca8655,,car chargers,arkon
21316,e222w-bk,219.99,monitors,nec
21317,mmrw-e34,23.88,memory card readers,sonnet technologies
21318,xta301,22.88,cb radios,midland
21319,n25868p,32.87,bags cases,dicota
21320,32028007,30.48,disc cleaners,memorex
21321,ccb437050002/04/1,49.99,gaming mice,mad catz inc
21322,,,video projector accessories,da-lite
21323,,,desktop staplers,swingline
21324,,16.45,inkjet printer ink,compatible
21325,ljdff2gbasbna,7.99,computer accessories,lexar
21326,kth-zd8000b / 2g,27.74,memory,kingston
21327,boxdh55hc,98.24,computer components,intel
21328,ml2010,44.3,laser printer toner,innovera
21329,10005,9.59,,impex system group inc
21330,17300,28.49,cd-r discs,imation
21331,imm153blk,35.99,docking stations,iluv
21332,51649a,1.29,inkjet printer ink,hp
21333,ce457a #aba,239.9,laser printers,hp
21334,q7551xd,,printer ink toner,hp
21335,c9448a,59.99,inkjet printer ink,hp
21336,b-961-az34141,32.95,camcorder batteries,battery-biz
21337,hac7ss,8.99,modems,hawking technology
21338,,12.99,hdmi cables,bargaincell
21339,010-10563-00,25.88,chargers cables,garmin
21340,t048520,11.41,printer ink toner,epson
21341,t097120,25.88,inkjet printer ink,epson
21342,,12.69,computers accessories,energizer
21343,dp88,17.0,power ground cable,dp audio video
21344,pla401v3kit,69.99,powerline network adapters,zyxel
21345,,,printer accessories,xerox
21346,,31.3,audio video accessories,wintec
21347,3fmusb4gwb-r,8.99,usb flash drives,wintec
21348,wd2500bevt,44.99,computers accessories,western digital
21349,df383,117.49,flashes,vivitar
21350,mp248b,19.99,tv mounts,videosecu
21351,95326,22.04,usb flash drives,verbatim
21352,cb-isatacr,24.0,computers accessories,vantec
21353,v7-usb2aa-06,4.88,usb cables,v7
21354,98996,18.18,accessories supplies,general electric
21355,tsx100-2vp,47.95,two-way radios accessories,trisquare
21356,tew-637ap,39.99,wireless access points,trendnet
21357,ts16gjf500,21.02,usb flash drives,transcend
21358,72uvp,21.19,filters,tiffen
21359,tgc-cc460,12.81,cases bags,targus
21360,amp11us,9.21,,targus
21361,,5.85,dry erase wet erase markers,sparco
21362,vrdmc6,152.39,accessories,sony
21363,mdrzx300/blk,20.7,headphones,sony
21364,mdr270lp,13.9,headphones,sony
21365,lcs-vcd,89.99,cases bags,sony
21366,acvq900am,,camera batteries,sony
21367,,92.53,printers,smead
21368,acc918,4.48,,peerless
21369,st905004exa101-rk,49.99,external hard drives,seagate
21370,nn03b,9.01,wiring harnesses,scosche
21371,,22.99,wired headsets,scosche
21372,ia-bp210e / epp,27.95,camcorder batteries,samsung
21373,ec-st65zzbpuus,,point shoot digital cameras,samsung
21374,ds-3 digital postal scale,16.0,postal scales,royal
21375,1710517-002,44.2,laser printer toner,qms
21376,c1000,31.19,audio video accessories,plantronics
21377,tsg1342r,27.99,coaxial speakers,pioneer
21378,ds3000/37,56.44,speaker systems,philips
21379,,159.31,selector boxes,middle atlantic
21380,07223,9.99,mice,pc treasures
21381,86702,59.49,computers accessories,hammermill
21382,kx-tg9392t,187.54,cordless telephones,panasonic
21383,,139.99,printer ink toner,lexmark
21384,,,computers accessories,blackberry
21385,,27.8,component amplifiers,lepai
21386,40y7696,34.58,chargers adapters,lenovo
21387,1564194,60.58,point shoot digital cameras,kodak
21388,cshx748,,coaxial speakers,jvc
21389,,7.49,faceplates,htc
21390,010-00810-02,199.84,portable vehicle gps,garmin
21391,99026,15.99,power strips,fellowes
21392,,20.75,microphones accessories,elmer 's
21393,,26.12,audio video accessories,dixie
21394,i15r-526mrb,479.99,laptops,dell
21395,44059111,131.99,laser printer toner,oki data
21396,cve91blk,5.01,headphones,coby
21397,dp180blk,10.99,storage presentation materials,coby
21398,6438-36,199.36,monitor arms stands,buddy
21399,,,office electronics,avery
21400,ack-540ub,42.99,keyboard mouse combos,adesso
21401,vistablet12,102.04,graphics tablets,vistablet
21402,,24.49,storage presentation materials,tombow
21403,tbt050us,29.55,bags cases,targus
21404,stu8gpcs,16.45,usb flash drives,super talent
21405,fws110b,62.82,computer monitor mounts,chief
21406,pc 166,99.99,headsets microphones,sennheiser
21407,260322,19.31,cases bags,olympus
21408,,232.56,,mayline
21409,40933,28.12,tv mounts,da-lite screen
21410,cm-cap,,audio video accessories,da-lite
21411,lw-dv316fr,47.8,camcorders,lifeworks
21412,ck501,1.35,lens accessories,bower
21413,bskxs-blr,28.95,cases sleeves,booq
21414,,51.0,computers accessories,oem systems company
21415,,37.64,audio video accessories,best-rite
21416,smcwbr14s-n3,51.84,car audio video,smc
21417,,,printers,balt
21418,,120.0,office electronics,sharp
21419,m202,49.99,speaker systems,altec lansing
21420,110120,248.66,cd-r discs,aleratec
21421,70567,24.99,speaker mounts,general electric
21422,mp 180 remote control,11.88,presentation remotes,3m
21423,,,printer ink toner,lexmark
21424,dcs-930l,65.49,surveillance cameras,d-link
21425,pgr-cxt,23.08,camera batteries,digipower
21426,,,hard drive enclosures,deflect-o
21427,iad116blk,10.91,wall chargers,jwin
21428,msmu,100.99,tv mounts,chief
21429,cf-7051 cp,11.95,filters,slik
21430,cb-2la,12.67,battery chargers,canon
21431,29112,15.15,component video,cables to go
21432,ls-wx4 .0 tl/r1,298.99,computers accessories,buffalo technology
21433,,123.0,gps mapping software,intuit
21434,,146.97,computer accessories,lexmark
21435,ln16a,28.52,touch screen tablet accessories,lapsaver neo
21436,p221w-bk-sv,687.92,tvs,nec
21437,,18.45,computers accessories,motorola
21438,s9j-00001,12.88,mice,microsoft
21439,99-5716,52.24,dash mounting kits,metra
21440,db fuj np50,6.69,camera batteries,maximalpower
21441,,3.19,,smartbuy
21442,lx2,149.0,accessories,looxcie
21443,with keystone eliminator,285.95,projection screens,da-lite
21444,hardware kit a-111 unistrut,,computer monitor mounts,da-lite
21445,18c0532,37.93,printer ink toner,lexmark
21446,,23.36,inkjet printer ink,lexmark
21447,41u2977,38.08,memory,lenovo
21448,8946501,17.99,inkjet printer ink,kodak
21449,,34.95,computers accessories,kingston
21450,st-858,42.3,audio car mounts,just mobile
21451,,,battery chargers,innovera
21452,8309,10.85,memory card readers,inland
21453,icc302pnk,4.87,cases,iluv
21454,7067-ermn,29.18,headphones,ifrogz
21455,q2624x,,laser printer toner,hp
21456,cb435a,,printer ink toner,hp
21457,cd994fn # 140,24.95,inkjet printer ink,hp
21458,c4905an # 140,,inkjet printer ink,hp
21459,,104.95,inkjet printer ink,hp
21460,b-5997,49.95,batteries,hi-capacity
21461,74709k,14.99,mouse pads,hello kitty
21462,eah5670/di/512md5 / v2,88.81,computers accessories,asus
21463,em 2516,8.78,corded telephones,emerson
21464,sp-lamp-lp5f,155.0,,electrified
21465,pa3677u-1m4g-pe,32.49,memory,edge
21466,,152.29,accessories supplies,royal
21467,30324,11.86,labeling tapes,dymo
21468,kx-fad452,139.84,laser printer toner,panasonic
21469,du-520,27.84,computer accessories,d-link
21470,108r00691,187.41,printer ink toner,xerox
21471,3fmnm1210umg-r,6.99,mice,wintec
21472,wdbaby0000nbk-nesn,91.99,powerline network adapters,western digital
21473,22851,10.48,,wausau
21474,v5024purple,39.95,point shoot digital cameras,vivitar
21475,mp16b,25.0,tv mounts,videosecu
21476,m1-pv-usb-012g,12.68,accessories supplies,mpi
21477,96871,43.24,blank media,verbatim
21478,97408,36.99,usb flash drives,verbatim
21479,97090,29.99,bd-r discs,verbatim
21480,95101,12.99,dvd-r discs,verbatim
21481,verbatim 95252,23.5,cd-r discs,verbatim
21482,v7-vga025-10,9.51,cables interconnects,v7
21483,dvr670,212.94,disc players recorders,toshiba
21484,638-641,,cases bags,tenba
21485,vct-80av,108.0,tripod monopod accessories,sony
21486,fashc1am/s,11.99,adapters,sony
21487,,41.79,,smead
21488,sdcz4-8192-a11,15.79,usb flash drives,sandisk
21489,clp-500rt / see,130.99,printer transfer units,samsung
21490,32072,48.46,camcorders,sakar
21491,g222p2-01,149.99,,rocstorage
21492,elplp34,139.95,video projectors,usom
21493,,5.73,inkjet printer ink,compatible
21494,p-sdhc4g4-ef / purple,14.99,blank media,pny
21495,gexp10hd,99.59,car stereos,pioneer
21496,swv3432w/17,18.99,hdmi cables,philips
21497,,12.96,shredders,pentel
21498,kx-tg9382t,172.26,cordless telephones,panasonic
21499,ant-omni-10dbi,34.64,networking products,premiertek
21500,202086,,cases bags,olympus
21501,oczssdpx-1rvdx0220,484.99,computer components,ocz
21502,nc2500 plus,66.75,computers accessories,zalman
21503,42lk450,,tvs,lg
21504,mlf10169phl,6.69,headphones,ihip discovery
21505,,102.12,laser printer toner,hp
21506,,37.4,,genuine joe
21507,edgdm-214944-pe,39.72,usb flash drives,edge
21508,,199.0,,seeedstudio
21509,dvd209blk,26.98,,coby
21510,pts-2321,359.2,monitor arms stands,chief
21511,ltmu,163.04,tv mounts,chief
21512,pcr-t280,80.92,audio video accessories,casio
21513,,0.99,audio video accessories,bic
21514,vh5910x,3.06,connectors adapters,audiovox
21515,e12dv,78.68,subwoofer boxes and enclosures,atrend
21516,,7.58,audio video accessories,ampad
21517,as80516gcrd,29.5,usb flash drives,a-data
21518,oac100,149.99,air purifiers,3m
21519,ip221dbb,,monitors,hannspree
21520,kt400p2,15.75,keyboards,keytronicems
21521,8018,46.95,digital cameras,vivitar
21522,,19.12,speaker cables,oem systems company
21523,358601,16.95,cases bags,tamrac
21524,300,82.5,,sennheiser
21525,ipd2cfbk,,laptop netbook computer accessories,scosche
21526,gt-p7510mavxab,599.99,tablets,samsung
21527,hs71512,129.95,carbon monoxide detectors,pro series
21528,acf126,123.8,furniture,apc
21529,,,printer accessories,pendaflex
21530,cb-dp0a11-s1,15.44,video cables,siig
21531,tn650,76.02,laser printer toner,brother
21532,tz421,11.36,labeling tapes,brother
21533,,24.95,storage presentation materials,bic
21534,sa0600-m355,19.99,cases,cell-phone-protective-skins
21535,,64.32,headphones,audio-technica
21536,aw-811,,speakers,acoustic research
21537,id-ds0011-s1,126.99,computers accessories,siig
21538,ce-cm0511-s1,23.7,faceplates,siig
21539,,398.0,office furniture lighting,3m
21540,23451,18.72,audio video accessories,encore
21541,edgdm-209162-pe,13.29,hard drive enclosures,edge
21542,ktd-dm8400c6e / 2g,31.81,memory,kingston
21543,twin2x4096-6400c5,39.99,computer components,corsair
21544,,,,comprehensive
21545,,,,comprehensive
21546,,18.3,printer ink toner,canon
21547,hp q5421a,187.1,printer accessories,hp
21548,q3655a,70.99,printer accessories,hp
21549,csmp125,32.91,speaker systems,coby
21550,en-cahdd2bu3-zb,42.99,accessories supplies,cavalry
21551,tbc-309black,22.99,cases bags,case logic
21552,2924b002,59.95,scanners,canon
21553,,4.99,inkjet printer ink,4inkjets
21554,acc-1400,4.99,accessories supplies,cables unlimited
21555,dgn3500-100nas,119.88,routers,netgear
21556,mcab1001-100nas,,powerline network adapters,netgear
21557,00315,399.98,scanners,neatdesk
21558,,12.34,mouse pads,innovera
21559,89410n,24.99,headsets,motorola
21560,32023426,4.88,cd-rw discs,memorex
21561,32024756t6,25.99,,memorex
21562,,36.44,audio cables,m-audio
21563,602956008538,25.08,cases sleeves,marware
21564,904368-0914,,trackballs,logitech
21565,920-002565,17.09,keyboards,logitech
21566,,,projection screens,da-lite
21567,,,projection screens,da-lite
21568,10n0016,29.99,inkjet printer ink,lexmark
21569,1662717,74.95,point shoot digital cameras,kodak
21570,kth-zd8000 / 1g,15.74,computers accessories,kingston
21571,m12864f50,16.74,computers accessories,kingston
21572,ktm2865sr/4g-g,155.83,computers accessories,kingston
21573,haebx85z,15.26,headphones,jvc
21574,,19.0,mice,innovera
21575,70140,9.99,keyboards,inland
21576,ip-916,9.99,cases,incipio
21577,7400901,17.73,boating gps accessories,humminbird
21578,,9.91,adapters,hqrp
21579,ch568a,26.88,inkjet printer ink,hp
21580,,12.99,inkjet printer ink,4inkjets
21581,hwabn1,80.99,wireless access points,hawking technology
21582,3022-auxcblc,6.7,audio cables,griffin technology
21583,na22042,39.11,universal fm cassette adapters,griffin technology
21584,gb02419,24.3,cases sleeves,griffin technology
21585,,99.99,inkjet printer ink,samsung
21586,31030040101,21.06,mice,genius
21587,010-00864-01,399.88,boating gps units chartplotters,garmin
21588,,,point shoot digital camera bundles,fuji
21589,,,networking products,econation
21590,60-366-100,94.54,,ergotron
21591,t008201,18.18,inkjet printer ink,epson
21592,,12.59,printer ink toner,epson
21593,l91bp-8,15.45,batteries,energizer
21594,t6020,14.99,screen protectors,i-tec
21595,,34.19,bags cases,eco style
21596,du-zp-16g-ca-n3-r,25.9,usb flash drives,dane-elec
21597,du-zp-08g-ca-n3-r,16.71,usb flash drives,dane-elec
21598,nwa-1100,117.46,networking products,zyxel
21599,87520,9.34,office electronics,zax
21600,hd679xzrfc,139.99,graphics cards,xfx
21601,usb760,139.99,modems,verizon
21602,95188,14.96,memory cards,verbatim
21603,vcc003muviturin,70.91,camcorders,veho
21604,,5.32,usb cables,link depot
21605,,63.0,,universal
21606,,77.88,printer ink toner,uniden
21607,smx1500xlrt2u,649.99,uninterrupted power supply ups,tripp lite
21608,ts16gcf133,22.85,blank media,transcend
21609,tl-ant2414b,59.99,networking products,tp-link
21610,08a0478,36.35,printer ink toner,toner eagle
21611,,56.98,laser printer toner,toner cartridge
21612,edge,25.95,radio antennas,terk
21613,108r00675,99.99,printer accessories,tektronix
21614,prsa-sc35 / p,24.99,ebook readers accessories,sony
21615,nassv20i,,desktop chargers,sony
21616,k-59076-02,199.95,accessory kits,sony
21617,cf-7057-cp,10.3,filters,slik
21618,tr-lcslipad-sw/en,21.85,cases sleeves,simplism
21619,,12.88,printer ink toner,sanford
21620,fd16b,8.12,audio video accessories,scosche
21621,bfta,199.0,wiring harnesses,scosche
21622,vmca5b-01,,projector mounts,sanus
21623,sdsdh-4096,7.8,memory cards,sandisk
21624,clp-510rt / see,150.35,home audio theater,samsung
21625,rl170mx,129.6,shredders,royal
21626,qsds14273w,75.24,hidden cameras,q-see
21627,jd-t1212,26.54,audio video accessories,pioneer
21628,sa746pu,,tv mounts,peerless
21629,kx-tg6434t,,cordless telephones,panasonic
21630,opt-dif-580ex,7.5,flash accessories,opteka
21631,lt4730m,35.59,laser printer toner,nukote
21632,c5203,1.14,connectors adapters,leviton
21633,kfc-1693ps,43.35,coaxial speakers,kenwood
21634,gn 2015 st,43.56,,gn
21635,next6,,tablets,efun
21636,edgdm-209797-pe,12.4,hard drive enclosures,edge
21637,,6.06,audio video accessories,bic
21638,,56.0,printer ink toner,dixie
21639,clbs-116black,61.6,bags cases,case logic
21640,,,media storage organization,platt
21641,ha40,23.49,telephone accessories,ameriphone
21642,,57.91,computers accessories,antec
21643,23203,5.43,,general electric
21644,22621,5.33,speaker cables,general electric
21645,vgp3202,34.88,carrying cases organizers,vanguard
