publication_id,journal_name,paper_authors,work_title
34718,"sigmod record ,",acms anthology,generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl .
34719,,c azevedo,"biologia celular e molecular ( 3âª ed . ) , lisboa , lidelâ ?? ediã § ãµes tã © cnicas"
34720,"sigmod record ,",j ong,implementation of data abstraction in the relational database system ingres
34721,"proceedings of the 31st international conference on very & hellip ; ,","x zhou , hh pang , kl tan , d mangla",wmxml : a system for watermarking xml data
34722,"proceedings of the 1st acm sigact-sigmod symposium on & hellip ; ,",j rissanen,on equivalences of database schemes
34723,,f zacharias,lawyers as gatekeepers
34724,"contributions to zoology ,","d jaume , hp wagner","new cave-dwelling amphipods ( lysianassidae , hadziidae ) from the dominican republic ( hispaniola )"
34725,"acm sigmod ,",hgm sagas,kenneth salem in proc
34726,"social studies and the young learner ,","k barclay , c benelli , jm wolf","me , me , wonderful me ! acquiring concepts of time and change"
34727,,"y arens , ca knoblock",sims : retrieving and integrating information from multiple sources
34728,"information & software technology ,","o mizuno , t kikuno , k inagaki , y takagi , k",statistical analysis of deviation of actual cost from estimated cost using actual project data
34729,"information and software technology ,",s kelly,a matrix editor for metacase environment
34730,,"mk ogle , tg beaumariage , ca roberts",the separation and explicit declaration of model control structures in support of object-oriented
34731,,"z liposcak , s loncaric",face recognition from profiles using morphological signature transform
34732,,e english,industry trends
34733,"the vldb journal the international journal on very large & hellip ; ,","f casati , mc shan , d georgakopoulos",guest editorial
34734,"new directions for adult and continuing education ,",la cavaliere,the wright brothers ' odyssey : their flight of learning .
34735,,h eschrig,optimized lcao method and the electronic structure of extended systems
34736,,s monk,a model for schema evolution in object-oriented database systems
34737,"proceedings of the 2002 acm sigmod international conference & hellip ; ,","l chen , ea rundensteiner , s wang",xcache : a semantic caching system for xml queries
34738,"acm transactions on database systems ,","ta landers , c reeve , dw shipman , e wong",introduction to a system for distributed databases ( sdd-1 )
34739,"acm trans . database syst . 12 , 4 ( dec. 1987 ) ,","s abiteboul , r hull",ifo : a formal semantic model
34740,"unpublished manuscript ,","j feigenbaum , c papadimitriou , r sami , s shenker",incentivecompatible interdomain routing
34741,"management science ,","hl lee , kc so , cs tang",the value of information sharing in a two-level supply chain
34742,"blood-new york - ,","la cairns , e moroni , e levantini , a giorgetti , fg",kit regulatory elements required for expression in developing hematopoietic and germ cell lineages
34743,"acm transactions on database systems , september ,",i hierarchies,their application to predicate files '' kc wong and m. edelberg
34744,"sigmod conference ,",rc agarwal,a super scalar sort algorithm for risc processors
34745,"md ,","g mcdonald , j fitzsimons , dc honeyfield","early life stage mortality syndrome in fishes of the great lakes and baltic sea . symposium 21 , p 1 -"
34746,"lecture notes in computer science ,","dg feitelson , l rudolph",metrics and benchmarking for parallel job scheduling
34747,"proceedings of acm siggraph ,","v zordan , a majkowska , b chiu , m fast",dynamic response for motion capture animation
34748,,rb hours,at : regular business hours
34749,,"g cormode , m garofalakis , s muthukrishnan , r",holistic aggregates in a networked world : distributed tracking of approximate quantiles
34750,"microsoft corporation ,",u plug,play device architecture reference specification
34751,"electronic news ,",r bruner,women in engineering
34752,"proc . iee ,","pb johns , rl beurle",numerical solution of 2-dimensional scattering problems using a transmission-line matrix
34753,,m pompeo,implementing the push tool in clinical practice : revisions and results
34754,"proceedings of acm chi conference ,","nt khai , gd abowd",stupad : integrating student notes with class lectures
34755,"the challenges of the 21st century . proc . int . ginseng conf . & hellip ; ,",ws persons,american ginseng farming in its woodland habitat
34756,submitted for,"m yajnik , j kurose , d towsley",packet loss correlation in the mbone multicast network : experimental measurements and markov chain
34757,"lecture notes in computer science ,","ip gent , e macintyre , p prosser , p shaw , t walsh",the constrainedness of arc consistency
34758,"journal of personality and social psychology ,","rk wagner , rj sternberg",practical intelligence in real-world pursuits : the role of tacit knowledge
34759,"economic geography ,",aj scott,"industrial organization and location : division of labor , the firm , and spatial process"
34760,"cochrane database syst rev ,","v demicheli , p graves , m pratt , t jefferson",vaccines for preventing tick-borne encephalitis
34761,"area ,","l young , h barrett",adapting visual methods : action research with kampala street children
34762,"flow and transport in the natural environment ,",mr raupach,canopy transport processes
34763,,"n wirth , j gutknecht",project oberon
34764,"bt technology journal ,",y desmedt,fighting entity authentication frauds by combining different technologies
34765,,elk is head,"clinical trials section , biometric research branch , national cancer institute , bethesda"
34766,"lecture notes in computer science ,",sw wilson,get real ! xcs with continuous-valued inputs
34767,,ny mcgraw-hill,"new york , usa , 2nd edition , 1995"
34768,,jk kenneth,"free atoms , clusters and nanoscale particles"
34769,,"a varro , a pataricza",uml action semantics for model transformation systems
34770,"proceedings of the 27th international conference on very & hellip ; ,","b ã?zden , e gabber , b hillyer , wt ng , eam shriver ,",storage service providers : a solution for storage management ? ( panel )
34771,"proc . 4th conf . very large data bases ( berlin ,",w litwin,virtual hashing : a dynamically chang ~ hashing
34772,"proceedings of acm sigmod international conference on & hellip ; ,",a guttm,r-trees : a dynamic index structure for spatial searching
34773,acm transactions on database,"w yin , de yiu-kai",a normal form for precisely characterizig redundancy in nested relations
34774,"proceedings of the 1986 acm sigmod international conference & hellip ; ,","mj carey , h lu",load balancing in a locally distributed db system
34775,"new york ,","rr sokal , fj rohlf",biometry : freeman
34776,"computer networks ,",dk gifford,"violet , an experimental decentralized system"
34777,,"pm pelczewski , w oberschelp , uh kunz",optimal model-following control of a positioning drive system with a permanent-magnet synchronous
34778,"computerworld. ,",cw axelrod,getting a clear picture of costs and benefits : part 2 : determination .
34779,"phil . mag ,",i boswarva,m and lidiard ab 1967
34780,,cs chow,"cultural diversity and tourism development in yunnan province , china"
34781,"the vldb journal the international journal on very large & hellip ; ,","kcc chang , h garcãa - molina",approximate query mapping : accounting for translation closeness
34782,"& hellip ; of the 31st international conference on very large data & hellip ; ,","ei chong , s das , g eadon , j srinivasan",an efficient sql-based rdf querying scheme
34783,"ieee , proceedings ,","ni badler , j orourke , h toltzis",a spherical representation of a human body for visualizing movement
34784,"ieee computer ,",ek gordon,experience and accomplishments with structured programming
34785,pc,mj miller,rejecting the tech doomsayers
34786,"contributions to nephrology ,","v wizemann , s blank , w kramer",diastolic dysfunction of the left ventricle in dialysis patients
34787,"sigmod record ,","cs jansen , j clifford , sk gadia , rt snodgrass","a glossary of temporal database concepts , ''"
34788,"mobilization-san diego - ,",tl lewis,transnational conservation movement organizations : shaping the protected area systems of less
34789,"computer networks ,",h debar,dacier m. andreas wespitowards taxonomy of intrusion-detection systems
34790,"pflã 1/4 gers archiv european journal of physiology ,","c bailly , c amiel",effect of glucagon on magnesium renal reabsorption in the rat
34791,"information and software technology ,","p kardasis , p loucopoulos",expressing and organising business rules
34792,"procs . hydrastorm98 , the institution of engineers australia , & hellip ; ,",t mcalister,brisbane city council water sensitive urban design case study
34793,"proceedings of the 1996 acm sigmod international conference & hellip ; ,","bk hillyer , a silberschatz",random i/o scheduling in online tertiary storage systems
34794,proc . acm sigmetrics,"t bu , d towsley",fixed point approximation fot tcp behavior in an aqm network
34795,,le hitchner,virtual planetary exploration : a very large virtual environment
34796,,"se fahrbach , jc weeks","hormonal regulation of neural and behavioral plasticity in insects . in â ?? hormones , brain and"
34797,"new directions for higher education ,",a kezar,organizational models and facilitators of change : providing a framework for student and academic
34798,,"p atzeni , ao mendelzon , g mecca","the world wide web and databases : international workshop webdb ' 98 , valencia , spain , march 27-28 ,"
34799,"electronic library ,",cm desai,instant messaging reference : how does it compare ?
34800,"bt technology journal ,","kf poon , a conway , g wardrop , j mellis",successful application of genetic algorithms to network design and planning
34801,"lecture notes in computer science ,",f massacci,strongly analytic tableaux for normal modal logics
34802,"proceedings of acm chi 2001 ,",j sã ¡ nchez,interactive virtual acoustic environments for blind children
34803,"journal of emergency nursing ,","s coffman , n kuniansky",strategies to implement helmet legislation for child bicyclists
34804,,"d das , dp kothari , ml kothari , j nanda",variable structure control strategy to automatic generation control of interconnected reheat thermal
34805,"proc . 15th conf very large data bases ,","rj lipton , jf naughton",estimating the size of general transitive closures
34806,"phil . mag ,",fw aston,a positive-ray spectrograph
34807,"& hellip ; conference on vldb , vancouver , canada , september ,","w du , r krishnamurthy",andm . c. shan . queryoptimizationinheterogeneous dbms
34808,,s sudarshan,logical and physical versioning in main memory databases
34809,,trn rao,error coding for arithmetic processors
34810,"phil . mag ,",mh lewis,precipitation in non-stoichiometric spinel crystals
34811,"demonstration that the ,","q zhang , c domenicucci , ha goldberg , jl wrana , j","characterization of fetal porcine bone sialoproteins : secreted phosphoprotein 1 ( spp1 , osteopontin ) ,"
34812,,g piateski,knowledge discovery in databases
34813,"proceedings : biological sciences ,","a balmford , il jones , alr thomas",on avian asymmetry : evidence of natural selection for symmetrical tails and wings in birds
34814,"cochrane database syst rev ,","mc lapitan , dj cody , am grant",open retropubic colposuspension for urinary incontinence in women
34815,"academy of management meeting in seattle , washington ,","e guthey , b jackson",open season : critical perspectives on the celebrity ceo backlash
34816,"computer networks ,",l henriqueâ ? ¦,et el . developing scalable protocols for three-metric qos routing
34817,"acm transactions on database systems vol . i , no ,","mm astrahan , mw blasgen , dd chamberlin , kp eswaran","l. ; wade , bw ; and watson , v. , '' system r : relational approach to database management , ''"
34818,"proceedings of the 23rd ieee compufer international & hellip ; ,","pn robillard , r plamondon",an interactive tool for descriptive . operational and structured documentation
34819,"new directions for teaching and learning ,",re weiss,designing problems to promote higher-order thinking
34820,"computerworld ,",e dejesus,edi ? xml ? or both ?
34821,"proc . int . ornithol . congr ,","rm evans , sc lee",terminal-egg neglect : brood reduction strategy or cost of asynchronous hatching
34822,"( nato , agard , meeting , 63 rd , athens , greece , sept. 28-oct . & hellip ; ,",g coupry,extreme atmospheric turbulence [ presentation des turbulences atmospheriques extremes ]
34823,,j annevelink,database programming languages : a functional approach
34824,,ta heberlein,"moral norms , threatened sanctions , and littering behavior"
34825,"proceedings of the acm sigmod conference ,","r sridhar , r rajeev , s kyuseok",efficient algorithms for mining outliers from large data sets
34826,the vldb,o gã ?,fluting . an introduction to spatial database systems
34827,"contributions to nephrology ,",ha bock,pathogenensis of acute renal failure : new aspects
34828,,k van eunen,"grammatikbogen , langenscheidt , mã 1/4 nchen , 1994"
34829,"acc . chem . res ,","dw leung , e chen , dv goeddel","technique 1989 , 1 , 11â ± 15 ; b ) fh arnold"
34830,,"it yu , m hutchins",truncus arteriosus malformation : a developmental arrest at carnegie stage 14
34831,,"r krishnamurthy , r kaushik , jf naughton",optimizing fixed-schema xml to sql query translation
34832,proceedings 17th international conference on very large data,"j widom , rj cochrane , b lindsay , gisop rules",as an extension of starburst
34833,"proc 8th int. , conf . very large data bases",hj schek,pistor . p. data structur . es for an integrated data base management and information retrieval system
34834,"journal of emergency medicine ,","dg dufour , dl larose , sc clement",rapid sequence intubation in the emergency department
34835,"proceedings of the 1993 sigmod conference , washington , dc , & hellip ; ,","y lmlmwa , h kitagawa , n ohbo",evaluation of signature files as set access facilities in 00 dbs
34836,microsoft,wa redmond,98052 : microsoft research
34837,"pc magazine ,",b machrone,trust me ?
34838,"proc . 1980 international conference on very large data bases & hellip ; ,","s eggers , a shoshani",etticient access of compressed data
34839,,"j napier , g hughes , j may",implementing software on-line diagnostics in safety critical systems
34840,"phil . mag. ,","e orozco , j soullard , f agullo-lopez",hardening of eu-doped kbr single crystals .
34841,,"m arnold , m hind , bg ryder",online feedback-directed optimization of java
34842,"social studies and the young learner ,","dj mattioli , f drake",acting out history from the ice age to the modern age .
34843,"proceedings of the 25th international conference on very & hellip ; ,","m garofalakis , j gehrke , r rastogi","query and mining data streams : you only get one look , in â ?? vldbâ ?? 02"
34844,"history of programming languages ,","k nygaard , oj dahl",simula 67
34845,,"a di pasquale , l forlizzi , cs jensen , y",6 access methods and query processing techniques
34846,"information & software technology ,","ty chen , yt yu",on the maximin algorithms for test allocations in partition testing
34847,"inc. , san diego ,",h marschner,mineral nutrition of higher plants.-academic press
34848,"pc magazine ,",dr lambert,perfect networks : hub & adapter .
34849,"see ref ,","cc black , s williams",plants exhibiting characteristics common to crassulacean acid metabolism
34850,"new directions for higher education ,","gc godbey , b turlington",a collaborative approach to international programs
34851,,j han,knowledge discovery in databases : an attribute-oriented approach
34852,"proc . of acm siggraph 2000 ,","k mania , a chalmers , t troscianko , r hawkes",presence and task performance : a reality centred approach . technical sketch
34853,"proceedings of the international conference on very large & hellip ; ,","j wang , jr wen , f lochovsky , wy ma",instance-based schema matching for web databases by domain-specific query probing
34854,"at . energ ,","i zvara , yt chuburkov , r caletka , ts zvarova , mr",dubna report d2710 ( 1966 )
34855,,k mogg,et al. effects of stress and anxiety on the processing of threat stimuli
34856,"new directions for adult and continuing education ,",lc velazquez,voices from the fields : community-based migrant education
34857,"new directions for teaching and learning ,",o hicks,a conceptual framework for instructional consultation
34858,"bt technology journal ,","mw whybray , gd morrison , pj mulroy","video codingâ ?? techniques , standards and applications"
34859,"proc . 2nd acm sigactâ ?? sigmod symp . onprinciples of & hellip ; ,","c mohan , b lindsay",efficient commit protocols for the tree of processes model os distributed transactions
34860,"electronic letters ,","r ledee , m chive , m plancot",microstrip microslot antennas for biomedical applications : frequency analysis of different
34861,"bombay times , the times of india ,",g da cunha,salma banishes garbage
34862,"electronic markets ,","m gennady , b clifford",electronic currency for the internet
34863,proc . 29th int . symp . on multiple-valued,ev dubrova,evaluation of ã ? - valued fixed-polarity generalized reed-muller canonical forms
34864,"from animals to animats ,",sw wilson,explore/exploit strategies in autonomy
34865,"sigmod conference ,",i tatarinov,storing and querying ordered xml using a relational database system
34866,"technical university of liberec ,",b stå?ãå 3/4,"mechanics of textiles i , ii"
34867,"proceedings-ieee ,",tc shermer,recent results in art galleries
34868,"proc . acm sigmod int &#39; l conf . on management of data , atlantic","n beckermann , h kriegel , r schneider",the r * - tree : an efficient and robust access method for points and rectangles
34869,"acm trans . database systems ,","d bitten , h boral , d dewitt , wk wilkinson",parallel algorithms for execution of relations database operations
34870,"proceedings of the 25 th , annual meeting southeast region of & hellip ; ,","vr dondeti , bb mohanty",minimizing average flow time on a single machine with learning and fatigue factors
34871,"proceedings of the international conference on very large & hellip ; ,","s chakrabarti , m van den berg , b dom",distributed hypertext resource discovery through examples
34872,"proc . 25th ieee conf . dec. contr . ( athens , greece , dec. 1986 ) ,","gc verghese , m ilic-spong , jh lang",modeling and control challenges in power electronics
34873,proceedings of the 2 '' d workshop on magneto -,"v jivotov , b potapkin , v rusanov , a babaristkiy , s",plasma catalysis of hydrocarbon reactions in pulsed mw discharge
34874,"new directions for higher education ,",m bloom,patterns of faculty response to growing student diversity .
34875,,pn sheth,a digital computer based simulation procedure for multiple degree of freedom mechanical systems with
34876,"new directions for higher education ,",jf witte,wisconsin ideas : the continuing role of the university in the state and beyond
34877,proceedings of 25â ?? h conference on decision and,"dh owens , d lj","debeljkovid , â ?? on non liapunov stability of discrete descriptor systemsâ ??"
34878,,js yun,adaptive model following control of electrohydraulic velocity control systems subjected to unknown
34879,"journal of emergency medicine ,","lj ceha , c presperin , e young , m allswede , t",anticholinergic toxicity from nightshade berry poisoning responsive to physostigmine
34880,submitted for,"a keung , mg eller , ka mckenzie , sj weir",single and multiple dose pharmacokinetics of rifapentine and its active metabolite 25-desacetyl -
34881,"knowledge discovery and data mining ,","j han , j pei , b mortazavi-asl , q chen , u dayal , mc",freespan : frequent parrten-projected sequential pattern mining
34882,"procs . first int . conf . math . comp . sc. , mexico ,",mr milan-licea,g-presentaciones de los grupos de dick para el caso en que dos generadores tienen el mismo orden
34883,,"g korkmaz , e ekici",urban multi-hop broadcast protocol for inter-vehicle communication systems
34884,"computerworld ,",s collett,channel conflicts push levi to halt web sales
34885,"bt technology journal ,",gns inventors,recent bt patents
34886,technical university of madrid,e vã ¡ zquez,analysis and simulation of ip and mpls transport in the utran
34887,"proc . int . symp . chem . cem ,","le copeland , dl kantro",hydration of portland cement
34888,"new directions for higher education ,",r bornstein,assuming the bully pulpit
34889,proceedings of the acm sigmod,"f fabret , ha jacobsen , i ll","f. , pereira , j. , ross , ka , and shasha , d. 2001 . filtering algorithms and implementation for very"
34890,proc . int . conf . marine,"l chen , n ni , g cheng , f sun",ftt performance of a closed regenerated brayton cycle coupled to variable-temperature heat
34891,proc . 21st int . symposium on fault-tolerant,"p thevenod-fosse , h waeselynck",andy . crouzet . anexperimentalstudy on software structural testing : deterministic versus random input
34892,"cochrane database syst rev ,",z alfirevic,oral misoprostol for induction of labour
34893,"ieee computer ,","de lee breslau , k fall , s floyd , j heidemann , a",advances in network simulation
34894,,r zimmermann,continuous display using heterogeneous disk-subsystems
34895,"phil . mag ,","aj forty , p humble",the influence of surface tarnish on the stress-corrosion of-brass
34896,"proc . ã?rpc , acm-sigmod int &#39; l conf ,",e hanson,rule condition testing and execution in ariel
34897,"journal of personality and social psychology ,",rh stewart,effect of continuous responding on the order effect in personality impression formation
34898,"journal of personality and social psychology ,",bl duncan,differential social perception and attribution of intergroup violence : testing the lower limits of
34899,,h custer,"inside windows nt , p. 200"
34900,,"s gooden , fc doolittle , b glispie",matching applicants with services : initial assessments in the milwaukee county w-2 program
34901,submitted for,"rt laxmi , t seidenbecher , o stork , hc pape",synchronization of amygdalar and hippocampal theta oscillations during retrieval of pavlovian fear
34902,,"d darmstadt , w klas , w obermair",extending the object-oriented database management system vodak with active capabilities
34903,"vldb ,","rh wolniewicz , g graefe",algebraic optimization of computations over scientific databases
34904,"proceedings of recherche dâ ?? information assistee par & hellip ; ,","y tanaka , h torii",transmedia machine and its keyword search over image texts
34905,"dallas ,","szalay , pz kunszt , a thakar , j gray , drs designing",mining multi-terabyte astronomy archives : the sloan digital sky survey proc . of the conference on
34906,"proceedings of the 23rd annual conference of engineering & hellip ; ,","jn shirlaw , sr doran , b benjamin",a case study of two tunnels driven in the singapore â ?? boulder bedâ ?? and in grouted coral sands
34907,"cochrane database syst rev ,","f bunn , c lefebvre , a li wan po , l li , i roberts ,",human albumin solution for resuscitation and volume expansion in critically ill patients . the
34908,,"wn chin , f craciun , s qin , m rinard",region inference for an object-oriented language
34909,"journal of comparative physiology a : sensory , neural , and & hellip ; ,",fw turek,circadian rhythmicity and the initiation of gonadal growth in sparrows
34910,,u westphal,steroid-protein interactions
34911,,si seneviratne,terrestrial water storage : a critical variable for mid-latitude climate and climate change
34912,proceedings of the acm sigmod,t ten team,mid-tier caching : the timesten approach
34913,"vldb ,","u nink , t haerder , n ritter",generating call-level interfaces for advanced database application programming
34914,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","k rakennus , k tappura , t hakkarainen , m pessa , h",interface effects on electrical properties of high purity inp grown by gas-source molecular beam
34915,"proceedings of the eighth acm sigact-sigmod-sigart symposium & hellip ; ,","s cohen , o wolfson",why a single parallelization strategy is not enough in knowledge bases
34916,"cochrane database syst rev ,","fj sanchez-manuel , jl seco-gil",antibiotic prophylaxis for hernia repair
34917,"proceedings of the 23rd annual conf . of associated schools & hellip ; ,",hd robertson,developing ethics education in construction education programs
34918,"new york : vintage ,",m foucault,"the history of sexuality , volume 1"
34919,proceedings of the 23rd international conference of the,v debellis,"a & goldin , ga ( 1999 ) . aspects of affect : mathematical intimacy , mathematical integrity"
34920,,"d konopnicki , o shmueli",w3qs : a query system for the world-wide web
34921,"technical report rj10026 , ibm almaden research center , san jose ,","ss sag961 , r agrawal , a gupta",on computing the data cube
34922,"proc acm cscw 2000 ,",mc smith,"jj. , burkhalter , b. conversation trees and threaded chats"
34923,,g showerman,the great mother of the gods
34924,"md ,",bc arnold,pareto distribution . fairland
34925,"new directions for program evaluation ,",dm mertens,identifying and respecting differences among participants in evaluation studies
34926,"submitted for publication ,","p merz , k katayama",a hybrid evolutionary local search approach for the unconstrained binary quadratic programming
34927,"acm transactions on database systems ,","ht kung , q lehman",concurrent maintenance of binary search trees
34928,proceedings of the sixteenth acm sigact-sigmod-sigart,d agrawal,"a. abbadi , and r. steinke . epidemic algorithms in replicated databases"
34929,,"sd bay , m schwabacher",near linear time detection of distance-based outliers and applications to security
34930,,"e lusk , r overbeek",9th international conference on automated deduction
34931,"machine learning ,","t onoda , g ratsch , kr muller",soft margins for adaboost
34932,"acm transactions on database systems ,","ao mendelzon , pt wood",functional dependencies in horn clause queries
34933,"& hellip ; master &#39; s thesis , sndt women &#39; s university , bombay , india ,",i saiborne,perception towards the changing roles of the khasi males in the matrilineal families of meghalaya
34934,"acm transactions on database systems ,",ka ross,tail recursion elimination in deductive databases
34935,"lecture notes in computer science ,","w aiello , s bhatt , r ostrovsky , s rajagopalan",fast verification of any remote procedure call : short witness-indistinguishable one-round proofs for
34936,"information & software technology ,","ht el-khatib , mh williams , lm mackinnon , dh",a framework and test-suite for assessing approaches to resolving heterogeneity in distributed
34937,,"o younis , s fahmy","distributed clustering for scalable , long-lived sensor networks"
34938,"phil . mag ,","pr goggin , wn reynolds",the annealing of thermal conductivity changes in electron-irradiated graphite
34939,"computer networks ,","v ghini , g pau , m roccetti , p salomoni , m gerla",for here or to go ? downloading music on the move with an ultra reliable wireless internet
34940,"proceedings of the 1983 acm sigmod international conference & hellip ; ,","ad ` atri , m moscarini , n spyratos",answering queries in relational databases
34941,"acm sigmod record ,",jm hellerstein,toward network data indepence
34942,,j felsenstein,"phylip ( phylogeny inference package ) computer program , version 3.5 c"
34943,"proceedings of the 1993 acm sigmod international conference & hellip ; ,","a luniewski , p schwarz , k shoens , j stamos , j",information organization using rufus
34944,"acc . chem . res ,",k burgess,solid-phase syntheses of-turn analogues to mimic or disrupt protein-protein interactions
34945,"seattle , washington ,","l rodolfo , p anthony , p davidâ ? ¦",design and ltcc integrated tri-band direct conversion receiver frontend module [ a ] . 2002 ieee mtt-s
34946,,ar ramos,the social system of the sanuma of northern brazil
34947,"md ,",dk harman,"the second text retrieval conference ( trec-2 ) , gaithersburg"
34948,"proceedings 25 theuropean transport forum ,","p riera , r penin",air quality valuation using contingent ranking
34949,"sigmod record ,","mm breunig , hp kriegel , j sander",data bubbles : quality preserving performance boosting for hierarchical clustering
34950,,"m knill , t grossman , d wolpert",off-training-set error for the gibbs and the bayes optimal generalizers
34951,"proceedings of the second acm international conference on & hellip ; ,","h chen , br schatz , al houston , rr sewell , td ng , c",internet browsing and searching ( poster ) : user evaluations of category map and concept space
34952,,"f sadat , m yoshikawa , s uemura",enhancing cross-language information retrieval by an automatic acquisition of bilingual terminology
34953,,jl potter,associative computing : a programming paradigm for massively parallel computers
34954,"computer networks ,","j rennie , ak mccallum",using reinforcement leaming to spider the web efficiendy [ j ]
34955,"new directions for program evaluation ,",er house,principled evaluation : a critique of the aea guiding principles
34956,"proc . of sigmod ,",c faloutsos,"k.-i . ( david ) lin , fastmap : a fast alogorithm for indexing , data-mining and visualization of"
34957,"acm sigmod record ,",mh scholl,"transactional information systems : theory , algorithms , and the practice of concurrency control and"
34958,"proceedings of the second acm international conference on & hellip ; ,",rb salinger,r. bruce salinger
34959,"transplantation proceedings ,","ac foradori , l martinez , a vacarezza , l elberg",pharmacokinetics of a new galenical formulation of oral cyclosporine a in stable kidney transplanted
34960,"new directions for program evaluation ,",td cook,a quasi-sampling theory of the generalization of causal relationships
34961,"centre for intelligent information processing systems ,",j morris,data structures and algorithmsâ ?? hash tables
34962,"national on-site demonstration project . august ,",rp rose,on-site waste management in new mexico : a case study of pena blanca water and sanitation district .
34963,"application development trends ,",l gates,e-business demands integration of systems management tools it needs to integrate multivendor tools
34964,"ieee computer ,","pa scheffer , ahs iii , we rzepka",a case study of srem .
34965,"demonstration map . london ,",p limited,gaucheâ ?? computerising the lgje scheme
34966,,"a yu , rb lee , mj flynn",performance enhancement of h. 263 encoder based on zero coefficient prediction
34967,"ph. d. thesis california univ. , santa barbara. ,",nb tse,digital reconstruction of acoustic holograms
34968,"mit/lcs/tm -486 , laboratory for computer science , massachusetts","na lynch , fw vaandrager","forward and backward simulations { part i : untimed systems . report cs-r9313 , cwi , amsterdam , march"
34969,"proceedings of gulp93 , d. saccaâ ?? , ed ,","f bruscoli , f levi , g levi , mc meo",intensional negation in constraint logic programming
34970,& hellip ; contractorsâ ?? meeting of the ec photovoltaic demonstration,"j schmid , h schmidt",inverters for photovoltaic systems
34971,,", gw neufeld , nc hutchinson",an evaluation of vbr disk admission algorithms for continuous media file servers
34972,,"ma cusumano , rw selby",microsoft secrets harpercollins
34973,,pa nelson,a comparison of pascal intermediate languages
34974,,"rm guzman , cd kolstad",bidding behavior under costly information acquisition : an experimental study
34975,"acm sigmod record ,","j clifford , r king",source acm sigmod record archive
34976,"san diego , california ,",j kingdon,the kingdon field guide to african mammals : academic press
34977,"proc . sigmod int . conf . of management of data , s ,","gk gibson , r paterson",d. a case study for redundant arrays of inexpensive disks ( raid )
34978,"acm transactions on internet technology ,","x fang , orliu sheng",linkselector : a web mining approach to hyperlink selection for web portals
34979,"ieee , proceedings ,","ln kanal , ark sastry",models for channels with memory and their applications to error control
34980,"lecture notes in computer science ,","acj fox , na harman",an algebraic model of correctness for superscalar microprocessors
34981,,ph stone,numerical study of the atmospheric circulation of venus
34982,"procs aacr ,","s watson , p clarke , a varroâ ? ¦",expression of gastrin/cckb receptor isoforms in gastrointestinal tumour cells : relationship to
34983,"proceedings spie ,","jpf fortuin , u langematz",an update on the global ozone climatology and on concurrent ozone and temperature trends
34984,"acm transactions on database systems ,","c bettini , a brodsky , s jajodia , xs wang",logical design for temporal databases with multiple granularities
34985,,h maass,siegel 's modular forms and dirichlet series
34986,,j forster,artificial intelligence and design methodologies in mechanical engineering '
34987,,e america,asia
34988,"proceedings of the acm sigmod conference on management of & hellip ; ,","mj franklin , tj bjorn","onsson , and donald kossmann . performance tradeoffs for client-serverquery processing"
34989,"proceedings of the acm sigmod conference on management of & hellip ; ,","s guha , r rastogi , kc shim",an efficient clustering algorithm for large databases
34990,,"f qian , l hendren","an adaptive , region-based allocator for java"
34991,,"vv anh , nn leonenko , lm sakhno",minimum contrast estimation of random processes and fields based on information of the second and
34992,,"r tepfers , pã ? olsson",ring test for evaluation of bond properties of reinforcing bars
34993,"computerworld ,",t hoffman,sec ponders new y2k readiness rules
34994,"new york ,",g myrdal,rich lands and poor
34995,"social studies and the young learner ,",g alterâ ? ¦,touching magic with jane yolen . perspectives .
34996,"vldb ,",m morgenstern,constraint equations : declarative expression of constraints with automatic enforcement
34997,,"mca klein , d fensel",ontology versioning on the semantic web
34998,,"h marmolin , y sundblad , k tollmar , a avatare , h",the knowledgenet with the collaborative desktop interface
34999,"proceedings of the 20th ieee/acm international conference on & hellip ; ,","p inverardi , l mostarda , m tivoli , m autili",synthesis of correct and distributed adaptors for component-based systems : an automatic approach
35000,"acm trans . on database systems ,",h hinterberger,"sevcik . the grid le , an adaptable , symetric multikey le structure"
35001,"vldb ,","f golshani , tse maibaum , mr sadler",a modal system of algebras for database specification and query/update language support
35002,submitted for,"f zheng , s fung , f chin , c poon , y xu",improved on-line broadcast scheduling with deadlines
35003,"bt technology journal ,",m carr,"director , research and venturing , bt exact"
35004,"proc . 29th annual conference of the american association for & hellip ; ,","jr stewart , ea rodgman",comparisons of ncap test results with driver injury rates in highway crashes
35005,"internal report vaw , eth , zurich , switzerland , 30",h lang,"and m. schã ¶ nbã $ chler , 1967 : heat balance studies and runoff at the aletschgletscher 1965"
35006,"the vldb journal ,","s papadimitriou , a brockwell , c faloutsos","adaptive , unsupervised stream mining"
35007,proceedings of acm,"a akella , s seshan , r karp","ss , and c. papadimitriou . selfish behavior and stability of the internet : a gametheoretic analysis"
35008,,b boehm,making rad work for your project
35009,"proceedings of the i mech e part d journal of automobile & hellip ; ,","vh saran , vk goel",rolling dynamic stiffness and damping characteristics of small-sized pneumatic tyres
35010,see,n webster,american dictionary of the english language ( 1828 )
35011,"journal of emergency nursing ,",e blunt,role and productivity of nurse practitioners in one urban emergency department
35012,,rh guting,an introduction to spatial database systems . special issue on spatial database systems of the vldb
