scholar_id,conf_abbrev,subject_title,author_group,pub_date
35181,"journal of emergency medicine ,",rupert waterhouse and carl friderichsen : adrenal apoplexy,"j varon , k chen , gl sternbach",1998.0
35182,,the evolution of cooperation . 1985 : basic books,r axelrod,
35183,"proc . spie ,",rigorous diffraction analysis for future mask technology,"a erdmann , c friedrich",2000.0
35184,"& hellip ; symposium , 25 th , anaheim , calif , proceedings . part 2 ,",design and simulation of a helicopter target hand-off computer,js boland,1979.0
35185,,"quadratic programming and max cut to solve matching , segmentation and other markov random fields",phs torr,
35186,"lecture notes in computer science ,",sesame : a generic architecture for storing and querying rdf and rdf schema,"j broekstra , a kampman , f van harmelen",2002.0
35187,,a user-friendly integrated software environment for heart rate variability analysis of sleep,"h nazeran , v magdum , b vikram , p nava , e",
35188,"unpublished manuscript ,",a theory of random consumer demand,wj mccausland,2001.0
35189,,error diffusion on an adaptive raster,"t zeggel , o bryngdahl",
35190,"first international ecpd conferenceâ ?? â ?? , athens , greece , & hellip ; ,",â ?? a new method for modelling the dynamic robot-environment interaction based on the generalization,"jk tar , om kaynak , jf bitã ³ , ij rudas , d mester",
35191,"annals-new york academy of sciences ,",socioeconomic status and health : what we know and what we do n't,"ne adler , jm ostrove",1999.0
35192,"journal of emergency medicine ,",back pain in a pregnant patient,"mj risken , es nadel , df brown",2001.0
35193,"information sciences , i ,",on the choice of sampling rates in parametric identification of time series,kj astrom,
35194,"alaska fisheries science center , seattle ,",national marine fisheries service,m wilkins,
35195,"proceedings of the 1996 acm sigmetrics international & hellip ; ,",an analytic model of hierarchical mass storage systems with network-attached storage devices,"da menascã © , oi pentakalos , y yesha",1996.0
35196,"information and software technology ,",modelling software reliability prediction with optimal estimation techniques,"d christodoulakis , g panziou",1990.0
35197,"adolescence-san diego - ,",adolescent depression and risk factors,"t field , m diego , c sanders",2001.0
35198,"economic geography ,",modernization from below : an alternative indigenous development ?,a bebbington,1993.0
35199,"lecture notes in computer science ,",double-latch clocking scheme for low-power ip cores,"c arm , jm masgonty , c piguet",2000.0
35200,,transformations in bilingual classrooms : understanding opportunity to learn within the change,mie frai nquiz,1995.0
35201,"proceedings of acm conference ,",a method of programming measurement and estimation,m halstead,
35202,,the truncated newton method search direction : indefinite preconditioner and chemistry applications,"d xie , t schlick",1996.0
35203,"applied mathematics and computer science ,",a method of constructing quasigroup-based stream-ciphers,c koscielny,1996.0
35204,"acm sigplan notices ,",arrays and pointers considered harmful,dc ince,1992.0
35205,"proc int cong nephrol ,",renal abnormalities that do and do not cause hypertension,tg coleman,
35206,"submitted for publication ,",efficient path conditions in dependence graphs for software safety analysis,"g snelting , t robschink , j krinke",2003.0
35207,"proceedings of acm sigcomm ,",border gateway multicast protocol ( bgmp ),"d thaler , d estrin , d meyerâ ? ¦",
35208,"acm sigmod record ,",formerly known as sql3,"a eisenberg , sql jim melton",
35209,,approximately 20 of women do not use contraception because they do not know how to use the,i guatemala,
35210,proceedings of acm,famous chi educators tell all ( panel ),"m williams , a sears , a dix , t hewett , m mantei , j",
35211,proc . 21st int . worksh . graph-theoretic concepts in computer,x. he . nc algorithms for partitioning planar graphs into induced forests and approximating np-hard,zz chen,
35212,"adolescence-san diego - ,",an effective approach to violence prevention : traditional martial arts in middle school,"g zivin , nr hassan , gf depaula , da monti , c harlan",2001.0
35213,"technical report in prep. , massachusetts institute of technology",investigating position-specific tuning for boundary conformation in v4 with the standard model of,"c cadieu , m kouh , t poggio",
35214,"bt technology journal ,",source bt technology journal archive,"j legh-smith , d griffiths , j davies",2005.0
35215,"proceedings of the 14th acm international conference on & hellip ; ,",incremental stock time series data delivery and visualization,"t fu , f chung , p tang , r luk , c ng",2005.0
35216,"stanford university , technical report no .","l. and johnstone , i. ( 1985 ) . projection-based smoothing , and a duality with . kernel methods .",d donoho,
35217,"acm sigplan notices ,",a note on the detection of an ada compiler bug while debugging an anna program,s sankar,1989.0
35218,"proc . 26th int . cosmic ray conf ,",sep event distribution function as inferred from spaceborne measurements and lunar isotropic data,ra nymmik,
35219,acm sigmod,1988 . the hipac project : combining active databases and timing constraints,u dayalâ ? ¦,
35220,"journal of emergency nursing ,",caring for the islamic patient,"d sutherland , bj morris",1995.0
35221,,loading data into description reasoners,"a borgida , rj brachman",
35222,,markov chain models of genetic algorithms,"ah wright , y zhao",
35223,"lecture notes in computer science ,",model checking lossy vector addition systems,"a bouajjani , r mayr",1999.0
35224,"phil . mag ,","reference 1 , p. 74",d shoenberg,
35225,"md ,",knowledge visualization from conceptual structures,"wr cyre , s balachandar , a thakar",1994.0
35226,"proceedings of a cm sigmod conference ,",a generalized model for a ternporal relational database,"s gadia , c yeung",
35227,,lightweight confinement for featherweight java,"t zhao , j palsberg",
35228,,semantic and behavioral library transformations,"s schupp , d gregor , dr musser , sm liu",
35229,,schur complements and their properties,"m redivo , p zaglia",
35230,"sigmod record ,",online query processing : a tutorial,"pj haas , jm hellerstein",2001.0
35231,"lecture notes in computer science ,",life-cycle inheritance : a petri-net-based approach,"wmp van der aalst , t basten",1997.0
35232,"sigmod conference ,",stream processing of xpath queries with predicates,"ak gupta , d suciu",2003.0
35233,"the vldb journal ,",bernstein p aa survey of approaches to automatic schema matching [ j ],e rahm,
35234,"sigmod conference ,",mind your vocabulary : query mapping across heterogeneous information sources,"cck chang , h garcia-molina",1999.0
35235,"vldb ,",strategies for handling transactions in distributed data base systems during recovery,b walter,1980.0
35236,,metadata in video databases,a hampapur,
35237,"18 thannual aivc conference , athens ,",system safety analysis on the performance of mechanical ventilation systems-the quantitative,"j kronvall , s ruud",
35238,"i > proc . 29th ann . int &#39; l symp . microarchitecture , < / i ,",trace cache : a low latency approach to high bandwidth instruction fetching,"ers bennett , j smith",
35239,proceedings 7th international conference on very large data,a history of system r and sql ) data system,"d chamberlain , a gilbert , r yost",
35240,"lecture notes in computer science ,",a compact rijndael hardware architecture with s-box optimization,"a satoh , s morioka , k takano , s munetoh",2002.0
35241,,"groã?er lernwortschatz , hueber , ismaning , 2000",a gellert,
35242,"new directions for program evaluation ,",lessons about clients ' expectations,"la braskamp , dc brandenburg , jc ory",1987.0
35243,"acc . chem . res ,",tailoring porphyrins and chlorins for self-assembly in biomimetic artificial antenna systems .,ts balaban,2005.0
35244,,"economic influences upon educational progress in the united states , 1820-1850 .",ft carlton,1908.0
35245,submitted for,"consumer demand for cesarean section deliveries in brazil : informed decision-making , patient choice","dp bã © hague , cg victora , fc barros",
35246,,data mining library reuse patterns using generalized association rules,a michail,
35247,,"the role of parents , educators , and counselors in supporting bereaved preschoolers and elementary",b schoepke,2003.0
35248,"computerworld ,",getting toâ ?? ahaâ ??!,s watson,
35249,"new directions for teaching and learning ,",racial identity development : understanding racial dynamics in college classrooms and on campus,"r hardiman , bw jackson",1993.0
35250,"proceedings of the 1989 acm sigmod international conference & hellip ; ,","f-logic : a higher-order language for reasoning about objects , inheritance , and scheme","m kifer , g lausen",1989.0
35251,proceedings of the 21st international conference on very,shamkantnavathe . an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski",
35252,"acc . chem . res ,","chem . 1996 , 271 , 18295â ± 18298 ; b ) pt lansbury , jr","dj selkoe , j biol",
35253,"11th international conference on very large data bases . & hellip ; ,",deduction and integrity checking,k yazdanian,
35254,"ieee computer ,",trends in embedded-microprocessor design,m schlett,1998.0
35255,"journal of emergency nursing ,",usefulness of the modified 0-10 borg scale in assessing the degree of dyspnea in patients with copd,"kr kendrick , sc baxi , rm smith",2000.0
35256,,polar molecules,pjw debye,1945.0
35257,"pc magazine ,",pushing the limits,a poor,
35258,"new directions for program evaluation ,",the office of management and budget : a continuing search for useful information,cg wye,1992.0
35259,,an entity-based database user interface,rgg cattell,
35260,"acc . chem . res ,","adv. electron transfer chem . 2 , 1 ( 1992 ) ; uc yoon and ps mariano",nj bauld,
35261,,"de invloed van wet-en regelgeving in de zorgsector op de arbeidsmarkt , oktober 1997 , æ ? 30 , --",flj tjadens,
35262,"university of california , santa barbara . retrieved november ,",controlling an underwater rov with a robust linear control system,r skjetne,
35263,"proceedings of the deuxiã ¨ me congrã ¨ s international d &#39; & hellip ; ,",an integrated nitrifying-denitrifying biological system capable of purifying sea water in a closed,j jaubert,
35264,"acm trans . on database systems ,",reasoning with temporall authorizations and periodicity constraints in database access control,"e bertino , c bettini , e ferrari , p samarati",
35265,"ieee transactions on knowledge and data engineering ( & hellip ; ,",â ?? a case of applying boosting naive bayes to insurance claim fraud diagnosis,"s viaene , ra derrig , g dedene",
35266,,expert network : effective and efficient learning from human decisions in text categorization and,y yang,1994.0
35267,"social studies and the young learner ,",my family 's story : discovering history at home,s schwartz,2000.0
35268,"computer networks ,",analyzing the performance of deferred reservations,"s norden , s norden",2005.0
35269,"proceedings of the 12th annual acm international conference & hellip ; ,",inter-stream synchronization between haptic media and voice in collaborative virtual environments,"y ishibashi , t kanbara , s tasaka",2004.0
35270,"international journal of educational research ,",the persuasiveness of persuasive discourse,"pa alexander , mm buehl , ct sperl",2001.0
35271,,"advances in quantum many-body theory vol 4 , ed rf bishop , ka gernoth and nr walet","s fantoni , a sarsa , ke schmidt",2001.0
35272,,algebraic aspects of cryptography,n koblitz,1998.0
35273,,applications of approximation algorithms to cooperative games,"k jain , vv vazirani",
35274,"proc . acm international conference on management of data ( & hellip ; ,",a cost-based model and effective heuristic for repairing constraints by value modification,"p bohannon , r rastogi",2005.0
35275,"www9 / computer networks ,",concepts for improved visualization of web link attributes,"h weinreich , w lamersdorf",2000.0
35276,"bt technology journal ,",terms of usage privacy policy code of ethics contact us,s stockman,2005.0
35277,,"arthur g hubbs < hubbsgen @ aol . com > , ''",a hubbs,2002.0
35278,"new directions for adult and continuing education ,",context : implications for learning in professional practice,bj daley,2002.0
35279,"seattle , washington . prepared for chelan pud , september ,","llc ( anchor ) . 2000 . 1999 water quality monitoring report-final , lake chelan hydroelectric project no",a environmental,
35280,"journal of personality and social psychology ,",the influence of positive affect on the unusualness of word associations,"am isen , mms johnson , e mertz , gf robinson",1985.0
35281,"political geography ,",exploring the links between political structure and metropolitan growth,ka foster,1993.0
35282,"proc . acm computer science conf. , february ,",a simple computer model for teaching introductory computing,"rw sebesta , jm kraushaar",
35283,,island conservation action in northwest mexico,"cj donlan , br tershy , bs keitt , b wood , ja sanchez",
35284,"san diego , ca ,",digital picture processing : academic press,"a rosenfeld , ac kak",
35285,microsoft technical,ã cents â ? ¬ â ? robust mesh watermarkingã cents â ? ¬ â ?,"e praun , h hoppe , a finkelstein",
35286,,"ca , 1995",mh glencoe,
35287,"electronic design ,",designing real-time systems with the unified modeling language,bp douglass,
35288,"new directions for teaching and learning ,",teaching with cases : learning to question,"j boehrer , m linsky",1990.0
35289,"computerworld ,",special delivery,j panepinto,
35290,"skarnsâ ?? their genesis and metallogeny : athens . greece , & hellip ; ,",petrochemistry and fluid-inclusion study of skarns from the northern battle mountain mining district,"tg theodore , jm hammarstrom",
35291,"bt technology journal ,",experience in applying or techniques to the solution of practical resource management problems,j simpson,1995.0
35292,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",foundations of probabilistic answers to queries,"d suciu , n dalvi",2005.0
35293,procs . of the conf . for lean weight,"g 1995 : â ?? the aluminum audi a8 , â ??",a from behrens,
35294,"vldb ,",bulk-loading techniques for object databases and an application to relational data,"s amer-yahia , s cluet , c delobel",1998.0
35295,"proceedings of acm chi extended abstracts ,",two-handed interaction on a tablet display,kp yee,2004.0
35296,"unpublished manuscript ,","mothers and fathersâ ?? attitudes , maternal employment , and the security of infant-parent attachment","mt owen , pl chase-lansdale , me lamb",
35297,"see tulving ,",self-regulation and autonoetic consciousness,b levine,
35298,,handbook of mathematical functions,"m abramowitz , ia stegun",
35299,"proceedings of the 2 ndjournã © es d &#39; etudes linguistiques , & hellip ; ,",syllable boundary placement in french ; man and machine ; a comparison,"j goslin , a content , jp goldman , uh frauenfelder",
35300,"department of mathematics and computer science , aalborg & hellip ; ,",timedb software,m bã ¶ hlen,
35301,"proc . 29th midwest symp . on cas , lincoln , ne ,",efficient state charge variable analyses of group delay and sensitivity for switched capacitor,"k suyama , sc fang",
35302,"ieee transactions on knowledge and data engineering ,",cluster analysis for gene expression data : a survey,j daxin,
35303,"sigmod record ,",xml and electronic commerce : enabling the network economy,"b meltzer , r glushko",1998.0
35304,,scanning microsc,fj giessibl,1999.0
35305,,encryptlon-based protection protocols for interactive user-computer communication lcs-tr-162,s kent,1976.0
35306,submitted to,"reactiveml , a reactive extension to ml","l mandel , m pouzet",
35307,,computing with p systems,"sn krishna , r rama",2000.0
35308,,life on the stage .,c morris,
35309,"electronic horizon ,",adaptive transform coding of image,j mihalã?k,
35310,"management science ,",new product innovation with multiple features and technology constraints,"kap gjerde , sa slotnick , mj sobel",2002.0
35311,"proc . acm sigmod ,",dynamic multidimensional histograms,"n koudas , s guha , p indyk , n thaper",
35312,"journal of the acm ( jacm ) ,",nonclausal deduction in first-order temporal logic,"m abadi , z manna",1990.0
35313,"zurich , switzerland ,",presentation to cies at fifa headquarters,j blatter,
35314,"contributions to atmospheric physics ,",improvements in radiosonde humidity profiles using rs80/rs90 radiosondes of vaisala,"u leiterer , h dier , t naebert",1997.0
35315,ibm almaden research,the clio project : managing heterogeneity u. of toronto,"rj miller , ma hernandez , lm hass , l yan , cth ho , r",
35316,"lecture notes in computer science ,",internal models and anticipations in adaptive learning systems,"mv butz , o sigaud , p gerard",2003.0
35317,"journal of emergency medicine ,",waiting for godot : use of chemical markers in the emergency department evaluation of chest pain,"cp cannon , rm walls",1995.0
35318,,russ blake,nt optimizing windows,1993.0
35319,proc . int . conf . power syst .,calculation of lightning overvoltages using emtp,t henriksen,
35320,,1472 . theoricae novae planetarum . nuremberg : regiomontanus . reprinted in schmeidler 1972,g peurbach,
35321,proc . of acm,"ã cents â ? ¬ å?a simple model and its empirical validation , ã cents â ? ¬ â ?","j padhye , v firoiu , d towsley , j kurose",
35322,"submitted for publication ,",dendritic cells capture tumor cell bodies and process/present their antigens to elicit primary,"m nouri-shirazi , d bell , s burkeholder , e kraus , j",
35323,"proceedings of the 23rd international colloquium on automata & hellip ; ,","practical approximation schemes for maximum induced-subgraph problems on k _ { 3 , 3 } - free or k_5-free",zz chen,1996.0
35324,"cochrane database syst rev ,",laparoscopic â ?? drillingâ ?? by diathermy or laser for ovulation induction in anovulatory polycystic,"c farquhar , p vandekerckhove , r lilford",2001.0
35325,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",gluon overlap factors extracted from monte carlo lattice calculations ( abstract only ),"am green , o morimatsu , j paton",1991.0
35326,"the histochemical journal ,",use of commercially available monoclonal antibodies for immunoenzyme double staining,"cm van der loos , jj van den oord , pk das , hj",1988.0
35327,"proc . acm mobicom , dallas , texas , usa ,",power-aware routing in mobile in mobile ad hoc networks,"s singh , m woo , cs raghavendra",
35328,"proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",embedded join dependencies as a tool for decomposing full join dependencies,m gyssens,1985.0
35329,,blind restoration and superresolution using generalized cross-validation with gauss quadrature rules,"n nguyen , p milanfar , g golub",
35330,,rdb/vms support for multi-media databases,tk rengarajan,
35331,proc . acm java grande,a bridge between commodity distributed computing and high-performance grids,g laszewskiâ ? ¦,
35332,"proceedings of the sixth acm international conference on & hellip ; ,","tracking , modelling and animation in human motion analysis , diagnosis and synthesis",sj dorgan,1998.0
35333,,developing xml solutions,j sturm,2000.0
35334,"proc . of esc xxiv general assembly , athens , greece ,",simulation of strong ground motion of the 14 july 1993 patras earthquake and its contribution in the,"d diagourtas , kc makropoulos , c wajeman , d",
35335,"phil . mag ,","j. appk cryst . 6 , 165-190 . cockayne , djh , parsons , jr & hoelke , cw ( 1971 )","jg allpress , jv sanders",
35336,"proceedings of the first workshop on network and system & hellip ; ,",mercury : a scalable publish-subscribe system for internet games,"ar bharambe , s rao , s seshan",2002.0
35337,"sigmod conference ,",databases and visualization,da keim,1996.0
35338,"new directions for higher education ,","missions of higher education doctoral programs : corollaries , constraints , and cultures .",tm davis,1991.0
35339,,optimization algorithms for simultaneous multidimensional queries in olap environments,"p kalnis , d papadias",
35340,,srilm-an extensible language modeling toolkit,a stolcke,
35341,proc . of acm,ã cents â ? ¬ å?summary cache : a scalable wide-area web cache sharing protocolã cents â ? ¬ â ?,"l fan , p cao , j almeida , az broden",
35342,"proc . int . ornithol . cong ,",predationâ ?? s role in the cyclic fluctuations of ruffed grouse,"lb keith , dh rusch",
35343,"new directions for teaching and learning ,",the future is now : a call for action and list of resources .,"llb border , nvn chism",1992.0
35344,"lecture notes in computer science ,",multiagent system engineering : the coordination viewpoint,"p ciancarini , a omicini , f zambonelli",2000.0
35345,proceedings of acm sigir,"comparing feature selection criteria for term clustering applications . toronto , july 28-31 , ( 2003 ) .","m efron , j zhang , g marchionini",
35346,,personal influence-the part played by people in the flow of mass communication .,"e katz , p lazarsfeld",
35347,"d. balageas , g. busse , gm carlomagno ( ã © d. ) , proceedings of",spatial resolution enhancement of an ir system by image restoration techniques,"d bougeard , jp vermeulen , b baudoin",
35348,,"i read the news today , oh boy : reading and attention in digital libraries",dm levy,
35349,"& hellip ; . santa barbara , ca : university of california , santa barbara ,",stuttering treatment rating recorder,"sc fowler , rj ingham",
35350,"isbn ,",bicycle crashes in new zealand **,k wood,
35351,,an adaptive data replication algorithm in : acm transaction on database systems,"o wolfson , s jajodia , y huag",1997.0
35352,"acm sigplan notices ,",a critique of abelson and sussman or why calculating is better than scheming,p wadler,1987.0
35353,"at . spectrosc. ,",metals determination in atmospheric particulates by atomic absorption spectrometry with slurry,"a fernandez , r fernandez , n carrion , d loreto , z",1991.0
35354,,the syndication of venture capital investments,j lerner,
35355,,dynamic power optimization of interactive systems,"l zhong , nk jha",
35356,"proc . spie ,",initial performance of the aspect system on the chandra observatory,"tl aldcroft , m karovska , ml cresitello-dittmar , ra",
35357,acc . chem .,"taylor , g. ( 1983 )","fh allen , o kennard",
35358,,applying '' design by contract '',b meyer,
35359,"new directions for adult and continuing education ,","narrowing the digital divide in low-income , urban communities","dt norris , s conceicao",2004.0
35360,"geography ,",geographical features of the karakorum . ital exp karakorum hindu kush i,a desio,
35361,"transplantation proceedings ,",immunosuppressive agents : recent developments in molecular action and clinical application,"da gerber , ca bonham , aw thomson",1998.0
35362,"technical university , munich ,",institute of hydrochemistry,mg weller,
35363,,the productivity of health care and pharmaceuticals : an international comparison,econ.ucsb.edu,
35364,proceedings of,thomas ii and el wimmers : â ?? the garlic projectâ ??,j schwarz,
35365,"visual proc . of acm siggraph ,",tighter bounding volumes for better occlusion performance,"d bartz , j klosowski , d staneker",
35366,"procs . second scandinavian logic symposium , north-holland ,",predicate-functor logic,wv quine,
35367,,the information content of dividend initiations : additional evidence,"ea dyl , ra weigand",
35368,"the histochemical journal ,",elutriation of human keratinocytes and melanocytes fromin vitro cultured epithelium,"fd ` anna , m de luca , r cancedda , a zicca , at franzi",1988.0
35369,,quicksilver : a quasi-static compiler for java,"m serrano , r bordawekar , s midkiff , m gupta",
35370,"acm transaction on database systems ,",modeling concepts for vlsi objects,"ds batory , w kim",
35371,"acm sigmod webdb workshop &#39; 02 ,",data management for peer-to-peer computing : a vision,"a kementsietsidis , j mylopoulos , l serafini , i",
35372,"proceedings of acm sigcomm ,",fast scalable level four switching,"v srinivisan , g vargheseâ ? ¦",
35373,,complex analytic geometry,g fischer,1976.0
35374,"part i. catalogue ,",apparent per capita food consumption in canada,s canada,
35375,,estimating disturbance covariances from data for improved control performance,bj odelson,2003.0
35376,"msc thesis , department of computer science , university of",an investigation of acoustic enhancing features for use in audio tools,h sharifi,
35377,,information quality supported by meta model,"t welzer , i rozman",
35378,"social studies and the young learner ,",'' festivals of light : '' a multicultural celebration in brooklyn,"jy singer , a singer",1997.0
35379,"proc . acm-sigmod , pp ,",flexible bugler allocation based â ?? on marginal gains,"r ng , c faloutsos , t sellis",
35380,"cochrane database syst rev ,",rivastigmine for alzheimerâ ?? s disease,"j birks , j grimley evans , v iakovidou , m tsolaki",2000.0
35381,,semantic mining and analysis of gene expression data,"x xu , g cong , bc ooi , kl tan , akh tung",
35382,,plans and the structure of behavior,"ga miller , e galanter , kh pribram",1960.0
35383,,assessing hydrothermal system dynamics and character by coupling hyperspectral imaging with,ba martini,
35384,"procs . tenth compsac ,","how to measure size , and how not to",av levitin,
35385,"phil . mag ,",demagnetization of igneous rocks by alternating magnetic fields ',"e irving , pm stott , ma ward",
35386,"proceedings of the international conference on very large & hellip ; ,",towards an internet-scale xml dissemination service,"y diao , s rizvi , mj franklin",2004.0
35387,"sigmod record ,",dynamic service matchmaking among agents in open information environments .,acms anthology,1999.0
35388,"sigmod conference ,",a framework for supporting data integration using the materialized and virtual approaches,"r hull , g zhou",1996.0
35389,"electronic learning ,",computer coordinator survey,a barbour,1986.0
35390,"technical university of denmark ,",an introduction to room acoustics,jh rindel,
35391,"cochrane database syst rev ,",sedatives for opiate withdrawal in newborn infants,"da osborn , he jeffery , mj cole",2002.0
35392,,"farnam , nebraska cemetery , ( http://www . wjh . us/cemetery/index . htm ) , ''",w hoppe,
35393,,"history of the development of a successful treatment for cancer and other virus , bacteria and fungi",rr rife,
35394,"association of american geographers conference , april ,",assessing weather factors in automobile fatalities,"jr mather , f gossette , mj mack",
35395,,effect of compensation for spherical aberration on the transverse displacement of laser speckle,"l martä ± - pez , o mendoza-yero",
35396,"proceedings of the darpa image understanding workshop ,",hyperbf networks for gender classification,"r brunelli , t poggio",1992.0
35397,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",integration of structured and unstructured data in ibm content manager,dm choy,2005.0
35398,"journal of emergency medicine ,",international health fellowship : a proposed curriculum for emergency physicians,"mj vanrooyen , da townes , rg hart , p willoughby",1997.0
35399,"proc . of symp . on automated demonstration , springer ,",paramodulation and set ofsupport,"l wos , g robinson",
35400,"proceedings of the 2002 acm sigmod conference ,","cc. , and hwang , sw. , '' minimal probing : supporting expensive predicates for top-k queries , ''",k chang,
35401,"journal of emergency medicine ,",biphasic rattlesnake venom-induced thrombocytopenia,"sr offerman , jd barry , a schneir , rf clark",2003.0
35402,"communications-acm ,",international perspectives : finland : the unknown soldier on the it front,"k lyytinen , s goodman",1999.0
35403,"san diego , california ,",insect ecology : an ecosystem approach : academic press,td schowalter,
35404,"new directions for higher education ,",values ( virtues and vices ) in decision making .,pl dressel,1982.0
35405,,update replicated data during communication failures,"b blaustein , o kaufman",1985.0
35406,"tech . rep. , ibm research division almaden research center , june",matrix tmnspose on meshes with wormhole and xy routing,c ho,
35407,"ph. d. thesis , eth zurich , zurich , switzerland ,",unconditionally and computationally secure key agreement in cryptography,s wolf,
35408,"cochrane database syst rev ,",nystatin prophylaxis and treatment in severely immunodepressed patients,"pc gotzsche , hk johansen",2002.0
35409,,set-derivability of multidimensional aggregates,"j albrecht , h guenzel , w lehner",
35410,"vldb journal ,",m. shan editors . special issue on e-services,"f casati , d georgakopoulos",
35411,"4th international conference on mobile data management ( mdm ) & hellip ; ,",mobiscope : a spatial discovery service for mobile network resources,"m denny , m franklin , p castro , a purakayastha",
35412,acm 0-89791-995-5 .,"using schematically heterogeneous structures . sigmodâ ?? 98 seattle wa , usa",rj miller,
35413,"ibm corporation , almaden research center report",the storage tank protocol,r becker-szendy,
35414,,on the reduced lefschetz module and the centric p-radical subgroups ii,m sawabe,
35415,"boggs mountain demonstration state forest , lake county , & hellip ; ,",high point 1982 timber sale,as report,
35416,,"growth and ecology of the carp cyprinus carpio linnaâ ¦ us in four lakes of the madison region ,",dg frey,1940.0
35417,"proceedings of the 23rd north american thermal analysis & hellip ; ,","modified differential scanning calorimetry : theory , practice and applications","m reading , r wilson , hm pollock",
35418,"vldb ,",garbage collection in object oriented databases using transactional cyclic reference counting,"s ashwin , p roy , s seshadri , a silberschatz , s",1997.0
35419,"computerworld ,",r/3 users look beyond sap for business-to-business help,j king,
35420,"proceedings of the 25 th annual conference of the finnish & hellip ; ,","earth , uranus , and neptune : a comparison of their magnetospheres ( abstract only )",g kremser,1991.0
35421,"pc magazine ,",watch what you say,a poor,1998.0
35422,information and software,"software cost estimation using an albus perceptron ( cmac ) , to appear","b samson , d ellison , p dugard",
35423,,sapboosts development efforts,c stedman,
35424,,component-based apis for versioning and distributed applications,rj stets,
35425,"a demonstration and evaluation of the use of climate & hellip ; ,",awdn and the use of models to predict water use by com . p. 55-57,"jm norman , dc nielsen",
35426,"sigmod record ,",a denotational semantics for continuous queries over streams and relations,"a arasu , j widom",2004.0
35427,"see ref ,",the life-giving death,d de coppet,
35428,,chaotic transport in dynamical systems,s wiggins,1992.0
35429,"piirma , i. ,",in emulsion polymerization,vi yeliseyeva,
35430,"cochrane database syst . rev ,","ethosuximide , sodium valproate or lamotrigine for absence seizures in children and adolescents","eb posner , k mohamed , ag marson",2003.0
35431,"proceedings of acm sigcomm ,",a framework for classifying denial of service attacks,"a keromytis , v misra , d rubenstein",
35432,,optimal semijoin schedules for query processing in local distributed database systems,"mg gouda , u dayal",
35433,"proc int soc citricult ,",in vitro rescue and selection of spontaneous triploids by flow cytometry for easy peeler citrus,"p ollitrault , d dambier , c jaqumond , v allent , f",
35434,"new york , usa , september","algorithms for mining distance-based outliers in large datasets , the vldb conference","en knott , rt ng",
35435,,high performance and availability through data distribution,j kasi,
35436,"journal of personality and social psychology ,",physical distance and persuasion,"s albert , jm dabbs",1970.0
35437,,modeling dynamic prosodic variation for speaker verification,"k sonmez , e shriberg , l heck , m weintraub",
35438,"ieee , proceedings ,",partitioning : a unifying framework for adaptive systems . i - estimation,dg lainiotis,1976.0
35439,"social studies and the young learner ,",native americans : the next 500 years .,kd harvey,1993.0
35440,"international conference on management of technology ,",globally dispersed software development teams : a definition and framework,"e carmel , k zettl-schaffer",
35441,procs . int . sem . on exp . meth . in design of composite,"a. . malfatto , â ?? heterogeneous deformation by microscopic moirã © interferometryâ ??",g nicoletto,
35442,,bridging the gap between information systems research and practice : the reflective practitioner as a,"a heiskanen , m newman",
35443,san,"professor of music ( composition ) department of music , 0326 university of california",r reynolds,
35444,"adolescence-san diego - ,",revisiting the imaginary audience and personal fable constructs of adolescent egocentrism : a,lr vartanian,2000.0
35445,"economic geography ,",the growing localness of the global city .,"j persky , w wiewel",1994.0
35446,"acc . chem . res ,","nitrido manganese ( v ) complexes : design , preparation , and use as nitrogen atom-transfer reagents","jd bois , cs tomooka , j hong , em carreira",
35447,proc . of acm mobicom,towards realistic mobility models for mobile ad-hoc networking,"a jardosh , em belding-royer , kc almeroth , s suri",
35448,"social studies and the young learner ,","teaching timelines to fourth , fifth , and sixth graders .",cj hoone,1989.0
35449,"interim technical report massachusetts inst . of tech. , & hellip ; ,",electronic energy levels of intermediates in the laboratory,"ia howard , g horlick",1980.0
35450,unpublished,"observations on the nystrom method for gaussian process prediction , 2002","ck williams , ce rasmussen , a schwaighofer , v tresp",
35451,"computerworld ,",christmas in july,j king,
35452,"phil . mag ,",rate of damage of polymer crystals in the electron microscope : dependence on temperature and beam,"dt grubb , gw groves",
35453,"proceedings of the eleventh acm international conference on & hellip ; ,",weaving stories in digital media : when spielberg makes home movies,"b adams , s venkatesh",2003.0
35454,"information and software technology ,",economics of reuse : issues and alternatives,"tb bollinger , sl pfleeger",1990.0
35455,"introduction to floriculture ,",potted chrysanthemums,da crater,
35456,"unpublished manuscript ,",timed-release crypto,t may,
35457,"san diego ,","table of integrals , series and products ( 5th ed . ) : academic press","is gradshteyn , im ryzhik",
35458,"cochrane database syst rev ,",interventions for toxic epidermal necrolysis ( cochrane review ),"s majumdar , m mockenhaupt , j roujeau , a townshend",2002.0
35459,proc . of acm,andb . seeger . multistep processing of spatial joins,"t brinkhoff , hp kriegel , r schneider",
35460,proceedings of acm,"c. topolcic , '' the darpa wideband network dual bus protocol","w edmond , k seo , m leib",
