music_entry_id,total_time,release_time,item_price,album_name,label_info,song,style,musician
41474,3:01,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Death of a Clown,Rock,The Kinks
41475,1:59,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Two Sisters,Rock,The Kinks
41476,1:59,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",No Return ( Stereo ),Rock,The Kinks
41477,2:14,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Harry Rag ( Stereo ),Rock,The Kinks
41478,2:47,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Tin Soldier Man ( Stereo ),Rock,The Kinks
41479,3:14,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Situation Vacant ( Stereo ),Rock,The Kinks
41480,3:14,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Love Me Till the Sun Shines ( Stereo ),Rock,The Kinks
41481,2:46,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Lazy Old Sun ( Stereo ),Rock,The Kinks
41482,3:24,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Afternoon Tea ( Stereo ),Rock,The Kinks
41483,2:15,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Funny Face ( Stereo ),Rock,The Kinks
41484,2:56,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",End of the Season,Rock,The Kinks
41485,3:13,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Waterloo Sunset ( Stereo ),Rock,The Kinks
41486,2:37,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Act Nice and Gentle ( Mono ),Rock,The Kinks
41487,3:03,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Autumn Almanac,Rock,The Kinks
41488,2:20,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Susannah 's Still Alive,Rock,The Kinks
41489,2:47,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Wonderboy ( Bonus Track ) [ Stereo Version ],Rock,The Kinks
41490,2:49,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Polly ( Bonus Track ) [ Mono Version ],Rock,The Kinks
41491,3:09,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Lincoln County,Rock,The Kinks
41492,2:01,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",There 's No Life Without Love,Rock,The Kinks
41493,2:55,"August 1 , 2013",$ 0.99,Something Else By The Kinks,"( C ) 2004 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",Lazy Old Sun ( Bonus Track ),Rock,The Kinks
41494,3:21,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Sweetest Lie,Rock,The Goo Goo Dolls
41495,3:53,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",As I Am,Rock,The Goo Goo Dolls
41496,4:43,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Home,Rock,The Goo Goo Dolls
41497,4:09,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Notbroken,Rock,The Goo Goo Dolls
41498,5:01,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",One Night,Rock,The Goo Goo Dolls
41499,4:05,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Nothing Is Real,Rock,The Goo Goo Dolls
41500,3:19,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Now I Hear,Rock,The Goo Goo Dolls
41501,4:20,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Still Your Song,Rock,The Goo Goo Dolls
41502,4:27,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Something For The Rest Of Us,Rock,The Goo Goo Dolls
41503,3:10,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Say You 're Free,Rock,The Goo Goo Dolls
41504,3:37,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Hey Ya,Rock,The Goo Goo Dolls
41505,4:14,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Soldier,Rock,The Goo Goo Dolls
41506,3:41,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Postcards From Paradise ( Amazon Exclusive ),Rock,The Goo Goo Dolls
41507,2:38,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Rough Boys ( Amazon Exclusive ),Rock,The Goo Goo Dolls
41508,4:19,"August 27 , 2010",$ 1.29,Something For The Rest Of Us ( Deluxe ) ( Amazon Exclusive Version ),"2010 Warner Bros. . Records Inc. for the U.S. , Canada and Mexico and WEA International Inc. for the world outside the U.S.",Something For The Rest Of Us ( Acoustic ) ( Amazon Exclusive ),Rock,The Goo Goo Dolls
41509,3:24,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,When The Night Stood Still,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41510,3:06,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,Something Forever,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41511,4:10,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,Living For The Rush,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41512,3:10,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,Things I Do ( For Her ),"Blues , Rap & Hip-Hop",Slakah The Beatchild
41513,4:16,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,B-Boy Beef V2 ( Version 2 ),"Blues , Rap & Hip-Hop",Slakah The Beatchild
41514,4:04,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,Down ( Flood Remix ),"Blues , Rap & Hip-Hop",Slakah The Beatchild
41515,5:21,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,Illusions,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41516,3:49,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,This Beautiful Feeling Feat . Ebrahim,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41517,3:57,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,The Cure,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41518,4:01,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,D.A.N.C.E.,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41519,4:18,"July 25 , 2011",$ 0.99,Something Forever [ Special Edition ],2011 BBE,War Within Feat . Ebrahim & Tingsek,"Blues , Rap & Hip-Hop",Slakah The Beatchild
41520,3:24,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,When The Night Stood Still,Rap & Hip-Hop,Slakah the Beatchild
41521,3:06,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,Something Forever,Rap & Hip-Hop,Slakah the Beatchild
41522,4:10,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,Living For The Rush,Rap & Hip-Hop,Slakah the Beatchild
41523,3:10,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,Things I Do ( For Her ),Rap & Hip-Hop,Slakah the Beatchild
41524,4:04,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,Down ( Flood Remix ),Rap & Hip-Hop,Slakah the Beatchild
41525,4:16,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,B-Boy Beef V2 ( Version 2 ),Rap & Hip-Hop,Slakah the Beatchild
41526,5:21,"October 26 , 2010",$ 0.89,Something Forever,2010 BBE,Illusions,Rap & Hip-Hop,Slakah the Beatchild
41527,3:55,"January 6 , 2015",$ 0.99,Something In The Water ( As Made Popular By Carrie Underwood ) [ Performance Track ],2010 BBE,Something In The Water ( Demonstration Version ),"Christian Contemporary Music , Christian",Ultimate Tracks
41528,3:55,"January 6 , 2015",$ 0.99,Something In The Water ( As Made Popular By Carrie Underwood ) [ Performance Track ],2010 BBE,Something In The Water ( Low Key Performance Track with Background Vocals ),"Christian Contemporary Music , Christian",Ultimate Tracks
41529,3:55,"January 6 , 2015",$ 0.99,Something In The Water ( As Made Popular By Carrie Underwood ) [ Performance Track ],2010 BBE,Something In The Water ( Medium Key Performance Track with Background Vocals ),"Christian Contemporary Music , Christian",Ultimate Tracks
41530,3:55,"January 6 , 2015",$ 0.99,Something In The Water ( As Made Popular By Carrie Underwood ) [ Performance Track ],2010 BBE,Something In The Water ( High Key Performance Track with Background Vocals ),"Christian Contemporary Music , Christian",Ultimate Tracks
41531,2:22,"August 26 , 2008",$ 0.99,Something Is Not Right With Me,( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Something Is Not Right With Me,"Alternative Rock , Indie & Lo-Fi",Cold War Kids
41532,3:58,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Warrior Do n't Cry,"International , Caribbean & Cuba , Reggae",Beres Hammond
41533,4:10,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Be Bold Be Strong,"International , Caribbean & Cuba , Reggae",Beres Hammond
41534,3:47,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Always Be There,"International , Caribbean & Cuba , Reggae",Beres Hammond
41535,3:52,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Just Do n't Know How To say Goodbye,"International , Caribbean & Cuba , Reggae",Beres Hammond
41536,3:53,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Ca n't Walk Away,"International , Caribbean & Cuba , Reggae",Beres Hammond
41537,3:12,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,This Love Affair,"International , Caribbean & Cuba , Reggae",Beres Hammond
41538,3:41,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Pride And Joy,"International , Caribbean & Cuba , Reggae",Beres Hammond
41539,3:59,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Give It All You 've Got,"International , Caribbean & Cuba , Reggae",Beres Hammond
41540,3:29,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,I 'm Gon na Do My Best,"International , Caribbean & Cuba , Reggae",Beres Hammond
41541,3:52,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Love In The Streets,"International , Caribbean & Cuba , Reggae",Beres Hammond
41542,3:46,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Live On ( Alternative Mix ),"International , Caribbean & Cuba , Reggae",Beres Hammond
41543,3:34,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Live On ( Remix ),"International , Caribbean & Cuba , Reggae",Beres Hammond
41544,4:02,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Strong Love,"International , Caribbean & Cuba , Reggae",Beres Hammond
41545,3:40,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,I Feel Good,"International , Caribbean & Cuba , Reggae",Beres Hammond
41546,3:46,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,What A Night,"International , Caribbean & Cuba , Reggae",Beres Hammond
41547,3:43,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,African,"International , Caribbean & Cuba , Reggae",Beres Hammond
41548,3:43,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Love Mi Haffi Get,"International , Caribbean & Cuba , Reggae",Beres Hammond
41549,3:55,"May 5 , 2009",$ 0.99,"Something Old , Something New ( Beres Hammond )",( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Giving Thanks,"International , Caribbean & Cuba , Reggae",Beres Hammond
41550,4:04,"March 4 , 2015",$ 1.29,Something Something Awesome EP,( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Falling Up,Dance & Electronic,Dillon Francis
41551,3:47,"March 4 , 2015",$ 1.29,Something Something Awesome EP,( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Now Hear This,Dance & Electronic,Dillon Francis
41552,4:55,"March 4 , 2015",$ 1.29,Something Something Awesome EP,( C ) 2008 Downtown Music LLC . Downtown Records is a trademark of Downtown Music LLC .,Dill the Noise,Dance & Electronic,Dillon Francis
41553,3:20,"February 28 , 2012",$ 1.29,Something To Do With My Hands,"( C ) 2012 The Valory Music Co. , LLC",Something To Do With My Hands,Country,Thomas Rhett
41554,9:14,"September 11 , 2015",$ 1.29,Sometimes I Feel So Deserted ( Skream Remix ),"( C ) 2015 The Chemical Brothers under exclusive license to Virgin EMI Records , a division of Universal Music Operations Ltd",Sometimes I Feel So Deserted ( Skream Remix ),"Electronica , Dance & Electronic",The Chemical Brothers
41555,4:07,"June 28 , 2005",$ 0.69,Somewhere Down In Texas,( C ) 2005 MCA Nashville,If The Whole World Was A Honky Tonk,Country,George Strait
41556,3:53,"June 28 , 2005",$ 1.29,Somewhere Down In Texas,( C ) 2005 MCA Nashville,Somewhere Down In Texas,Country,George Strait
41557,4:11,"June 28 , 2005",$ 1.29,Somewhere Down In Texas,( C ) 2005 MCA Nashville,The Seashores Of Old Mexico,Country,George Strait
41558,4:17,"June 28 , 2005",$ 1.29,Somewhere Down In Texas,( C ) 2005 MCA Nashville,You 'll Be There,Country,George Strait
41559,2:51,"June 28 , 2005",$ 0.99,Somewhere Down In Texas,( C ) 2005 MCA Nashville,High Tone Woman,Country,George Strait
41560,3:22,"June 28 , 2005",$ 0.99,Somewhere Down In Texas,( C ) 2005 MCA Nashville,"Good News , Bad News",Country,George Strait
41561,3:29,"June 28 , 2005",$ 0.99,Somewhere Down In Texas,( C ) 2005 MCA Nashville,"Oh , What A Perfect Day",Country,George Strait
41562,3:04,"June 28 , 2005",$ 1.29,Somewhere Down In Texas,( C ) 2005 MCA Nashville,Texas,Country,George Strait
41563,3:50,"June 28 , 2005",$ 0.99,Somewhere Down In Texas,( C ) 2005 MCA Nashville,Ready For The End Of The World,Country,George Strait
41564,3:18,"June 28 , 2005",$ 1.29,Somewhere Down In Texas,( C ) 2005 MCA Nashville,She Let Herself Go,Country,George Strait
41565,3:17,"June 28 , 2005",$ 0.99,Somewhere Down In Texas,( C ) 2005 MCA Nashville,By The Light Of A Burning Bridge,Country,George Strait
41566,1:02,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Intro ( Scary Fairy ) [ Live From Washington State ],Rock,Shinedown
41567,3:56,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Sound Of Madness ( Live From Washington State ),Rock,Shinedown
41568,3:56,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Devour ( Live From Washington State ),Rock,Shinedown
41569,3:43,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,I Dare You ( Live From Washington State ),Rock,Shinedown
41570,3:37,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Cyanide Sweet Tooth Suicide ( Live From Washington State ),Rock,Shinedown
41571,3:48,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,If You Only Knew ( Live From Washington State ),Rock,Shinedown
41572,5:44,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [ Live From Washington State ],Rock,Shinedown
41573,5:17,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,45 ( Live From Washington State ),Rock,Shinedown
41574,3:53,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Burning Bright ( Live From Washington State ),Rock,Shinedown
41575,3:30,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Heroes ( Live From Washington State ),Rock,Shinedown
41576,4:16,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,The Crow & The Butterfly ( Live From Washington State ),Rock,Shinedown
41577,5:05,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Her Name Is Alice ( Live From Washington State ),Rock,Shinedown
41578,3:31,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Save Me ( Live From Washington State ),Rock,Shinedown
41579,5:54,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Left Out ( Live From Washington State ),Rock,Shinedown
41580,7:35,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Simple Man ( Live From Washington State ),Rock,Shinedown
41581,5:39,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Fly From The Inside ( Live From Washington State ),Rock,Shinedown
41582,5:38,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Second Chance ( Live From Washington State ),Rock,Shinedown
41583,8:09,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Heroes ( Live Acoustic From Kansas City ),Rock,Shinedown
41584,3:40,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Save Me ( Live Acoustic From Kansas City ),Rock,Shinedown
41585,3:55,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,If You Only Knew ( Live Acoustic From Kansas City ),Rock,Shinedown
41586,4:35,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Sound Of Madness ( Live Acoustic From Kansas City ),Rock,Shinedown
41587,4:41,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Shed Some Light ( Live Acoustic From Kansas City ),Rock,Shinedown
41588,6:12,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,45 ( Live Acoustic From Kansas City ),Rock,Shinedown
41589,4:30,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,I Dare You ( Live Acoustic From Kansas City ),Rock,Shinedown
41590,4:07,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Times Like These ( Live Acoustic From Kansas City ),Rock,Shinedown
41591,4:36,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,The Crow & The Butterfly ( Live Acoustic From Kansas City ),Rock,Shinedown
41592,3:56,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Burning Bright ( Live Acoustic From Kansas City ),Rock,Shinedown
41593,3:53,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Devour ( Live Acoustic From Kansas City ),Rock,Shinedown
41594,4:41,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Call Me ( Live Acoustic From Kansas City ),Rock,Shinedown
41595,5:36,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Fly From The Inside ( Live Acoustic From Kansas City ),Rock,Shinedown
41596,5:29,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,With A Little Help From My Friends ( Feat . Will Hoge ) [ Live Acoustic From Kansas City ],Rock,Shinedown
41597,6:14,"April 18 , 2011",$ 1.29,Somewhere In The Stratosphere,( C ) 2005 MCA Nashville,Simple Man ( Live Acoustic From Kansas City ),Rock,Shinedown
41598,3:35,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Papertown,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41599,3:39,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Henry Grooms Was a Fiddler,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41600,3:34,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Poor Child,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41601,3:04,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Interstate,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41602,3:24,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Lay Your Rifle Down,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41603,3:27,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",For the Pigeon River ( The Creek Song ),"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41604,4:38,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",The Government 's Taking Our Homes,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41605,3:57,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",The First Man They Hanged in This County,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41606,3:42,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Maggie of the Valley,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41607,3:54,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Good Ole Letha Hicks,"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
41608,2:44,"June 24 , 2009",$ 0.99,Songs From Haywood County,"( C ) 2008 Buddy Melton , Milan Miller and Mark W. Winchester",Sam Love Queen ( The Square Dance King ),"Country , Comedy , Miscellaneous , Folk , Traditional Folk","Buddy Melton , Milan Miller & Mark W. Winchester"
