dblp_scholar_id,yr_published,journal_name,creator_list
22197,,"acc . chem . res ,","b armitage , a benedicto , de bennet , hg lamparski ,"
22198,,the 2000 ieee international conference on management of,"hj wu , hw hsu"
22199,1998.0,"journal of emergency medicine ,",c beachâ ? ¦
22200,1995.0,"submitted for publication ,",j baxter
22201,2001.0,"cochrane database syst rev ,","ad oldman , la smith , hj mcquay , ra moore"
22202,,pc,g venditto
22203,1992.0,"& hellip ; computers and intelligent systems : information processing ,","r benjamin , m scott-morton"
22204,1998.0,"bt technology journal ,","a de roeck , u kruschwitz , p neal , p scott , s steel"
22205,,"proceedings of the 25 thconference of the pme . utrecht nl ,","m cerulli , ma mariotti"
22206,,submitted for,"an carvalho , sm bruschi"
22207,1998.0,"wisconsin law review ,",s garber
22208,,,s jasanoff
22209,2002.0,"cochrane database syst rev ,","s appleton , p poole , b smith , a veale , a bara"
22210,,,ideas.repec.org
22211,,"vldb ,","o foucaut , c rolland"
22212,,"new york ,",m porter
22213,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","e kyro , p taalas"
22214,,submitted for,"m alles , h leib"
22215,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","r lohikoski , e viitala , j timonen"
22216,,,"nr adam , y yesha"
22217,,"phil . mag ,",j proudman
22218,,"computerworld ,",r field
22219,,"proceedings of the llth vldb conference ,","a borgida , w williamson"
22220,1996.0,"transplant proc ,","res bullingham , a nicholls , m hale"
22221,2005.0,"acc . chem . res ,","p feng , x bu , n zheng"
22222,1999.0,,"d bloom , m farrell , jj kemple , n verma"
22223,1974.0,"acm sigmod record ,",b shneiderman
22224,1997.0,"constraints ,","y morimoto , t fukuda , s morishita , t tokuyama"
22225,,,"j barnden , s glasbey , m lee , a wallington , ja"
22226,1997.0,"lecture notes in computer science ,",j mayfield
22227,,,"t ball , sk rajamani"
22228,,procs . 18th symposium,"g toulminet , a bensrhair , s mousset , a broggi , p"
22229,1998.0,"journal of emergency medicine ,","gd innes , p croskerry , j worthington , r beveridge ,"
22230,,,"f corno , f esposito , ms reorda , s tosato"
22231,2004.0,"knowledge and data engineering , ieee transactions on ,","sk pal , p mitra"
22232,,"san diego ,",e cg
22233,,"stanford university : technical report cs-tr 85-1050 ,",j hershberger
22234,,,c authorities
22235,1989.0,,"r spee , ak wallace"
22236,,"proc . of 29th design automation conference ,",f hirose
22237,,"computer networks ,",jf shoch
22238,,"computerworld ,",b cole-gomolski
22239,2004.0,"proceedings of spie ,","ds doermann , h ma , b karagol-ayan , dw oard"
22240,1991.0,"new directions for program evaluation ,","cl larson , h preskillâ ? ¦"
22241,1993.0,"neuropsychopharmacology-san diego - ,","mh teicher , ni barber , ha gelbard , al gallitano"
22242,1991.0,"vldb ,",vldb.org
22243,,,"s konar , a sengupta"
22244,1995.0,"proceedings of the international conference on information & hellip ; ,","pw yetton , jf craig , kd johnston"
22245,2001.0,"diabetes-new york - ,","h zulewski , ej abraham , mj gerlach , pb daniel , w"
22246,1987.0,,"ha hansson , a nilsson , j isgaard , h billig , o"
22247,,unpublished,"k walsh , a vahdat , j yang"
22248,1988.0,"vldb ,",el lozinskii
22249,,"acc . chem . res ,",pf barbara
22250,,"technical report , massachusetts institute of technology media","k mase , b clarkson , a pentland"
22251,,"& hellip ; - fourth international conference on very-large databases ,","o shmueli , j widom , g sheikholeslami , s chatterjee"
22252,,"catena ( submitted for publication february 1998 ) ,","a meyer , ja martãnez - casasnovas"
22253,2002.0,,m gosz
22254,,,jh boumans
22255,,proc . of the 28th international conf . on very large,"jg conrad , xs guo , p jackson , m meziou"
22256,,,g wiederhold
22257,,"submitted for publication ,","s ghosh , j burdick"
22258,,proc . acm,"v bharghavan , a demers , s shenker , l zhang"
22259,1997.0,"new directions for adult and continuing education ,",gj andrews
22260,,"proc 28th int symp rem sens and 3rd symp afr assoc rem sens & hellip ; ,",op dube
22261,1976.0,"& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,","hja bluyssen , re mcintosh , af van etteger , p wyder"
22262,,,pr schratz
22263,,"procs . of pact ,","fj sanchez , a gonzalez"
22264,1996.0,"the academy of management review ,","eh kessler , ak chakrabarti"
22265,,"computerworld ,","l sproull , s kiesler"
22266,1992.0,"journal of personality and social psychology ,","wkb hofstee , b de raad , lr goldberg"
22267,2004.0,"proceedings of the 2004 acm sigmod international conference & hellip ; ,",m gudgin
22268,,"verteiltes arbeiten-arbeit der zukunft . proceedings of d - & hellip ; ,","t goesmann , m hoffmann"
22269,,"computerworld ,",nb maginnis
22270,2004.0,"proceedings of acm sigcomm 2004 workshops on netgames &#39; 04 : & hellip ; ,","p okanda , g blair"
22271,,"allen d. leman swine conference . proceedings ,",b buntain
22272,1979.0,,kj zimmermann
22273,,,"js hu , m kandemir , n vijaykrishnan , mj irwin , h"
22274,1991.0,"proceedings : biological sciences ,","sv edwards , p arctander , ac wilson"
22275,1977.0,"vldb ,",h ikeda
22276,1993.0,"acm transactions on database systems ,","j chomicki , t imielinski"
22277,,,hb hunt
22278,,acm,"d barbara , t imielinski"
22279,1992.0,"unep , athens ( greece ) . 1992. ,","jp palutikof , x guo , tml wigley , jm gregory"
22280,2005.0,"acc . chem . res ,","th lee , ji gonzalez , j zheng , rm dickson"
22281,,"ieee computer ,",cs chi
22282,1996.0,"vldb ,",lvs lakshmanan
22283,2000.0,"new directions for higher education ,",jm javinar
22284,,,"da linkens , m menad , aj asbury"
22285,,,m regnier
22286,1994.0,"the vldb journal the international journal on very large & hellip ; ,","n kamel , p wu , syw su"
22287,,"journal of personality and social psychology ,",tr tyler
22288,,proc . acm sigmod int . conf . on management of,"c lecluse , p richard , f vãªlez"
22289,2004.0,"sigmod record ,","s helmer , cc kanne , g moerkotte"
22290,,"san diego ,",ms inc
22291,,"phil . mag ,",l rayleigh
22292,,,t hofweber
22293,,,t slaman
22294,,,"s raman , s mccanne"
22295,,,s reich
22296,,"see paulus ,","pb paulus , d nagar"
22297,,"proc . acm uist ,","bb bederson , jd hollan , a druin , j stewart , d"
22298,,,itop geography
22299,2003.0,"acc . chem . res ,","ae taggi , am hafez , t lectka"
22300,2004.0,"the vldb journal the international journal on very large & hellip ; ,","s ganguly , m garofalakis , r rastogi"
22301,,"submitted to science ,",m damashek
22302,1967.0,"wisconsin studies in contemporary literature ,",w braun
22303,2004.0,"ieee transactions on knowledge and data engineering ,","si song , yh kim , js yoo"
22304,,"seattle , washington : the boeing company , november ,","lf hickey , we springer"
22305,2003.0,"sigmod record ,",gc introduction
22306,1999.0,"lecture notes in computer science ,","t tuytelaars , l van gool"
22307,1994.0,"social studies and the young learner ,",rh lombardâ ? ¦
22308,,,"cc aggarwal , ps yu"
22309,2000.0,"applied mathematics and computer science ,",w kotarski
22310,,,"jm marrazzo , la koutsky"
22311,,submitted for,"t yoshida , m miura-mattausch , h ueno , hj mattausch"
22312,,,"ai rybin , t dostal"
22313,,"data mining and knowledge discovery , submitted for & hellip ; ,","i blanco , m martãn - bautista , d sã ¡ nchez , m vila"
22314,1983.0,"acm transactions on database systems ,",mh graham
22315,2002.0,,m fyall
22316,1997.0,,kw kratz
22317,1994.0,,"m bodanszky , a bodanszky"
22318,,,"b dimitrov , d green jr , v rykov , p stanchev"
22319,,,"bc rhodes , ja mahaffey , jd cannady"
22320,,"seattle : university of washington ,","jd nyquist , ae austin , j sprague , dh wulff"
22321,1991.0,"acm transactions on database systems ,",g weikum
22322,1989.0,"new directions for higher education ,",s montgomery
22323,2001.0,"academy of management review ,","ja lepine , l van dyne"
22324,,at .,"ea ivanov , lp khamâ ?? yanov"
22325,,,"v christophides , s abiteboul , s cluet , m scholl"
22326,1992.0,"& hellip ; applications in the automotive industry , proceedings , 25 th & hellip ; ,","dg whitehead , av polijanczuk , pm beckett"
22327,,"submitted for publication ,","m kleerebezem , r bongers , g rutten , wm de vos , op"
22328,,proceedings of acm,ms march
22329,,"proceedings of the international conference on management of & hellip ; ,","s abiteboul , p kanellakis"
22330,,"commun . acm ,",ef cooo
22331,2002.0,"bt technology journal ,","m russ , ma fisher"
22332,,"ieee computer ,","d patterson , ch sequin"
22333,1999.0,"new directions for teaching and learning ,",e carbone
22334,,"thnorth american spine society meeting , seattle , washington ,","va patel tc , e truummessâ ? ¦"
22335,1992.0,,jd jobson
22336,,,"sr valluri , k karlapalem"
22337,2005.0,"the vldb journal the international journal on very large & hellip ; ,","y tzitzikas , n spyratos , p constantopoulos"
22338,,sigmod,"k aberer , p cudrã © - mauroux"
22339,,university of,po madsen
22340,1996.0,"acm sigmod record ,",", p janus"
22341,,,"h davulcu , s koduri , s nagarajan"
22342,1997.0,"transplantation proceedings ,","t karatzas , f khan , ag tzakis"
22343,1995.0,"the academy of management journal ,",s zaheer
22344,1985.0,"vldb ,","i gold , o shmueli , m hofri"
22345,,,w gibson
22346,,,"a dabkowski , am jankowska , k kurbel"
22347,,at .,"sa badikov , ev gai , ns rabotnov"
22348,1999.0,"proceedings-ieee ,","if akyildiz , j mcnair , jsm ho , w wang"
22349,,,"acms anthology , p edition"
22350,1979.0,"the journal of human resources ,",ea hanushek
22351,,,"d frigioni , t miller , u nanni , c zaroliagis"
22352,,"data engineering , 2004 . proceedings . 20th international","dycyh wu , alp chen"
22353,1993.0,"vldb ,","b seeger , pa larson"
22354,1987.0,"ieee , proceedings ,",t matsumoto
22355,,"computer graphics ( proc . acm siggraph conf . ) ,","h fuchs , zm kedem , bf naylor"
22356,2000.0,"new directions for higher education ,","je brandl , ge schuh"
22357,1984.0,"fed proc ,","pm conn , aj hsueh , wf crowley jr"
22358,2001.0,"adolescence-san diego - ,","pb smith , rs buzi , ml weinman"
22359,,,"g ruberg , f baiã # o , m mattoso"
22360,2003.0,"sigmod conference ,","s melnik , e rahm , pa bernstein"
22361,2004.0,"acm transactions on database systems ( tods ) ,","p kolaitis , mj franklin"
22362,1965.0,"wisconsin studies in contemporary literature ,",r ohmann
22363,,"as at ,",sl income
22364,,"see low ,",c hamilton
22365,2000.0,"adolescence-san diego - ,","sa albrecht , lw higgins , h lebow"
22366,1994.0,"proceedings : biological sciences ,",mjg gage
22367,,"proceedings of the 23rd emac conference , maastricht , the & hellip ; ,","t denison , s knox"
22368,1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,","c neubert , b hardman , a hess"
22369,1997.0,"lecture notes in computer science ,",k konolige
22370,,"md ,",n report
22371,2000.0,"computer networks ,","m gagnaire , s stojanovski"
22372,,"procs . of ieee international symposium on industrial & hellip ; ,","hh seung , dj byung"
22373,1997.0,"lecture notes in computer science ,",j cussens
22374,1989.0,,pk eisinger
22375,1993.0,"economic geography ,",l jarosz
22376,,"ieee computer ,","rf freund , hj siegel"
22377,,,"ys kwong , d wood"
22378,,,n kulatilaka
22379,,,s brass
22380,1952.0,,cr rao
22381,,,"y breitbart , hf korth"
22382,,,"a seifert , mh scholl"
22383,1993.0,"proceedings of acm conference on computer and communication & hellip ; ,","g medvinsky , bc neuman"
22384,2002.0,"sigmod conference ,",c mohan
22385,,"proceedings of the conference on very large databases ,","r king , s melville"
22386,,"sigmod record ,","r krishnamurthy , t imielinski"
22387,,"at . energ ,","ap govorun , av chesnokov , sb shcherbak"
22388,1984.0,"computerworld. ,",j gallant
22389,,"proceedings of the 23rd annual acm sigir conference on & hellip ; ,","i silva , b ribeiro-neto , pp calado , es moura , n"
22390,,"proc . 21st int . conf . phenomena in ionized gases , proc .","ap napartovich , ys akishev"
22391,,"md ,",m ihnat
22392,,"bt technology journal ,",a fidler
22393,,"proceedings of 2002 international conference on management & hellip ; ,",lsw hongweiâ ? ¦
22394,1999.0,"bt technology journal ,","nt trask , mv meyerstein"
22395,,"pc magazine ,","r ayre , k reichard"
22396,1985.0,"& hellip ; atomic research centre , bombay , india , metallurgy div . ) . nov & hellip ; ,",hs gadiyar
22397,1994.0,"the vldb journal the international journal on very large & hellip ; ,","ww chu , it leong , rk taira"
22398,1978.0,"new directions for higher education ,","kc green , pp mcnamara"
22399,,,"jm patel , dj dewitt"
22400,,,"b escalante-ramirez , a lopez-caloca"
22401,,"university of washington , seattle ,",p waddell
22402,1991.0,"unpublished manuscript ,",q sun
22403,1980.0,"the academy of management review ,",lj bourgeois iii
22404,2000.0,"cochrane database syst rev ,","rb johanson , bk menon"
22405,,"new directions for program evaluation ,","cs reichardt , sf rallis"
22406,1994.0,"journal of emergency medicine ,","dj debehnke , w brady"
22407,1995.0,"proceedings of the third acm international conference on & hellip ; ,","m arent , a hodges , s houde , e waymire"
22408,1994.0,"proceedings of the acm ,","na streitz , j geiã?ler , jm haake , j hol"
22409,,"pc magazine , april ,","kj bannan , r schenk"
22410,2000.0,"new directions for teaching and learning ,",zl berge
22411,,technical university of,"v shmerko , s yanushkevich"
22412,2001.0,"information & software technology ,",rm hierons
22413,,,"x deng , am haimovich , j garcia-frias"
22414,,"technical report mit/lcs/tr -516 , massachusetts institute of",ed brewer
22415,2002.0,,j brown
22416,2004.0,"new directions for higher education ,",r birnbaum
22417,,"acm press , seattle ,",s vorobyov
22418,,"ibm almaden research center , san jose , california , h ttp : / /","r agrawal , r srikant"
22419,2002.0,"cochrane database syst rev ,","jn gibson , hh handoll , r madhok"
22420,,proc . 21st intt . conj . very large data,a gupta
22421,,proc . acm sigmod int . conf on management of,"ch goh , s bressan , se madnick , md siegel"
22422,,,g ray
22423,1998.0,"electronic markets ,",dm lincke
22424,1997.0,"proceedings of the 23rd international workshop on graph - & hellip ; ,","a bertoni , p campadelli , r posenato"
22425,2001.0,,a shah
22426,2001.0,,"s david , r niaura , w shadel , d britt , g"
22427,2004.0,"sigmod record ,","g abdulla , t critchlow , w arrighi"
22428,2002.0,"unpublished manuscript ,","n buchan , rta croson , ej johnson"
22429,1996.0,"www5 / computer networks ,","a fox , ea brewer"
22430,1962.0,"journal of the acm ( jacm ) ,",tn hibbard
22431,1986.0,"new directions for teaching and learning ,",j hocker
22432,,"information and software technology ,",k bennett
22433,,,"pb berra , cyr chen , a ghafoor , cc lin , tdc little ,"
22434,,"acm sigmod record ,","s chaudhuri , u dayal"
22435,,microsoft,"k delaney , r soukup"
22436,1978.0,,lj haldorson
22437,2001.0,"submitted for publication ,","c gavoille , n hanusse"
22438,2003.0,"information and software technology ,",n mcbride
22439,,,"dv o'connor , d phillips"
22440,2004.0,"computer networks ,","d ros , b tuffin"
22441,1990.0,"journal of comparative physiology a : sensory , neural , and & hellip ; ,","y nakaoka , h machemer"
22442,,,"tt frie , n cristianini , c campbell"
22443,1997.0,"proceedings of the fourth acm international conference on & hellip ; ,","k mayer-patel , d simpson , d wu , la rowe"
22444,1996.0,"journal of emergency nursing ,","dl robinson , mm anderson , pm acheson"
22445,,"acc . chem . res ,",jl br
22446,,& hellip ; 8th international conference on management of data ( comad &#39;,"r nikolai , a koschel , r kramer"
22447,1997.0,"journal of personality and social psychology ,","y klar , ee giladi"
22448,2000.0,"cochrane database syst rev ,","k kelly , ch spooner , bh rowe"
22449,1999.0,"transplantation proceedings ,","km abu-elmagd , j reyes , jj fung , g mazariegos , j"
22450,,"proc . ieee ,","rw lee , jc harp"
22451,,,c county
22452,,"seattle , washington : james a. watt ,",ja watt
22453,,"proc . int . test conf ,",s davidson
22454,,,"cck chang , h garcia-molina"
22455,,,"m seigler , m ahmadian , c boggs"
22456,,proc .,mf weller
22457,,"phd dissertation , athens university , greece ,",j papoutsis
22458,,"pc magazine ,","r ayre , bz gottesman"
22459,,"proc . acm urban symposium ,",je jacoby
22460,2000.0,"cochrane database syst rev ,","am gulmezoglu , gj hofmeyr"
22461,,proc . 28th eps conference on controlled fusion and plasma,t fukuda
22462,1999.0,"unpublished manuscript ,","w hardle , vg spokoiny , g teyssiere"
22463,,,"g santucci , pa sottile"
22464,,"procs bvmâ ?? 04 ,","n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g"
22465,2000.0,,b kienan
22466,2001.0,"lecture notes in computer science ,","j vitek , cd jensen"
22467,,"acm sigmod record ,",h jiawei
22468,,"proceedings of the international conference on management of & hellip ; ,",r harinarayan
22469,1998.0,"social studies and the young learner ,","cj fuhler , pj farris , l hatch"
22470,,"acm sigmod record ,",ds mackay
22471,2003.0,"journal of geophysical research ( space physics ,","ra hoffman , rj strangeway , sb mende"
22472,,"proc . sixth vldb ,",e bancilhon
22473,,"ieee computer ,","a aho , r sethi , j ullman , t compilers-principles ,"
22474,,"unpublished manuscript ,",jo smith
22475,,"proc 21st hawaii int . coqf â ?? on system sciences , ieee ,",nc shu
22476,1993.0,"j. phys . i france ,",c bourbonnais
22477,1999.0,"bt technology journal ,","m koubarakis , d plexousakis"
22478,,demonstration,"ms skorodin , nj gross , w druz , ga gergauz , tj milo"
22479,,"submitted for publication ,","s kamin , t kraus"
22480,1991.0,"new directions for higher education ,",js hansen
22481,1999.0,"electronic library ,",s cousins
22482,,"proc . int . conf . spoken language processing ,","ae rosenberg , j delong , ch lee , bh juang , fk soong"
22483,,"ieee computer ,","g de micheli , l benini"
22484,1999.0,"information and software technology ,","j wang , x he , y deng"
22485,,,mc mcfarland
22486,1995.0,,w lehrer
22487,,"acm tods ,","r fagin , ehafa mechanism"
22488,1995.0,"journal of emergency nursing ,","v martin , b langley , s coffman"
22489,,"defense electronic ,",jb schultz
22490,,"sigmodrecord ,","j mchugh , s abiteboul , r goldman , d quass , j widom"
22491,1977.0,,dw rice
22492,,"proc . sat ,","d le berre , l simon"
22493,1997.0,"proceedings of the international conference on very large & hellip ; ,","dm malon , en may"
22494,2003.0,"information & software technology ,",cc chiang
22495,1998.0,"new directions for teaching and learning ,",bl quigley
22496,1995.0,,k brockenschmidt
22497,2004.0,"bt technology journal ,","f saffre , h jovanovic , c hoile , s nicolas"
22498,,,i mcdonnell
22499,,at .,"av nosov , am martynova , vf shabanovâ ? ¦"
22500,1967.0,,in traulos
22501,,"proc . int . soc . citriculture ,",ta wheaton
22502,1997.0,"wisconsin law review ,",r ashford
22503,2000.0,"proc . 26th int . conf . on very large databases ,","s ceri , r cochrane , j widom"
22504,,"phil . mag ,",k pearson
22505,,,"y xia , y yang , y chi"
22506,,,"e morenoff , jb mclean"
22507,,,"n milic-frayling , r sommerer"
22508,2002.0,"sigmod record ,",o background
22509,,"why i write ,",g orwell
22510,2001.0,"proceedings of the international conference on very large & hellip ; ,","y sakurai , m yoshikawa , r kataoka , s uemura"
22511,1981.0,"new directions for program evaluation ,",d baugher
22512,,,"a goscinski , m bearman"
22513,2000.0,"& hellip ; states environmental protection agency . seattle , washington ,","gc poole , ch berman"
22514,,"computerworld ,",l queiroz
22515,1975.0,"vldb ,",i miyamoto
22516,1998.0,"the vldb journal the international journal on very large & hellip ; ,","wt ng , pm chen"
22517,1964.0,"wisconsin studies in contemporary literature ,",r bates
22518,2001.0,,"s bliss , j riccio"
22519,1987.0,"vldb ,","di howells , nj fiddian , wa gray"
22520,,,"jc vanderwaart , d dreyer , l petersen , k crary , r"
22521,,"& hellip ; metalware . bombay : all india handicrafts board , ministry of & hellip ; ,",b bhushan
22522,,"ieee computer ,","r want , b schilit"
22523,1963.0,"wisconsin studies in contemporary literature ,",lt lemon
22524,,"phil . mag ,","a lawley , hl gaigher"
22525,,,"e shriberg , r bates , a stolcke"
22526,,"unpublished manuscript ,",ra craig
22527,1983.0,"ph. d. thesis california univ. , santa barbara. ,",kl tanaka
22528,,"phil . mag ,",rs leigh
22529,2000.0,"computer networks ,","b ghribi , l logrippo"
22530,1999.0,,fv walree
22531,2004.0,"submitted for publication ,","j zhao , m dessouky"
22532,1996.0,"proc . spie ,","w zhao , i blevis , s germann , ja rowlands , d"
22533,1968.0,,wu choudhury
22534,,"proc . 28th ieee syrup . on foundations of computer science ,",j canny
22535,,"computerworld ,",r cafasso
22536,2002.0,"vldb ,","s manegold , pa boncz , ml kersten"
22537,,,"m marefat , s malhotra , rl kashyap"
22538,,at,lvl all
22539,,,m gipser
22540,,san,bw district
22541,,"j. acc . chem . res ,","rb morin , m gorman"
22542,,"proc . of the 21st int &#39; l conferenceon very large databases , & hellip ; ,","j han , y fu"
22543,,"see ref ,","ma levy , j cavender-bares , wc clark , g dinkelman ,"
22544,,"ibm research report ,","ct ho , r agrawal , n megiddo , jj tsay"
22545,,,dj denis
22546,1998.0,,s gaschen
22547,1980.0,"acm sigplan notices ,","rh campbell , rb kolstad"
22548,1976.0,"acm sigart bulletin ,",d mcdermott
22549,,proceedings of the 1994 acm sigmod international conference,l gravano
22550,1990.0,"acm press history series ,",lb lusted
22551,,"proc . 29th symp . engng . aspects mhd , ix ,","m ishikawa , t suemura , m fujita , j umoto"
22552,1999.0,"acm sigmetrics tutorial proceedings ,",h zhang
22553,1993.0,"social studies and the young learner ,",g burton
22554,1998.0,"journal of emergency medicine ,",ld wilson
22555,2001.0,"machine learning ,","p flach , s då 3/4 eroski"
22556,,"proc . int . conf . robotics and automation ,",j hong
22557,1995.0,,s ruipã © rez
22558,2005.0,"proceedings of the 23rd ieee vlsi test symposium ( vts &#39; 05 ) - & hellip ; ,","p wohl , ja waicukauski , s patel , c hay , e"
22559,1996.0,"urban geography ,",pl knox
22560,1992.0,"proceedings of the crafoord symposium , stockholm , september & hellip ; ,",e elvius
22561,,proc . of the 19th vldb,"s ceri , j widom"
22562,,"proceedings of acm sigmod ,",dww kim
22563,,"ieee computer ,",jr tobias
22564,,"proceedings of the vldb conference ( dublin , ireland ) , august ,",g cohen
22565,2001.0,"proceedings of the 2001 acm sigmod international conference & hellip ; ,","d gunopulos , g das"
22566,1983.0,"proceedings of the ieee ,","gj dickson , pe de chazal"
22567,1963.0,"acm transactions on database systems ,",s design
22568,,"computerworld ,","er berndt , cj morrison"
22569,1975.0,"vldb ,",pg comba
22570,1991.0,"in its proceedings of the 25 th annual conference of the & hellip ; ,","p tanskanen , k mursula , v kelha , h huomo"
22571,1998.0,"proc . int . symp . physical design ,",r otten
22572,1991.0,"acm sigmod record ,",hw buff
22573,1993.0,"neuropsychopharmacology-san diego - ,","id glick , ds janowsky , c salzman , ri shader"
22574,,"electronic markets ,","pf byerley , j ewers"
22575,2002.0,"sigmod record ,",rt snodgrass
22576,1995.0,"journal of personality and social psychology ,","hs friedman , js tucker , je schwartz , lr martin"
22577,,"submitted for publication ,","ta buchanan , ah xiang , rk peters , sl kjos , a"
22578,,"proc . acm urban symposium ,",nb heller
22579,1991.0,"sigmod record ,",m winslett
22580,1959.0,,jr moore
22581,,"proc acm sigmod , denver , may ,","sl vandenburg , dj dewitt"
22582,2003.0,"computer networks ,","c lindemann , a thuemmler"
22583,1996.0,"journal of emergency medicine ,","s bradberry , j vale"
22584,,"proceedings acm sigmod international conference on & hellip ; ,","a delis , c faloutsos , s ghandeharizadeh"
22585,1998.0,"new directions for higher education ,",cm golde
22586,,"proceedings of the 23rd conference hurricanes and tropical & hellip ; ,","ba harper , gj holland"
22587,,proceedings of the 27th conference on very large data bases,"pj marrï?n , g lausen"
22588,1992.0,"proceedings of the eleventh acm sigact-sigmod-sigart & hellip ; ,","c beeri , t milo"
22589,,"proc . acm sigir conference ,","cla clarke , el terra"
22590,,"conf . on management of data , washington , dc , may ,","j blakely , pa larson , fw tompa"
22591,,"proceedings of vldb 1987 ,","t sellis , n roussopoulos , c faloutsos"
22592,,"md ,",jw mackentyâ ? ¦
22593,1996.0,"blood-new york - ,","rvb emmons , dm reid , rl cohen , g meng , ns young ,"
22594,1997.0,"journal of emergency medicine ,","a salehi , el legome , k eichhorn , rs jacobs"
22595,1996.0,,ja riccio
22596,1987.0,"proceedings of the 1987 acm sigmod international conference & hellip ; ,","ma roth , hf korth"
22597,,,"x yang , b wang"
22598,1975.0,,ac neville
22599,1991.0,"the academy of management journal ,","w whitely , tw dougherty , gf dreher"
22600,,,as goldberger
22601,,,w kuechlin
22602,,proc . of,w shao
22603,,unpublished,a gleason
22604,,"phil . mag ,",j friedel
22605,,"proc . 20th tnt . conf very large data bases ,",r agrawal
22606,,submitted for,"gj chang , jj chen , d kuo , sc liaw"
22607,2004.0,"electronic library ,",la clyde
22608,,proceedings of the 2002 acm sigmod intl. conf . on management,"j freire , jr haritsa , m ramanath , p roy"
22609,1985.0,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,","f afrati , c papadimitriou , g papageorgiou , a"
22610,,,"g durisi , s benedetto"
22611,,,rf paige
22612,1985.0,"proceedings of the 1985 acm sigmod international conference & hellip ; ,","s fushimi , m kitsuregawa , m nakayama , h tanaka , t"
22613,1984.0,"new directions for higher education ,",b albright
22614,,"dissecting cpu and memory optimization effects . in the 26th & hellip ; ,","s manegold , pa boncz , ml kersten"
22615,,"acm trans . database systems ,",pp chen
22616,,,"d pfoser , n tryfona"
22617,2000.0,"cochrane database syst rev ,","jg gadsby , mw flowerdew"
22618,,,"ap massey , m montoya-weiss , sa brown"
22619,1998.0,"land economics ,",ke train
22620,,,"s nath , a deshpande , y ke , pb gibbons , b karp , s"
22621,,"unpublished manuscript ,","p philbrick , i gat , l guisti"
22622,1983.0,"computerworld. ,",d neibaur
22623,1973.0,"fifth symposium on engineering problems of fusion research ,",ar miller
22624,1991.0,"information and software technology ,","a tsalgatidou , p loucopoulos"
22625,,vldb journal ( may,"a kraiss , g weikum"
22626,2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,","j gllavata , r ewerth , b freisleben"
22627,,"procs . of hot chips ,",s hill
22628,1991.0,"transplant proc ,","fh bach , ma turman , gm vercellotti , jl platt , ap"
22629,,"universitã © bordeaux-i ,",c galusinski
22630,2004.0,"proceedings of the international conference on very large & hellip ; ,","y ahmad , u cetintemel"
22631,,phil .,ty tan
22632,1969.0,"transplant proc ,","i penn , w hammond , l brettschneider , te starzl"
22633,,proceedings of acm,"l zhang , tcp why"
22634,2001.0,"area ,",j poon
22635,,,"j hipp , u grimmer"
22636,,proc . acm cscw,"d mcdonald , m ackerman"
22637,2001.0,"journal of emergency medicine ,","za qasim , ra partridge"
22638,2000.0,"academy of management journal ,","hk steensma , l marino , km weaver , ph dickson"
22639,,"eatchip iii , evaluation and demonstration ( phase 3a-bis ) , & hellip ; ,",c costello
22640,1995.0,"proceedings of the international conference on very large & hellip ; ,","k mogi , m kitsuregawa"
22641,2003.0,"proceedings of the 8th acm sigmod workshop on research & hellip ; ,",m garofalakis
22642,1995.0,"new directions for teaching and learning ,","g geis , tl huston"
22643,,,a fekete
22644,1991.0,"proceedings of the 25 th annual conference of the finnish & hellip ; ,",j suhonen
22645,,"procs . second international expert system conference ,","p van der pas , ljb homan"
22646,2001.0,,"db booth , jr karr , s schauman , cp konrad , sa"
22647,,,b roach
22648,1997.0,"information and software technology ,",k deighton
22649,,"md ,","jc knowles , c leighton , w stinson"
22650,,"proc . acm sigplan sigmod conf . on data abstrac-tions , salt & hellip ; ,","e allman , g held , m stonebraker"
22651,1960.0,"wisconsin studies in contemporary literature ,",wv o'connor
22652,1988.0,"cell and tissue research ,","c maniatopoulos , j sodek , ah melcher"
22653,2002.0,"cochrane database syst rev ,","eh walters , ja walters , pw gibson"
22654,,"inc. , seattle , washington ,","tw steig , jh horchik , ma timko"
22655,,vol .,dr shackleton bailey
22656,1993.0,"neuropsychopharmacology-san diego - ,","o prospero-garcia , a jimenez-anguiano , r drucker -"
22657,2003.0,"electronic markets ,",mp wellman
22658,1989.0,"journal of personality and social psychology ,",rl repetti
22659,1998.0,"contributions to nephrology ,",rkh kinne
22660,2003.0,"acm transactions on graphics ( tog ) ,","pp sloan , j hall , j hart , j snyder"
22661,,"submitted for publication ,","d pedersen , k riis , tb pedersen"
22662,,"proceedings of 1st acm international conference on digital & hellip ; ,","h garcia-molina , n shivakumar"
22663,1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",fj aguilera
