pub_id,researchers,conf_journal,doc_year
62006,"y benjamini , y hochberg , y kling","unpublished manuscript ,",
62007,"w wang , c moraga",proc . 26th . int . symp . on multiple-valued,
62008,l mondin,"gli at ,",
62009,kp cheung,,
62010,"ac cemetery , mm co",,1751.0
62011,jp brock,"san diego ,",
62012,n fuhr,,
62013,b meyer,,
62014,"sj bigos , mc battie , g spen , f dm , fr ld , hs we ,","md ,",
62015,kb wilson,"new directions for teaching and learning ,",1994.0
62016,rg casey,"proc . afips ,",
62017,d sadler,"economic geography ,",1994.0
62018,"am kring , d sloan","unpublished manuscript ,",
62019,"h zhou , h ren , y xiang","tropical geography ,",2001.0
62020,"s hary , f ozguner","proceedings of the 4th international workshop on parallel & hellip ; ,",1996.0
62021,"jw grosser , sm garnsey , c halliday",proc . int . soc .,
62022,rj talbot,"new directions for higher education ,",1982.0
62023,"g feichtinger , rf hartl , pm kort , vm veliov",,
62024,fp brooks jr,"videotape presented at acm &#39; s history of programming & hellip ; ,",
62025,sn naboko,"algebra i analiz ,",
62026,"c bernardeschi , a fantechi , s gnesi , a santone",,
62027,eab draffan,"electronic library ,",2001.0
62028,sql ansi,proc acm sigmod,
62029,"i nouretdinov , t melluish , v vovk",,
62030,"r jungclaus , g saake , t hartmann , c sernadas","acm transactions on information systems ( tois ) ,",1996.0
62031,"t coduys , a lefevre , g pape","proceedings of 10ã ¨ me journã © es dâ ?? informatique musicale & hellip ; ,",
62032,"jd sweeney , r grupen , p shenoy",,
62033,"sr griffiths , rj wilkins , ph lewis , hc davis , w",proc . acm,
62034,s rakitin,"ieee computer ,",
62035,"ce hitchcock , a cronquist",,1974.0
62036,"m vignolo , r zeballos",proceedings latin america ieee t & d,
62037,"k swings , s donnay , w sansen",,
62038,"y sismanis , y kotidis",,
62039,"z ortiz , b shea , m suarez almazor , d moher , g","cochrane database syst rev ,",2000.0
62040,"tk shih , rc chang , yp chen","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
62041,"s shwartz , s dubnov , n friedman , y singer","procs . sigir ,",
62042,"ci robbins , rct smith","phil . mag ,",
62043,"m dermer , t pyszczynski","journal of personality and social psychology ,",
62044,"tm young , ss martin , me young , l ting","adolescence-san diego - ,",2001.0
62045,g caplan,,
62046,t forrest,"see lubeck ,",
62047,", s wolf","diabetes . i ,",1952.0
62048,ij o'connell,"geography ,",
62049,"b carp , ht kung","proceedings of acm/ieee mobicom ,",
62050,"j bekendam , r grob",,1979.0
62051,ja mason,"university of wisconsin ,",
62052,g arfken,"san diego ,",
62053,"d boyce , k balasubramaniam , x tian",,
62054,g shermon,"asia pacific human resources summit , bombay , india , february ,",
62055,"n koudas , s muthukrishnan , d srivastava","proceedings of the nineteenth acm sigmod-sigact-sigart & hellip ; ,",2000.0
62056,"yv srinivas , r juellig","lecture notes in computer science ,",1995.0
62057,"x xiao , q luo , d hong , h fu","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
62058,"nm lockie , rj van lanen","new directions for teaching and learning ,",1994.0
62059,sar hull,"acm trans . database systems ,",
62060,"m badoiu , p indyk , y rabinovich","unpublished manuscript ,",
62061,"s turteltaub , asj suiker","submitted for publication ,",
62062,ar byrne,,1972.0
62063,"s bari , cw yu , th lim","proceedings of the i mech e part d journal of automobile & hellip ; ,",2004.0
62064,"a howes , sj payne",,
62065,"rs epstein , m stonebraker","vldb ,",
62066,"a kohrs , b merialdo","proceedings of the seventh acm international conference on & hellip ; ,",1999.0
62067,"cj bacon , mm cornett , wn davidson",,
62068,"sd rane , j remus , g sapiro",,
62069,"t kolbe , c walther",,
62070,"a santoro , w park",,
62071,"r krishnan , j sterbenz",computer,
62072,"l colby , t griffin , l libkin , i mumick , h trickey","proceedings of acm sigmod international conference on & hellip ; ,",
62073,sk bose,,1954.0
62074,pa sissel,"new directions for adult and continuing education ,",2001.0
62075,"a williams , w thies , md ernst",mit computer science and artificial intelligence laboratory (,
62076,"m kronacker , d banks",proc . 21th int . conf . on very large data,
62077,"sj mullender , g van rossum , as tanenbaum , r van","ieee computer ,",
62078,"ame el , s mccanne , r katz","proc . acm multimedia ,",
62079,"m jibu , k yasue , s hagan",,1995.0
62080,"mn clifford , ps staniforth","proc int congr asic ,",
62081,"ke hu , vr lesser","technical report 93-72 , university of massachusetts , amherst ,",
62082,"n kabra , dj dewitt","sigmod conference ,",1998.0
62083,"j armstrong , f perricone","proceedings of the 25 thturbomachinery symposium , & hellip ; ,",
62084,c lã © cluse,"proc . acm sigmod int . conf . on management of data , chicago (",
62085,"w litwin , tlh schwarz","res . rep. ceria , u. dauphine ( sept. .",
62086,p gillin,"computerworld ,",
62087,jl vincent,"contributions to nephrology ,",2001.0
62088,"sk dâ ?? amours , m sugrue , r russell , n nocera",,
62089,n igoumenakis,"interbooks , athens , greece ,",
62090,"a koscielski , l pacholski","journal-acm ,",1996.0
62091,"sj rizvi , jr haritsa","proc . of the 28th intâ ?? l conference on very large databases ,",
62092,"b neganov , v trofimov","otkrytia i izobreteniya ,",
62093,"a dorin , j mccormack","leonardo ,",
62094,be haynes,"journal of emergency medicine ,",2001.0
62095,lm moyo,,
62096,"c leuschen , r plumb , q charatan","information and software technology ,",2000.0
62097,"a bianco , v distefano , a fumagalli , e leonardi , f","computer networks ,",2000.0
62098,"s xu , j lam","lee proceedings , part d ,",
62099,j gray,"proceedings of vldb ,",1981.0
62100,j carney,"economic geography ,",1993.0
62101,q majorana,"phil . mag ,",
62102,a weininger,,
62103,m dolgicer,"application development trends ,",1999.0
62104,"wm carriere , r thibodeau","general research corporation , santa barbara , california , & hellip ; ,",
62105,c objectives,,
62106,"s yakowitz , c heyde","unpublished manuscript ,",
62107,lw fiddick,,1998.0
62108,r hill,"phil . mag ,",
62109,s mitchell,proc . 11th acm symp . comp .,
62110,"jm braxton , ae bayer , ja noseworthy","new directions for teaching and learning ,",2004.0
62111,b ramamurthi,,1986.0
62112,"a balmin , t wang","proceedings of the international conference on very large & hellip ; ,",2003.0
62113,"s dillard , m maccollum",,
62114,"d nauck , f klawonn , rkn netze , fs vieweg",,
62115,"g chen , y zhang , s lin , f dai","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
62116,h ziegler,"encyclopedia of plant physiology ,",1975.0
62117,"kg larsen , p pettersson , w yi","department of computer science and mathematics , aalborg & hellip ; ,",
62118,"h oyama , w shimada , t ebinuma , y kamata , s takeya ,",,2005.0
62119,rs drago,"acc . chem . res ,",
62120,aw strong iv,proc . 28th int . cosmic ray,
62121,"s ceri , m negri , g pelagatti",,
62122,"jd mcgregor , td korson",,
62123,"y ohta , h tamura",,
62124,m wilson,"annual conference of the association of american geographers & hellip ; ,",
62125,k cochrane,"social studies and the young learner ,",1992.0
62126,"b bresar , w imrich , s klavzar","discussiones mathematicae graph theory ,",2003.0
62127,"e lbnl , ag intep","intep ag report , zurich , switzerland ,",
62128,n marks,"see ref ,",
62129,e van damme,,1991.0
62130,"dl donoho , tpy yu",,1996.0
62131,"o egger , w li , m kunt","proceedings-ieee ,",1995.0
62132,j bennett,"personal communication . seattle , washington ,",
62133,pwl fong,,
62134,mf barnsley,"proc . spie ,",1988.0
62135,"t brinkho , hp kriegel , b seeger",proc . acm sigmod int . conf . on management of,
62136,m nei,"new york ,",
62137,db muscatello,"new directions for program evaluation ,",1988.0
62138,"t von schantz , s bensch , m grahn , d hasselquist , h","proceedings : biological sciences ,",1999.0
62139,"i tatarinov , z ives , a halevy",proceedings of,
62140,"i tan , in goh , m ghanbari","electronic letters ,",1994.0
62141,td johnson,"new directions for teaching and learning ,",2003.0
62142,"k pawlikowski , d mcnickle","submitted for publication ,",
62143,"d gunopulos , h mannila , s saluja","proceedings of the 6th international conference on database & hellip ; ,",1997.0
62144,"m balabanovic , y shoham",,1995.0
62145,"m slater , v linakis , m usoh , r kooper","proceedings of acm virtual reality software and technology ( & hellip ; ,",1996.0
62146,pa cohen,"new directions for teaching and learning ,",1990.0
62147,r szeliski,,
62148,"ke watkins , tj shindell","new directions for adult and continuing education ,",1994.0
62149,"jr karr , ew chu","us environmental protection agency , seattle , washington ,",
62150,"m shackleton , p marrow","bt technology journal ,",2000.0
62151,"n muã?ller , a hulk , c jakubowicz","proceedings of the 23rd annual boston university conference & hellip ; ,",
62152,"s abiteboul , d pfoser , e pitoura , g samaras , m","acm sigmod record ,",
62153,"jp fishburn , ae dunlop","proc . iccad ,",
62154,v caldera,"& hellip ; design manual fora geothermal demonstration plant at heber , & hellip ; ,",
62155,kv magalhaes,"msc thesis , department of computer science , federal university",
62156,"m rodrä ± guez-martä ± nez , n roussopoulos",proceedings of the 2000 acm-sigmod,
62157,"m raineri , p modenesi","the histochemical journal ,",1988.0
62158,"pj peterson , lm benson , ek porter","international conference on management and control of heavy & hellip ; ,",
62159,p haasen,"phil . mag ,",1958.0
62160,rj hunter,vol .,
62161,tc bergstrom,,
62162,"g bauch , v franz","proc . int . conf . telecomm ,",
62163,"b maresca , gs kobayashi","contributions to microbiology ,",2000.0
62164,"j rakowski , e groskopf , m walsh","journal of emergency nursing ,",1994.0
62165,d helmich,"the academy of management review ,",1977.0
62166,"h tolner , cd andriesse , hha schaeffer","& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,",1976.0
62167,"a macnab , g vahala , p pavlo , l vahala , m soe",,
62168,epa nsw,,2002.0
62169,"as hirschy , jm braxton","new directions for teaching and learning ,",2004.0
62170,"tm duffy , j lowyck , dh jonassen",,1993.0
62171,"ml barja , nw paton , aaa fernandes , mh williams","proceedings of the international conference on very large & hellip ; ,",1994.0
62172,"dd raphael , al macfie",,1976.0
62173,"a morrill , m burgoon","santa barbara ,",
62174,"a albano , ni bergami",the vldb,
62175,"fj pettijohn , pe potter , r siever",,1987.0
62176,pg selingerâ ? ¦,"proc . acm sigmod symp . on the management of data , boston , & hellip ; ,",1979.0
62177,"r frieschknecht , p hofstetter , i knoepfelâ ? ¦","zurich , switzerland , bundesamt fur energiewirtschaft ,",
62178,"wg yee , o frieder",,
62179,"j turner , r kraut",,
62180,"jh diniz , am carvalho , lcl cherchiglia , jj soares","proceedings of the 23rd international conference on & hellip ; ,",
62181,"z chen , r fowler , a fu , c wang","submitted for publication ,",2003.0
62182,"m mefford , j michael","pc magazine ,",
62183,s carl,,1996.0
62184,"p rossmanith , t zeugmann","machine learning ,",2001.0
62185,"m krus , p bourdot , f guisnel , g thibault",,
62186,hh chang,"san diego ,",
62187,jc moore,"proc . int . cong . math. , i",
62188,r martin,,
62189,"m eck , t derose , t duchamp , h hoppe , m lounsbery ,","acm ,",
62190,"s å altenis , cs jensen , st leutenegger , ma lopez","proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000.0
62191,"n boudriga , a mili , r zalila","information and software technology ,",1991.0
62192,"y zhuge , h garcia-molina , j hammer , j widom",,
62193,"t pratt , c ozbay , c friberg","conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0
62194,j palme,"electronic mail ,",
62195,uk hse,"isbn ,",
62196,"gd magoulas , a prentza",,
62197,js donath,"proceedings of the third acm international conference on & hellip ; ,",1995.0
62198,"r conte , r hegselmann , p terna",,1997.0
62199,"ss rappaport , lr hu","proceedings-ieee ,",1994.0
62200,"tc caboni , as hirschy , jr best","new directions for teaching and learning ,",2004.0
62201,"a enders , g nimtz","journal de physique i ,",1992.0
62202,"tm davis , ch lineweaver",,2003.0
62203,a orbigny,"cephalopodes . i ,",
62204,"d decasper , z dittia , g parulkar , b plattner",,
62205,"u rutishauser , a schaefer","& hellip ; embodied artificial intelligence , zurich , switzerland ,",
62206,"v lukeå ¡ , e rohan , r cimrman","submitted for publication ,",
62207,"w ye , j heidemann , d estrin",,
62208,"c ebeling , dc cronquist , p franklin","lecture notes in computer science ,",1996.0
62209,j bell,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
62210,"as sdnr , p deshpande , jf naughton , k ramaswamy",proceedings of the international conference on very large,
62211,"p tanabe , r thomas , j paice , m spiller , r","journal of emergency nursing ,",2001.0
62212,m merritt,"unpublished manuscript ,",
62213,"j cho , h garcia-molina",,
62214,"m burnett , mj baker , c bohus , p carlson , s yang , p","ieee computer ,",
62215,"ft chan , ty chen , ik mak , yt yu","information and software technology ,",1996.0
62216,"ja hall , kg braunwald","journal of personality and social psychology ,",
62217,"c schubert , r ludwig , s watanabe , f futami , s","proc . 28th europ . conf . opt . commun. ,",
62218,"b mandhani , d suciu","proceedings of vldb ,",2005.0
62219,a bennett,"unpublished manuscript ,",2002.0
62220,"c blundo , a cresti","submitted for publication ,",
62221,l kleinrock,computer,
62222,"m davies , f boyle , s osborne","electronic library ,",1998.0
62223,"c cohen-tannoudji , b diu , f laloã ``",vol .,
62224,"mg frank , p ekman , wv friesen","journal of personality and social psychology ,",1993.0
62225,"j shimamura , k arakawa","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
62226,"k townsend , s owocki , d groote",,2004.0
62227,"dj rosenkrantz , re stearns , m lewis","acm trans . on database systems ,",
62228,"t fahringer , s pllana , a villazon","lecture notes in computer science ,",2004.0
62229,"gs manku , s rajagopalan , bg lindsay","sigmod conference ,",1998.0
62230,td crenshaw,"proceedings of the allen d. leman swine conference . & hellip ; ,",
62231,z zhi-dong,,2002.0
62232,pc attie,,
62233,mc jackson,,
62234,"n sartorius , w kuyken","quality of life assessment : international perspectives ,",1994.0
62235,s marshall,"new directions for teaching and learning ,",1994.0
62236,st pickettâ ? ¦,"san diego ,",
62237,"la bruijnzeel , j proctor","ecological studies ,",1995.0
62238,"s idreos , m koubarakis , c tryfonopoulos","proc . of sigmod ,",2004.0
62239,"mp beal , o carton , c prieur , j sakarovitch",,
62240,m dekker,i,
62241,m ciment,,
62242,"s soni , z tang",,
62243,"b rehder , r hastie","submitted for publication ,",
62244,"t yamauchi , l hammond , k olukotun","stanford university technical report no . csl-tr-97-731 , august",
62245,"l saryanarayana , j hjelm","& hellip ; conference on mobile data management , hong kong , springer (",
62246,s abiteboul,"sigmod record ,",1999.0
62247,"cl rosen , dfm brown , mj sagarin , y chang , cj","journal of emergency medicine ,",1998.0
62248,"pf azevedo , vls silva","unpublished manuscript ,",2001.0
62249,jw watson,"geography ,",
62250,"rp johnson , jw mellors","journal of emergency medicine ,",1988.0
62251,"e van nimwegen , jp crutcheld",,1998.0
62252,"yc wang , xb zhang , sl li , qc zhao , jj jiao , yy","geography ,",
62253,"yt chen , kh lee","computer networks ,",2001.0
62254,"g ersdal , a kvitrud","proc int offshore polar eng conf ,",2000.0
62255,"e smyth , df hannan","bust to boom ,",
62256,"m sato , t inoue",,
62257,"e bertino , m cochinwala , m mesiti","mobile data management , 2002 . proceedings . third & hellip ; ,",2002.0
62258,ra beauregard,"urban geography ,",1995.0
62259,"mk lakhamraju , r rastogi , s seshadri , s sudarshan","proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000.0
62260,"a haskel , e keinan","acc . chem . res ,",1995.0
62261,m miyahara,"proc . spie ,",1988.0
62262,ic kelly,"veterinary thesis , university of zurich , switzerland ,",
62263,kl moore,,1992.0
62264,r davis,"acm sigart bulletin ,",1977.0
62265,"ag merten , jp fry","proc of acm-sigfidet ,",
62266,"e chang , s cheung , dy panâ ? ¦","proc . spie ,",1999.0
62267,"cs aneshensel , pa yokopenic","journal of personality and social psychology ,",1985.0
62268,"r malouf , sa areosa","cochrane database syst rev ,",
62269,"j paakki , t gyimã ³ thy , t horvã ¡ th",submitted for,
62270,"s yang , b hajek",,
62271,d hiebert,"economic geography ,",1999.0
62272,"w klas , a sheth","acm sigmod record 23 ( 4 ) ,",
62273,"vr basili , r reiter","ieee computer ,",
62274,db gould,,
62275,"hg smith , g dolling , rm nicklow , pr vijayaraghavan",vol .,
62276,"r fischer , h lane",,1993.0
62277,"a crespo , h garcia-molina",,
62278,"cjn lacey , hsg thompson , ef monteiro , ml davies ,",,
62279,mm watts,"new directions for teaching and learning ,",2003.0
62280,m shillor,,
62281,ao peer-to-peer,,2001.0
62282,"ed larson , rh williams","procs . 1988 asme cogen-turbo sympos ,",
62283,s wunder,"social studies and the young learner ,",1995.0
62284,"c campbell , c mclean","submitted for publication ,",
62285,t joanen,"proceedings of the 23rd annual conference of the & hellip ; ,",
62286,"s green , r buchbinder , l barnsley , s hall , m white","cochrane database syst rev ,",2002.0
62287,"xj wang , wy ma , l zhang , x li","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
62288,c galloway,"unpublished manuscript ,",
62289,"lm brown , wm stobbs","phil . mag ,",
62290,g walthers,,1999.0
62291,"rs john , cs li","ieee workshop on content-based access of image and video & hellip ; ,",1998.0
62292,p bernstein,"powerpointfolien , panel session model managing project , & hellip ; ,",
62293,"md rutherford , r kurzban , j tooby , l cosmides","& hellip ; paper , university of california , santa barbara , ca ,",
62294,"y kawata , n niki , h ohmatsu , k eguchi , n moriyama","proc . spie ,",1997.0
62295,"s tapsell , s tunstall , m house , j whomsley , p","area ,",2001.0
62296,"e pourabbas , m rafanelli","sigmod record ,",2000.0
62297,j king,"computerworld ,",
62298,"g cabri , l leonardi , f zambonelli","lecture notes in computer science ,",1998.0
62299,"mj sagarin , cp cannon , ms cermignani , bm scirica ,","journal of emergency medicine ,",1998.0
62300,mw finkin,"new directions for higher education ,",1989.0
62301,"w haney , l ludlow , a raczek , s stryker , a jones","& hellip ; prepared for manpower demonstration research corporation by & hellip ; ,",
62302,"g flato , rd brown",submitted for,
62303,"t sellis , cc lin , l raschid","proceedings of the 1988 acm sigmod international conference & hellip ; ,",1988.0
62304,j sandberg,"academy of management journal ,",2000.0
62305,"cl soles , ft chang , dw gidley , af yee",,
62306,"r breu , g popp",,
62307,"jl smith , dc cowling , cr barker","lancet i ,",1972.0
62308,"pm gollwitzer , h heckhausen , b steller","journal of personality and social psychology ,",
62309,"rk brayton , gd hachtel , al sangiovanni-vincentelli","ieee , proceedings ,",1981.0
62310,"tr smith , mr pelton","international conference on bear research and management ,",
62311,"y zhuge , h garcia-molina , jl wiener","conf . on management of data ,",
62312,"la egger , h park , m inouye","genes to cells ,",1997.0
62313,"s warner , mm breitbart","new directions for teaching and learning ,",1989.0
62314,al wilson,"new directions for adult and continuing education ,",2001.0
62315,"s tatapudi , v beiu","lecture notes in computer science ,",2003.0
62316,d drikakis,"phd thesis , national technical university of athens , greece ,",
62317,rl coffman,,
62318,j connolly,"computerworld. ,",1985.0
62319,"jm calvin , mk nakayama",,
62320,ahw robinson,"geography ,",
62321,"r anderson , e mayr","technical report , dept. computer science , stanford university ,",
62322,"aw johnson , t sikora","electronic letters ,",1994.0
62323,arh jmâ ?? eddies,"proc . acm sigmod int . conf . management of data , dallas , tx , & hellip ; ,",
62324,dc schneider,"san diego ,",
62325,jw hardy,"ieee , proceedings ,",1978.0
62326,"s savolainen , a kiuru , j kankare","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
62327,"g economakos , g papakonstantinou , p tsanakas","information and software technology ,",1995.0
62328,"b urgaonkar , p shenoy","proceedings of the 23rd annual acm sigact-sigops symposium & hellip ; ,",
62329,"da maltz , j broch , d johnson","proceedings of acm mobicom , october ,",
62330,"a amit , n linial",to,
62331,"j yang , w wang , ps yu , j han","sigmod conference ,",2002.0
62332,"a ghosh , m fry , g maclarty",computer,
62333,"pe gill , w murray , ma saunders","stanford university technical report sol86-2 , department of",
62334,ewj mitchell,"phil . mag ,",
62335,"g argo , j hughes , p trinder , j fairbairn , j","acm press frontier series ,",1990.0
62336,"m wang , b iyer , js vitter","proceedings of the acm sigmod workshop on research issues on & hellip ; ,",
62337,"j han , j pei , y yin , r mao","data mining and knowledge discovery ,",2004.0
62338,"a izmit , oh mcdaniel , g reethof","proc . inter-noise 77 , zurich , switzerland ,",
62339,st goh,"ieee transactions on knowledge and data engineering ,",2004.0
62340,wf bruns,"lecture notes in computer science ,",1999.0
62341,b bulletin,"md ,",
62342,ch mahaffey,,
62343,"l mackert , g lohman","technicalreport rj4836 , ibm almaden research center ,",
62344,"r rajeev , s kyuseok","proceedings of 24th vldb conferencenew york ,",
62345,"rj francis , j rose , z vranesic",proc . 28th acm/ieee design automation,
62346,y wiener,"the academy of management review ,",1982.0
62347,j cahn,unpublished,
62348,"t hholdt , rr nielsen","preprint , denmark technical university ,",
62349,"ym chung , q he , k powell , b schatz",,
62350,"ej candes , dl donoho",,2000.0
62351,"cw perdue , jf dovidio , mb gurtman , rb tyler","journal of personality and social psychology ,",
62352,s padmini,,1991.0
62353,"r shaw , m davis","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
62354,"k wang , mh graham","acm transactions on database systems ( tods ) ,",1992.0
62355,"g gottlob , p paolini , r zicari","acm transactions on database systems ,",
62356,"je wieselthier , gd nguyen , a ephremides","computer networks ,",2002.0
62357,"mj carey , dj dewitt , jf naughton",proc . acm sigmod,
62358,"rd keppel , jg weis , rd lamoria","seattle : washington state attorney generalâ ?? s office ,",
62359,"mg marcus , mm miller",,1994.0
62360,"da kazes , ci perrakis",,1986.0
62361,j kleiser,"proceedings of the 23rd annual conference on computer & hellip ; ,",1996.0
62362,"b tucker , s jones , l straker , j cole","new directions for teaching and learning ,",2003.0
62363,"b vance , d maier","sigmod conference ,",
62364,b grimes,"pc magazine ,",1993.0
62365,"r polosa , a simidchiev , eh walters","cochrane database syst . rev ,",2002.0
62366,"k anyanwu , a sheth","sigmod record , december ,",
62367,"c rolland , s leifert","proc . vth vldb , rio de janeiro ,",
62368,e grochowski,"ibm research division , almaden research center , san jose , ca ,",
62369,ce adams,"bt technology journal ,",2002.0
62370,d blazys,"journal of emergency nursing ,",
62371,"s abiteboul , c beeri","the vldb journal the international journal on very large & hellip ; ,",1995.0
62372,ma olson,,
62373,m winslett,"acm sigmod record ,",2005.0
62374,"v pata , a zucchi",,
62375,s hussey,"bt technology journal ,",2002.0
62376,"cc danny , c poo","information and software technology ,",
62377,s chaudhuri,"proceedings of the 2th vldb conference ,",
62378,js townsend,"phil . mag ,",
62379,"jf pons , jf vilarem","vldb ,",1988.0
62380,"y kakuda , t kikuno","proceedings of the 4th international workshop on parallel & hellip ; ,",1996.0
62381,"m zhang , jt yao","proceedings of the 23rd international conference of nafips ,",
62382,"e bertino , ak elmagarmid , ms hacid","acm sigmod record ,",2003.0
62383,"g wittig , g finnie",,
62384,d gardner,,
62385,"e gevirtz , t olson , m carroll , k burton , p collins","inc. santa barbara , california ,",
62386,"s hiranandani , k kennedy , cw tseng","proceedings of the 1991 acm/ieee conference on & hellip ; ,",1991.0
62387,k lindsky,"pc magazine ,",
62388,da barrington,,1985.0
62389,"a albano , g ghelli , r orsini","the vldb journal the international journal on very large & hellip ; ,",1995.0
62390,re bleicher,,1993.0
62391,jj thomson,"phil . mag ,",
62392,cj shaw,"acm sigmod record ,",1988.0
62393,"m papiani , j wason , da nicole",,
62394,"cf yeh , tj chen , c liu , jt gudmundsson , ma",,1999.0
62395,"j corwin , df bacon , d grove , c murthy",,
62396,"rp balda , im pepperbergâ ? ¦","san diego ,",
62397,"s dar , hv jagadish , ay levy , d srivastava","proc . 22nd international conference on very large data bases & hellip ; ,",
62398,ã ? solomon,unpublished,
62399,"d james , at laundrie , s gjessing , gs sohi","ieee computer ,",
62400,"p mcgoldrick , j bannister , a de jongh , r durham , j","cochrane database syst rev ,",
62401,"ih tarner , aj slavin , j mcbride , a levicnik , r","annals-new york academy of sciences ,",2003.0
62402,"pj ramadge , wm wochsm",,1989.0
62403,"a wigley , s wheelwright",,
62404,"r jain , kk ramakrishnan","proceedings of acm sigcomm , august ,",
62405,m marcotty,"history of programming languages -- ii table of contents ,",1996.0
62406,"cg moreira , jc yoccoz",to,
62407,"k hinrichs , h blunck , akv des fachbereichs",,
62408,e grochowski,"ibm almaden research center ,",
62409,w jane,"economic geography ,",1998.0
62410,"sr cartiere , t elsworth","journal of emergency nursing ,",1998.0
62411,dr porter,"new directions for adult and continuing education ,",1993.0
62412,"j mchugh , j widom , s abiteboul , q luo , a rajaraman",,
62413,aw sleeswyk,"phil . mag ,",
62414,"s amer-yahia , s cho , l lakshmanan , d srivastava","proc . of the acm sigmod conf . on management of data ,",
62415,"mj montpetit , d starobinski","computer networks ,",2003.0
62416,"t jacobi , a prestel",to,
62417,jn bassili,"journal of personality and social psychology ,",1979.0
62418,fp king,"new directions for higher education ,",1983.0
62419,s andler,"vldb ,",1982.0
62420,fg tricomi,university of,
62421,", p jonsson",,
62422,"b barger , aq lynch","new directions for higher education ,",1973.0
62423,"l persson , g andersson , sf hamrin , l johansson","complex interactions in lake communities ,",1988.0
62424,r bamford,"sigmod conference ,",
62425,fi parke,"proc . acm annual conf ,",
62426,"sv mclean , je mayer","social studies and the young learner ,",1996.0
62427,"j gast , p barford","computer networks ,",2004.0
62428,"b dageville , d das , k dias , k yagoub , m zait , m","proceedings of the international conference on very large & hellip ; ,",2004.0
62429,"re dickerson , i geis","san diego ,",
62430,ef toro,,1996.0
62431,"pj jc , ra jackson","proceedings of the i mech e part d journal of automobile & hellip ; ,",2003.0
62432,r potter,"area ,",2001.0
62433,"b ã?zden , r rastogi , a silberschatz","proceedings of the sixteenth acm sigact-sigmod-sigart & hellip ; ,",1997.0
62434,"m mas , r mesiar , m monserrat , j torrens","intelligent systems for information processing : from & hellip ; ,",
62435,"l armando , r janardhan , d paul , j gerard , ii heinz",,
62436,jb wells,,
62437,"a bandura , c pastorelli , c barbaranelli , gv","journal of personality and social psychology ,",1999.0
62438,at vii,at,
62439,l roversi,"lecture notes in computer science ,",1998.0
62440,im brancusâ ? ¦,"proc . 29th icrc , pune , india",
62441,"c surajit , d umesh",acm,
62442,"llb border , nv chism","new directions for teaching and learning , no ,",
62443,"m aicardi , f davoli , r minciardi , r zoppoli",,
62444,"sso spatscheck , d wang","proc . of acm wwwâ ?? 04 ,",
62445,"db percival , da howe",,
62446,j kirchner,"computerworld. ,",1983.0
62447,aw christiansen,"phil . mag ,",
62448,"l almagor , kd cooper",,
62449,"rw dick , j beals , sm manson , dw bechtold","unpublished manuscript ,",
62450,w meredith,"wisconsin studies in contemporary literature ,",1963.0
62451,"m ychou , a kramar , jl raoulâ ? ¦","proceedings of the 23rd esmo congress . ann oncol ,",
62452,"y tao , d papadias","vldb ,",2002.0
62453,"gf cirri , a cipriani , g matticari , a severi , c","proceedings of the 23rd international electric propulsion & hellip ; ,",
62454,mj watts,,1994.0
62455,"j robinson , lz mcarthur","journal of personality and social psychology ,",
62456,i ioannidis,proc . vldb,
62457,"s morishita , j sese",,
62458,m weverbergh,"management science ,",1979.0
62459,"gep box , wg hunter , js hunter","new york ,",
62460,"b rutherford , gr wekerle","urban geography ,",
62461,jb jung,"ph. d. dissertation , university of washington , seattle ,",
62462,d garlan,"ieee computer ,",1997.0
62463,"r ramamurthy , a akyamac , jf labourdette , s","proc . ofc ,",
62464,"m engeli , be hrdliczka","fides treuhand-vereinigung , zurich , switzerland ,",
62465,"t parikh , k ghosh , a chavan",,
62466,"y liu , c schuba","technical report , computer science department , stanford",
62467,"we duellman , l trueb","md ,",
62468,l wilson,"computerworld ,",
62469,"s viaene , ra derrig , g dedene","ieee transactions on knowledge and data engineering ,",2004.0
62470,je reaney,"proceedings of the 23rd annual acm siguccs conference on & hellip ; ,",1995.0
62471,r king,"geography ,",
62472,g harel,"san diego ,",
62473,j vijayan,"computerworld ,",
62474,"l haas , d kossmann , e wimmers , j yan","& hellip ; of the 23rd vldb conference , athens , greece",
62475,te sharp,"at . data ,",
62476,"t imielinski , s viswanathan , br badrinath","lecture notes in computer science ,",1994.0
62477,"h arvela , am elo , jj torsti , e valtonen","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
62478,"j zhou , ka ross","proceedings of the international conference on very large & hellip ; ,",2003.0
