entry_id,track,duration_min,music_style,issue_date,album,artist_title,copyright_info,music_price
1125,Staring At the Sun,3:58,"Soundtrack , Music , TV Soundtrack",6-Aug-07,Entourage ( Music from and Inspired By the TV Series ),TV on the Radio,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Album Only
1126,Redemption Song ( Live ),5:02,"Soundtrack , Music , Rock",8-Nov-08,Call and Response ( Original Motion Picture Soundtrack ),Matisyahu,2008 fair trade recordings,$ 0.99
1127,Redemption Song ( Live ),5:02,"Soundtrack , Music , Rock",8-Nov-08,Call and Response ( Original Motion Picture Soundtrack ),Matisyahu,2008 fair trade recordings,$ 0.99
1128,The Fun Party,2:23,"Alternative , Music",25-May-10,Chickens In Love,The Submarines,2010 826LA,$ 0.99
1129,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1130,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1131,Isle of Flightless Birds,5:45,"Rock , Music , Pop",29-Dec-09,twenty one pilots,twenty one pilots,2009 Twenty One Pilots,$ 0.99
1132,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1133,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1134,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1135,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1136,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1137,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1138,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1139,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1140,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1141,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1142,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1143,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1144,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1145,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1146,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1147,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1148,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1149,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1150,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1151,Truce,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",4-Jan-13,Vessel,twenty one pilots,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1152,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1153,Goner,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",15-May-15,Blurryface,twenty one pilots,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,$ 1.29
1154,Sweat ( Snoop Dogg vs. David Guetta ) [ Remix ],3:15,"Hip-Hop/Rap , Music",4-Mar-11,Sweat ( Snoop Dogg vs. David Guetta ) [ Remix ] - Single,Snoop Dogg & David Guetta,"2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",$ 1.29
1155,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1156,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1157,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1158,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1159,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],2:51,"Dance , Music",21-Aug-09,One Love ( Deluxe Version ),David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$ 1.29
1160,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1161,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1162,Blast Off ( Radio Edit ),3:07,"Dance , Music , Electronic",30-Jun-14,Blast Off ( Radio Edit ) - Single,David Guetta & Kaz James,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1163,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1164,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1165,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1166,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1167,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1168,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],2:51,"Dance , Music",21-Aug-09,One Love ( Deluxe Version ),David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$ 1.29
1169,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],5:12,"Dance , Music , Electronic",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],David Guetta,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",$ 1.29
1170,The Alphabeat,4:29,"Dance , Music , Electronic , Rock , House",26-Aug-11,Nothing But the Beat 2.0,David Guetta,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",$ 0.99
1171,The Alphabeat,4:29,"Dance , Music , Electronic , Rock , House",26-Aug-11,Nothing But the Beat 2.0,David Guetta,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",$ 0.99
1172,The Alphabeat,4:29,"Dance , Music , Electronic , Rock , House",26-Aug-11,Nothing But the Beat 2.0,David Guetta,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",$ 0.99
1173,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],2:45,"House , Music , Dance , Rock , Electronic",3-Dec-10,Who 's That Chick ( feat . Rihanna ) - EP,David Guetta & Rihanna,2010 Gum Prod licence exclusive Parlophone Music France,$ 0.99
1174,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1175,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1176,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1177,Whip ( Bonus Track ),3:40,"Soundtrack , Music",17-Mar-15,Furious 7 ( Original Motion Picture Soundtrack ),Famous to Most,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,$ 1.29
1178,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1179,Who 's That Chick ? ( feat . Rihanna ) [ Instrumental ],3:18,"Rock , Music , Dance , House , Electronic",7-Jan-11,Who 's That Chick ( feat . Rihanna ) - EP,David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$ 0.99
1180,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],5:12,"Dance , Music , Electronic",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],David Guetta,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",$ 1.29
1181,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1182,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),3:34,"Dance , Music , House , Electronic , Rock",26-Aug-11,Nothing But the Beat,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 1.29
1183,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],2:51,"Dance , Music",21-Aug-09,One Love ( Deluxe Version ),David Guetta,2010 Gum Prod licence exclusive Parlophone Music France,$ 1.29
1184,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1185,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",4:42,"Dance , Music",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",David Guetta,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1186,Tempest,6:05,"Soundtrack , Music",17-Mar-15,Furious 7 ( Original Motion Picture Soundtrack ) [ Deluxe Version ],Deftones,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,Album Only
1187,Dynamo,3:55,"Dance , Music",12-Jul-13,Cathy & David Guetta Present FMIF ! Ibiza Mix 2013,Laidback Luke & Hardwell,"2013 Gum Prod , under exclusive license to Parlophone Music France , under exclusive licence to WEA INTERNATIONAL INC",Album Only
1188,Sexy Bitch ( feat . Akon ) [ Koen Groeneveld Remix ] [ David Guetta Vocal Re-Edit ],7:30,"Dance , Music",7-Sep-09,Sexy Bitch ( feat . Akon ) - Single,David Guetta,"2009 Gum Prod , Licence exclusive Parlophone Music France",$ 0.99
1189,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),3:34,"Dance , Music , House , Electronic , Rock",26-Aug-11,Nothing But the Beat,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 1.29
1190,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],5:12,"Dance , Music , Electronic",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],David Guetta,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",$ 1.29
1191,The Alphabeat,4:29,"Dance , Music , Electronic , Rock , House",26-Aug-11,Nothing But the Beat 2.0,David Guetta,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",$ 0.99
1192,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],6:37,"Dance , Music , Electronic",20-Jan-12,Titanium ( Remixes ) [ feat . Sia ],David Guetta,"2011 What A Music Ltd , licence exclusive Parlophone Music France",$ 0.99
1193,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1194,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1195,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1196,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1197,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1198,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1199,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1200,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1201,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1202,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
1203,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1204,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1205,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],3:20,"Dance , Music , Rock , House , Electronic , French Pop",24-Nov-14,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1206,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],6:27,"Dance , Music",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Remixes EP ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1207,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],6:27,"Dance , Music",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Remixes EP ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1208,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],6:27,"Dance , Music",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Remixes EP ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1209,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],6:27,"Dance , Music",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Remixes EP ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1210,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],6:27,"Dance , Music",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Remixes EP ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1211,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],6:27,"Dance , Music",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Remixes EP ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1212,"Dangerous , Pt. 2 ( feat . Trey Songz , Chris Brown & Sam Martin )",3:33,"R&B / Soul , Music",19-Dec-14,"Dangerous , Pt. 2 ( feat . Trey Songz , Chris Brown & SamÎ 3/4 Martin ) - Single",David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",$ 1.29
1213,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1214,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1215,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1216,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1217,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1218,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1219,Glasgow,5:13,"Dance , Music , Electronic , House , Rock",26-Aug-11,Nothing But the Beat - The Electronic Album,David Guetta,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",$ 0.99
1220,Home ( feat . Penelope Austin ) [ Manila Killa Remix ],4:44,"Dance , Music",25-Mar-14,Big Beat Miami 2014,"Ivan Gough , Walden & Jebu",This Compilation 2014 Big Beat Records Inc. for the United States and WEA International for the World outside of the United States . A Warner Music Group Company,$ 1.29
1221,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],5:55,"Dance , Music , Electronic",21-Jul-14,Lovers on the Sun ( Remixes ) - EP,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1222,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],5:55,"Dance , Music , Electronic",21-Jul-14,Lovers on the Sun ( Remixes ) - EP,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1223,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],5:55,"Dance , Music , Electronic",21-Jul-14,Lovers on the Sun ( Remixes ) - EP,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1224,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],5:55,"Dance , Music , Electronic",21-Jul-14,Lovers on the Sun ( Remixes ) - EP,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",$ 1.29
1225,The Whisperer ( feat . Sia ),3:54,"Dance , Music , Electronic , House , Rock , French Pop",24-Nov-14,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",$ 1.29
