media_id,copyright_text,music_release_date,track,album_title_nm,musical_length,style,performer
1055,"2013 Universal Island Records , a division of Universal Music Operations Limited",16-Dec-13,Together,Settle ( The Remixes ),2:22,"Electronic , Music , Dance , Garage , House","Disclosure , Sam Smith , Nile Rodgers & James Napier"
1056,"2013 Universal Island Records , a division of Universal Music Operations Limited",16-Dec-13,Together,Settle ( The Remixes ),2:22,"Electronic , Music , Dance , Garage , House","Disclosure , Sam Smith , Nile Rodgers & James Napier"
1057,"2013 Universal Island Records , a division of Universal Music Operations Limited",16-Dec-13,Together,Settle ( The Remixes ),2:22,"Electronic , Music , Dance , Garage , House","Disclosure , Sam Smith , Nile Rodgers & James Napier"
1058,2014 Ministry of Sound Recordings Ltd,23-Mar-14,Drop the Game ( R&B Mixtape Edit ),R&B Mixtape - Ministry of Sound,3:42,"R&B / Soul , Music",Flume & Chet Faker
1059,2014 Ministry of Sound Recordings Ltd,16-Feb-14,Place of Love ( feat . Filburt ) [ MP Edit ],Chilled House Session 2014 - Ministry of Sound,5:42,"Dance , Music",Good Guy Mikesh
1060,"2013 Universal Island Records , a division of Universal Music Operations Limited",16-Dec-13,Together,Settle ( The Remixes ),2:22,"Electronic , Music , Dance , Garage , House","Disclosure , Sam Smith , Nile Rodgers & James Napier"
1061,"2013 Mom + Pop , under exclusive license from Future Classic for North America",12-Nov-13,The Greatest View ( feat . Isabella Manfredi ),Flume ( Deluxe Edition ),4:02,"Electronic , Music",Flume
1062,2010 Moshi Moshi Records,29-Aug-10,Street Light Chronicle,Offline Dexterity - Single,4:59,"Alternative , Music",Disclosure
1063,2010 Moshi Moshi Records,29-Aug-10,Street Light Chronicle,Offline Dexterity - Single,4:59,"Alternative , Music",Disclosure
1064,2012 Make Mine,30-Jan-12,Flow,Tenderly / Flow - Single,5:09,"Dance , Music",Disclosure
1065,2012 Make Mine,30-Jan-12,Flow,Tenderly / Flow - Single,5:09,"Dance , Music",Disclosure
1066,2012 Moda Black,8-Jul-12,Moda Black ( Continuous Mix ),Moda Black ( Mixed By Jaymo & Andy George ),1:07:06,"Electronic , Music",Jaymo & Andy George
1067,2012 Ministry of Sound Recordings Limited,9-Sep-12,Tapa,Future Bass - Ministry of Sound,4:08,"Dance , Music",Slap In the Bass
1068,2012 Defected Records Limited,30-Nov-12,Avenue ( feat . Alisa Fedele ),Defected Presents Most Rated 2013,4:03,"Dance , Music",Sandy Rivera
1069,2013 Greco-Roman Ltd,2-Apr-13,Boiling ( Medlar Remix ),Control,5:52,"Electronic , Music , Dance",Disclosure
1070,2013 Greco-Roman Ltd,2-Apr-13,Boiling ( Medlar Remix ),Control,5:52,"Electronic , Music , Dance",Disclosure
1071,2013 Greco-Roman Ltd,2-Apr-13,Boiling ( Medlar Remix ),Control,5:52,"Electronic , Music , Dance",Disclosure
1072,2013 Greco-Roman Ltd,2-Apr-13,Boiling ( Medlar Remix ),Control,5:52,"Electronic , Music , Dance",Disclosure
1073,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1074,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1075,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1076,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1077,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1078,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1079,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1080,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1081,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1082,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1083,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1084,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1085,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1086,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1087,2015 Ministry of Sound Recordings Ltd,1-Feb-15,On Trees and Birds and Fire ( CHS6 Edit ) [ Sam Feldt & Bloombox Remix ],Chilled House Session 2015 - Ministry of Sound,3:33,"Dance , Music",I Am Oak
1088,2014 Defected Records Limited,15-Jun-14,Do You Feel the Same ?,Defected Presents Dimitri from Paris In the House of Disco,4:41,"Dance , Music , House",Hercules & Love Affair
1089,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1090,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1091,2013 Capitol Records Ltd.,28-Jan-14,Nirvana ( Harry Fraud Remix ),Nirvana,3:17,"Pop , Music , Electronic , R&B / Soul , Rock , Contemporary R&B , Adult Contemporary",Sam Smith
1092,"2015 Island Records , a division of Universal Music Operations Limited",26-May-15,Holding On ( feat . Gregory Porter ),Holding On ( feat . Gregory Porter ) - Single,5:15,"Electronic , Music",Disclosure
1093,"2015 Island Records , a division of Universal Music Operations Limited",15-Sep-15,Jaded,Jaded - Single,4:33,"Electronic , Music",Disclosure
1094,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1095,"2015 Island Records , a division of Universal Music Operations Limited",,Masterpiece ( feat . Jordan Rakei ),Caracal,4:01,"Electronic , Music , Dance , Garage , House , Rock",Disclosure
1096,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1097,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1098,"2013 Universal Island Records , a division of Universal Music Operations Limited",16-Dec-13,Together,Settle ( The Remixes ),2:22,"Electronic , Music , Dance , Garage , House","Disclosure , Sam Smith , Nile Rodgers & James Napier"
1099,"2015 Island Records , a division of Universal Music Operations Limited",,Afterthought,Caracal ( Deluxe ),5:20,"Electronic , Music , Dance , House , Garage , Rock",Disclosure
1100,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1101,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1102,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1103,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1104,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1105,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1106,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1107,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1108,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1109,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1110,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1111,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1112,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1113,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1114,2015 Ministry of Sound Recordings Ltd,12-Jan-15,Stolen Dance ( Weekend Edit ) [ FlicFlac Radio Edit ],The Weekender - Ministry of Sound,3:22,"Dance , Music",Milky Chance
1115,2014 Ministry of Sound Recordings Ltd,5-Jan-15,Friday ( RT15 Edit ) [ feat . Takura ] [ Prototypes Remix ],Running Trax 2015 - Ministry of Sound,3:42,"Fitness & Workout , Music",Shadow Child
1116,"This compilation ( P ) 2014 UMG Recordings , Inc. and Sony Music Entertainment",5-Aug-14,All of Me ( Ti ' âsto 's Birthday Treatment Remix - Radio Edit ),"Now Party Anthems , Vol . 2",4:10,"Pop , Music",John Legend
1117,2003 Machete Music / VI Music,20-May-03,Morena ( Remix ),La Historia Live,2:38,"Latin Urban , Music , Latino","Don Omar , GLORY & Hector & Tito"
1118,2005 VI Music,6-Dec-05,Vamos a Matarnos en la Raya,Reggaeton Best Remix,3:32,"Latin Urban , Music , Latino",Hector El Father
1119,2005 VI Music,6-Dec-05,Vamos a Matarnos en la Raya,Reggaeton Best Remix,3:32,"Latin Urban , Music , Latino",Hector El Father
1120,"2005 Cutting Records , Inc.",31-May-05,Reggaeton Fury ( Remix ),Reggaeton Fury,2:56,"Latin Urban , Music , Latino",Odyssey
1121,"2004 Perfect Image Records , Inc.",25-May-04,Soy una Gargola,"Jamz TV Hits , Vol . 2",2:34,"Latin Urban , Music , Latino",Cidely
1122,2006 Universal Music Latino,9-May-06,Nos Fuimos Under ( Remix ),Abusando del Genero,3:34,"Latino , Music",Voltio
1123,2007 Vice Records,21-Aug-07,Satan Said Dance,"This Is Next - Indie 's Biggest Hits , Vol . 1",5:30,"Rock , Music , Alternative , Indie Rock",Clap Your Hands Say Yeah
1124,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,7-Aug-07,Staring At the Sun,Entourage : Music from and Inspired By the Hit HBO Original Series,3:58,"Hip-Hop/Rap , Music , Soundtrack",TV on the Radio
1125,2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6-Aug-07,Staring At the Sun,Entourage ( Music from and Inspired By the TV Series ),3:58,"Soundtrack , Music , TV Soundtrack",TV on the Radio
1126,2008 fair trade recordings,8-Nov-08,Redemption Song ( Live ),Call and Response ( Original Motion Picture Soundtrack ),5:02,"Soundtrack , Music , Rock",Matisyahu
1127,2008 fair trade recordings,8-Nov-08,Redemption Song ( Live ),Call and Response ( Original Motion Picture Soundtrack ),5:02,"Soundtrack , Music , Rock",Matisyahu
1128,2010 826LA,25-May-10,The Fun Party,Chickens In Love,2:23,"Alternative , Music",The Submarines
1129,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1130,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1131,2009 Twenty One Pilots,29-Dec-09,Isle of Flightless Birds,twenty one pilots,5:45,"Rock , Music , Pop",twenty one pilots
1132,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1133,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1134,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1135,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1136,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1137,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1138,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1139,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1140,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1141,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1142,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1143,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1144,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1145,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1146,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1147,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1148,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1149,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1150,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1151,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,4-Jan-13,Truce,Vessel,2:22,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1152,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1153,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,15-May-15,Goner,Blurryface,3:56,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",twenty one pilots
1154,"2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",4-Mar-11,Sweat ( Snoop Dogg vs. David Guetta ) [ Remix ],Sweat ( Snoop Dogg vs. David Guetta ) [ Remix ] - Single,3:15,"Hip-Hop/Rap , Music",Snoop Dogg & David Guetta
1155,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1156,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1157,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1158,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1159,2010 Gum Prod licence exclusive Parlophone Music France,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],One Love ( Deluxe Version ),2:51,"Dance , Music",David Guetta
1160,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1161,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1162,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",30-Jun-14,Blast Off ( Radio Edit ),Blast Off ( Radio Edit ) - Single,3:07,"Dance , Music , Electronic",David Guetta & Kaz James
1163,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1164,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1165,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1166,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1167,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1168,2010 Gum Prod licence exclusive Parlophone Music France,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],One Love ( Deluxe Version ),2:51,"Dance , Music",David Guetta
1169,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],5:12,"Dance , Music , Electronic",David Guetta
1170,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",26-Aug-11,The Alphabeat,Nothing But the Beat 2.0,4:29,"Dance , Music , Electronic , Rock , House",David Guetta
1171,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",26-Aug-11,The Alphabeat,Nothing But the Beat 2.0,4:29,"Dance , Music , Electronic , Rock , House",David Guetta
1172,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",26-Aug-11,The Alphabeat,Nothing But the Beat 2.0,4:29,"Dance , Music , Electronic , Rock , House",David Guetta
1173,2010 Gum Prod licence exclusive Parlophone Music France,3-Dec-10,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Who 's That Chick ( feat . Rihanna ) - EP,2:45,"House , Music , Dance , Rock , Electronic",David Guetta & Rihanna
1174,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1175,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1176,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1177,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,17-Mar-15,Whip ( Bonus Track ),Furious 7 ( Original Motion Picture Soundtrack ),3:40,"Soundtrack , Music",Famous to Most
1178,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1179,2010 Gum Prod licence exclusive Parlophone Music France,7-Jan-11,Who 's That Chick ? ( feat . Rihanna ) [ Instrumental ],Who 's That Chick ( feat . Rihanna ) - EP,3:18,"Rock , Music , Dance , House , Electronic",David Guetta
1180,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],5:12,"Dance , Music , Electronic",David Guetta
1181,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1182,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Nothing But the Beat,3:34,"Dance , Music , House , Electronic , Rock",David Guetta
1183,2010 Gum Prod licence exclusive Parlophone Music France,21-Aug-09,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],One Love ( Deluxe Version ),2:51,"Dance , Music",David Guetta
1184,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1185,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",12-May-15,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP",4:42,"Dance , Music",David Guetta
1186,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,17-Mar-15,Tempest,Furious 7 ( Original Motion Picture Soundtrack ) [ Deluxe Version ],6:05,"Soundtrack , Music",Deftones
