object_id,author_team,publication_year,event_name
47561,j kador,2001.0,"electronic business ,"
47562,"e bertino , e ferrari , ac squicciarini",2004.0,"knowledge and data engineering , ieee transactions on ,"
47563,"ab ross , wg mallard , wp helman , gv buxton , re huie",,"md ,"
47564,"lm kaplan , p molnar , n srour , a filipov",,
47565,"r hirota , k suzuki",,"proc . ieee ,"
47566,"k yoshikawa , h ichiryu , h tanishita , s suzuki , n",,"proc . 28th dac ,"
47567,"s heiler , a rosenthal",,"proc 11th conf on very large data bases ,"
47568,jf marchman,1979.0,"& hellip ; symposium , 25 th , anaheim , calif , proceedings . part 1 ,"
47569,"cl larson , jb henriques , bd donzella , iv dolski ,",2002.0,
47570,n hasegawa,,"proceedings of wccfl ,"
47571,la de montmorillon,,"49th iwcs procs ,"
47572,"ma stephens , pe bates",1990.0,"information and software technology ,"
47573,"j hakemulder , w van peer , s zyngier",,"unpublished manuscript ,"
47574,j karney,1993.0,"pc magazine ,"
47575,"wh hsieh , ly sun , jk chen , sw wang",2001.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
47576,"r krupka , r pezzoni",1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,"
47577,"m bergamo , m bergamo",2005.0,"computer networks ,"
47578,"bv dobrov , vd kanyukova , s yu",,at .
47579,"kt chuang , ms chen",,
47580,"hh pang , a jain , k ramamritham , kl tan",2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,"
47581,pw warren,2004.0,"bt technology journal ,"
47582,"th cormen , ce leiserson , rl rivest",,"introduction to algorithms ,"
47583,"wh kohler , kc wilner , ja stankovic",,"proc . acm sigmod conf. ,"
47584,"d lomet , m tuttle",,vldb
47585,ta bronikowski,1965.0,
47586,f holecz,1993.0,
47587,ec elfe,,"bt technology journal ,"
47588,l studios,,
47589,"j stefanou , j stefanou",,"athens , greece : ntua publications ,"
47590,"syd yao , c shahabi , pã ? larson",2005.0,"the vldb journal the international journal on very large & hellip ; ,"
47591,a ambainis,1997.0,"lecture notes in computer science ,"
47592,c elliott,,
47593,i vajda,,
47594,"bk ehlmann , ma stewart",,"proc . 35th acm southeast conf ,"
47595,sk bishop,1999.0,"project management journal ,"
47596,v basic,,"microsoft corp ,"
47597,"p gastin , d oddoux",2001.0,"lecture notes in computer science ,"
47598,"jj cadiz , gd venolia , g jancke , a gupta",,
47599,wr jones,,"exper . parasitol . i ,"
47600,"dj morr , wr eisiner",,"see ref ,"
47601,b moss,,"proc . int . seaweed symp ,"
47602,l richlin,2001.0,"new directions for teaching and learning ,"
47603,rj glauber,,vol .
47604,c mcdougall,2002.0,
47605,a ballato,,"proc . of the 28th annual frequency control symposium ,"
47606,"h pirahesh , r ramakrishnan",1996.0,"acm transactions on database systems ,"
47607,"s donnay , p pieters , k vaesen , w diels , p wambacq ,",2000.0,"proceedings-ieee ,"
47608,an strahler,1952.0,
47609,"g hamilton , s freedman , sm mcgroder",,"new york : manpower demonstration research corporation , june ,"
47610,"t james , j ott",,"computer networks ,"
47611,"c ncube , n maiden",,
47612,r patterson,,
47613,mj chen,1996.0,"the academy of management review ,"
47614,t konstantakopoulos,,"& hellip ; thesis . national technical university of athens , greece ,"
47615,"k karlapalem , q li",2000.0,"distributed and parallel databases ,"
47616,"c borgs , w janke",1992.0,"j. phys . i france ,"
47617,"j shao , cj pound",1999.0,"bt technology journal ,"
47618,c provis,,
47619,"l austin , d morrey",2000.0,"proceedings-institution of mechanical engineers part d & hellip ; ,"
47620,"ja levine , ew pitt",1995.0,
47621,dc rine,1996.0,
47622,"p sestini , e renzoni , s robinson , p poole , fsf ram",2002.0,"cochrane database syst . rev ,"
47623,"d shasha , po ` neil , j gray , p helland",,
47624,"y fujii , we tobler , td snyder",2001.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
47625,"d buttler , t critchlow",2002.0,"information & software technology ,"
47626,"aj baiiardie , pf francis , j crowcroft",,"proceedings of acm sigcomm ,"
47627,"ay levy , a rajaraman , jj ordille",,"proc . 22nd vldb conference , bombay , india ,"
47628,"c bad , g gonzalez , a nandigam",,proceedings of acmâ ?? s
47629,c hayden,1993.0,"history of programming languages ,"
47630,ja cobb,1999.0,"computer networks ,"
47631,"g verbeke , g molenberghs",1997.0,
47632,"y zhuge , h garcia-molina , j hammer",,proceedings of acm sigmod conference ( june
47633,"s golonka , l matus-grossman",,
47634,"a balk , m gerla , d maggiorini , m sanadidi , a balk ,",2004.0,"computer networks ,"
47635,"h tanriverdi , cs iacono",,
47636,va morozov,1984.0,
47637,"m karpovsky , p nagvajara",,"proc . int . test conf ,"
47638,"g mingione , v brandi , a saporiti",1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,"
47639,m glicksman,1984.0,"new directions for higher education ,"
47640,"sa israel , nk kasabov",1996.0,"& hellip ; journal of intelligent information processing systems ,"
47641,bp inria,,
47642,"gm bodnar , gs hayt , rc marston",1998.0,"financial management ,"
47643,"j mchugh , j widom",,"& hellip ; vldb conference , morgan-kaufmann ,"
47644,"lk hotta , rs tsay",,"unpublished manuscript ,"
47645,ig dufour,1997.0,"bt technology journal ,"
47646,je stice,1987.0,"new directions for teaching and learning ,"
47647,"d bloom , k sherwood",1994.0,
47648,"p biebricher , n fuhr , g knorz , g lustig , m",,"proceedings of acm sigir ,"
47649,"ww jin , a sheth",1993.0,"sigmod record ,"
47650,md ernst,,
47651,"gwmh graham , k wang",1985.0,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,"
47652,k wale,1998.0,"electronic engineering ,"
47653,"d zhang , a markowetz , v tsotras , d gunopulos , b",,
47654,al mccall,1994.0,"social studies and the young learner ,"
47655,"d murphy , m eisenhauer",1994.0,"journal of emergency medicine ,"
47656,da phillips,,
47657,"da dillman , jj dillman , cj makela",1984.0,"new directions for program evaluation ,"
47658,mj grimble,1989.0,"& hellip ; proceedings d [ see also iee proceedings-control theory and & hellip ; ,"
47659,r ford,,"speech , cairo , egypt , september ,"
47660,t lehman,,proc . 1989 vldb
47661,e abã © cassis,,submitted for
47662,"wf perrin , we evans , db holts",1979.0,
47663,dl childs,,"3rd internat . conf . on very large data bases , tokyo ,"
47664,dm rabban,1994.0,"new directions for higher education ,"
47665,"ide videlo , am fletcher",1999.0,"bt technology journal ,"
47666,"s abiteboul , s cluet",1993.0,"vldb ,"
47667,"jp adhye , v firoiu , d towsley , j kurose",,"proceedings of acm/sigcomm â ?? 1998 ,"
47668,"r xie , r shibasaki",2005.0,"sigmod record ,"
47669,p golden,,"electronic business ,"
47670,"j wurtman , r wurtman , e berry , r gleason",1993.0,"neuropsychopharmacology-san diego - ,"
47671,m farber,,
47672,"m siam , g reiter , m schwarzott , d baurecht , up",,
47673,"s sxawagi , m stonebraker",,"proc . of the 1994 sigmod conference . may ,"
47674,"h lu , mc shan , kl tan",1991.0,"vldb ,"
47675,"dc brauer , pp roach , ms frank , rp knackstedt",1988.0,"space congress , 25 th , cocoa beach , fl , proceedings ,"
47676,"ed boudreaux , r ary , c mandry",2000.0,"journal of emergency medicine ,"
47677,tm stauffer,1990.0,"new directions for higher education ,"
47678,j david,,"technical report csli-87-72 , csli , stanford university , stanford"
47679,"ew brown , ra olmsted , js martenson , sj oâ ?? brien",,
47680,"j pope , d fenlon , a thompson , b shea , d furst , g",2000.0,"cochrane database syst rev ,"
47681,"j mylopoulos , p bernstein",,"acm transactions on database systems 5 ( 2 ) ,"
47682,"j gray , m anderton",,"ieee tods , also tandem"
47683,"mt roth , m arya , l haas , m carey , w cody , r fagin ,",1996.0,"proceedings of the 1996 acm sigmod international conference & hellip ; ,"
47684,ca balaras,1994.0,
47685,"d bloom , r hendra , c michalopoulos",2000.0,
47686,"a bolour , t anderson , l dekeyser , h wong",,"acm sigmod record ,"
47687,"k yi , t chung , j kim , s yi",2003.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
47688,"jy halpern , y moses",,"proceedings ,"
47689,jv narliker,1985.0,"astronomical society of india , meeting , 10th , bombay , india , & hellip ; ,"
47690,"ss lam , s chow",,"proceedings of acm sigcommâ ?? 94 , london ,"
47691,"m jennings , t anagnos",,"1998 asee annual conference proceedings , seattle ,"
47692,da kelly,1979.0,"new directions for higher education ,"
47693,"cc marshall , fm shipman",,"proceedings of acm hypertext â ?? 97 conference ,"
47694,"r agrawal , a gupta , s sarawagi",,"technical report , ibm almaden research center , 650 harry road ,"
47695,"ga vos , je janssen",,"& hellip ; eres international real estate conference , athens , greece , & hellip ; ,"
47696,c heycock,1995.0,"proceedings-nels ,"
47697,"y chu , sg rao , h zhang",2000.0,"acm sigmetrics performance evaluation review ,"
47698,"ee rogers , ca hansman",2004.0,"new directions for adult and continuing education ,"
47699,"re petty , jt cacioppo",1986.0,
47700,"tj wilt , r macdonald , i rutks",2003.0,"cochrane database syst rev ,"
47701,"k taga , ra kellner",,proceedings of
47702,"pl deutsch , cn mooers",,"proc . acm 20th nat . conf. , cleveland ,"
47703,"bj daley , vw mott",2000.0,"new directions for adult and continuing education ,"
47704,br baum,,"see ref ,"
47705,"f lovecchio , n oster , k sturmann , ls nelson , s",1997.0,"journal of emergency medicine ,"
47706,"jj alferes , ja leite , lm pereira , p quaresma",,
47707,"m tamura , m kitsuregawa",,"proceedings of the international conference on very large & hellip ; ,"
47708,"h berenson , p bernstein , j gray , j melton",,"proceedings of sigmod , san jose , ca ,"
47709,"d maulsby , ih witten",1993.0,"& hellip ; what i do : programming by demonstration table of contents ,"
47710,"l iftode , jp singh , k li",,
47711,g sterner,1992.0,
47712,pc land,2003.0,"new directions for higher education ,"
47713,"j pruyne , m livny",1995.0,"lecture notes in computer science ,"
47714,"a schonhage , afw grotefeld , e vetter",,
47715,bb mandelbrot,,"new york ,"
47716,r wittenbrink,1993.0,
47717,sb merriam,1993.0,"new directions for adult and continuing education ,"
47718,rk yin,1994.0,"new directions for program evaluation ,"
47719,km teed,2001.0,
47720,"wp yan , pa larson",1995.0,"vldb ,"
47721,d rowell,1993.0,"pc magazine-american edition - ,"
47722,"r ayre , a singh",,"pc magazine ,"
47723,y vassiliou,,"proc . of the acm sigmod int . conf . of data , boston ,"
47724,"m kwon , s fahmy , m kwon , s fahmy",2005.0,"computer networks ,"
47725,"s khanna , c chekuri",,"proc . 28th icalp ,"
47726,jb arthur,1994.0,"the academy of management journal ,"
47727,"ay johnson , af bobick",2001.0,"lecture notes in computer science ,"
47728,"ar djordjevic , tk sarkar",,"& hellip ; - domain response of multiconductor transmission lines , procs & hellip ; ,"
47729,"k prasad , a shrivastava",2000.0,"cochrane database syst rev ,"
47730,ln tanner,1997.0,
47731,"aa kuehn , mj hamburger",1963.0,"management science ,"
47732,r evans,1997.0,"applied geography ,"
47733,"a wenzel , m antonietti",1995.0,"acc . chem . res ,"
47734,nd henderson,,"see simmel ,"
47735,"y wang , j chiao , v nori",1993.0,"lecture notes in computer science ,"
47736,"t igarishi , s matsuoka , h tanaka",,"proceedings of acm siggraph ,"
47737,"bm vinagre , i podlubny , a hernandez , v feliu",,proceedings of the conference internationale francophone d
47738,"d floreano , f mondada",,
47739,"c quix , m schoop , m jeusfeld",2002.0,"sigmod record ,"
47740,"a ellis , d evans , r mcconnell , j woodrow",,"see ref ,"
47741,n dillion,,"computerworld ,"
47742,g buhzingsloewm,,"acm sigmod record ,"
47743,"j geller , y perl , ej neuhold",,"acm sigmod rec ,"
47744,"a eleftheriadis , d anastassiou",1995.0,"lecture notes in computer science ,"
47745,"i mouyna , t fontaine , m vai , m monod , wa fonzi , m",,submitted for
47746,"lvs lakshmanan , j pei , j han",2002.0,"vldb ,"
47747,rv greenslade,,"see ref ,"
47748,mr genesereth,,"technical report logic-91-l , stanford university computer"
47749,cl frush,1984.0,"& hellip ; : conference on radar meteorology , 22nd , zurich , switzerland & hellip ; ,"
47750,"p resnick , ra virzi",,
47751,"vm markowitz , f korzeniewski , k palaniappan , e",2005.0,"proceedings of the 31st international conference on very & hellip ; ,"
47752,"f manola , ja orenstein",1986.0,"vldb ,"
47753,"a evfimievski , j gehrke , r srikant",,"proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,"
47754,"c lichti , c faloutsos , h wactlar , m christel , a",,proceedings of vld98 conference ( very large
47755,c gaudiani,1985.0,"new directions for teaching and learning ,"
47756,"n margolis , e booker",,"computerworld ,"
47757,"b ras , ad manohar , rm rao , ss rao",1980.0,"powder metallurgy alloys symposium [ abstracts ] , bombay , india & hellip ; ,"
47758,"d lafferty , v cahill",,
47759,m bretschneider,,
47760,d heckerman,,"technical report msr-tr-95-04 , microsoft research , march , 1995 ."
47761,"rr kobak , c hazan",1991.0,"journal of personality and social psychology ,"
47762,ea brewer,,"weihl. , technical report mit/lcs/tr -516 , massachusetts institute"
47763,rs nikhil,1991.0,
47764,g alwang,,"pc magazine , september ,"
47765,"g evangelidis , d lomet , b salzberg",,"proc . of very large data bases ,"
47766,"m covell , c bregler",,
47767,"v kirchner , ca kelly , rj harvey",2000.0,"cochrane database syst rev ,"
47768,"h fraser , me bruce",1973.0,"lancet i ,"
47769,i horrocks,,journal of web
47770,"am segall , ha nash",1996.0,"genes to cells ,"
47771,bi crother,,"san diego , ca ,"
47772,"n podhorszki , p kacsuk",,
47773,n bontis,1998.0,"management decision ,"
47774,"m harada , p sole , p gaborit",,submitted for
47775,kk usel,,
47776,"d chauveau , d droz",1993.0,"contributions to nephrology ,"
47777,"b hanus-lorenz , a hryniewicz-jankowska",,
47778,"z yu , hr wu , s winkler , t chen",2002.0,"proceedings-ieee ,"
47779,"g cabodi , p camurati , l lavagno , s quer",,
47780,s tarrow,2003.0,"mobilization-san diego - ,"
47781,"h rã © glã © , a miroux , y raulet , l chapuis",,"proc . 21st risã ¸ int . symp . recrystallizationâ ?? â ?? & hellip ; ,"
47782,"g jim , h pat , o patrick , s dennis",,procs . of acm sigmod international conf . on management of
47783,"j rogalsky , r samurcay",1993.0,"nato asi series f computer and systems sciences ,"
47784,k meyer,1958.0,"fed proc ,"
47785,"aj marshall , rn gallaher , kh wang , r mcsorley",,
47786,"ä ° b arpinar , a doä?aã § , c evrendilek",1993.0,"acm sigmod record ,"
47787,pj brown,,
47788,"r rejaie , a ortega",,
47789,j borzo,,"computerworld ,"
47790,"rd bata , khg ashbee",,"phil . mag ,"
47791,"j marzluff , r balda",,"san diego , california ,"
47792,h jifeng,,"proceedings of the conferenceâ ?? 25 years of csp ,"
47793,m alton,,"seattle , washington , june ,"
47794,de puleston,,"see ref ,"
47795,"j foote , d kimber",2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,"
47796,"jb de sousa , fl pereira , ep da silva",,"procs . oceans ,"
47797,"pam van lange , w otten , emn de bruin , ja joireman",1997.0,"journal of personality and social psychology ,"
47798,"fa tobagi , j pang , r baird",,proceedings of acm
47799,m olin,,"international conference on irrigation management transfer ,"
47800,"m lorenz , jd gehrke , h langer , ij timm , j hammer",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,"
47801,"sb thacker , df stroup , m chang",2000.0,"cochrane database syst rev ,"
47802,lj cronbach,1982.0,"new directions for program evaluation ,"
47803,ra kowalski,,"proceedings of the symposium on automatic demonstration ,"
47804,"g desanctis , gw dickson , ms poole",,
47805,"ks ng , h liu , hb kwah",,
47806,"rd roberts , jw wilson",1984.0,"conference on radar meteorology , 22 nd , zurich , switzerland ,"
47807,l lawson,1962.0,"wisconsin studies in contemporary literature ,"
47808,"a broder , r kumar , f maghoul , p raghavan , s",,"computer networks ,"
47809,s ripley,,"pc magazine ,"
47810,"pm todd , de rumelhart",,"unpublished manuscript ,"
47811,"h ishikawa , k kubota",,
47812,fh wittmann,,"proc . of the 1st bolomey workshop , zurich , switzerland ,"
47813,"db drake , ja woods , tj bill , bw kesser , ma wenger ,",1998.0,"journal of emergency medicine ,"
47814,"dv deubel , g frenking",2003.0,"acc chem res ,"
47815,"e auramã $ ki , e lehtinen , k lyytinen",1988.0,"acm transactions on information systems ( tois ) ,"
47816,g graefe,,"proc . acm sigmod int . conf. , atlantic city , nj , may ,"
47817,b kennedy,,"geography ,"
47818,"p peyre , p merrien , hp lieurade , r fabbro , a",1992.0,"& hellip ; applications in the automotive industry , proceedings , 25 th & hellip ; ,"
47819,"ne mansour , d linkens",,
47820,"j mahadavan , pa bernstein , e rahm",,"proceedings of the 27th vldb conference , roma ,"
47821,n stam,,"pc magazine , august ,"
47822,"l dunphy , te miller",1987.0,"new directions for higher education ,"
47823,"m edgington , a lowry , p jackson , ap breen , s",1996.0,"bt technology journal ,"
47824,"a dogac , u halici , e kilic , g ozhan , f ozcan , s",,proceedings of the acm sigmod international conference on
47825,"hf korth , g speegle",1988.0,"proceedings of the 1988 acm sigmod international conference & hellip ; ,"
47826,wm mckeeman,1993.0,"history of programming languages ,"
47827,nl sarda,1993.0,"information and software technology ,"
47828,"h brighton , c mellish",1999.0,"lecture notes in computer science ,"
47829,"q chen , g gardarin",,proc . acm sigmod intl. conf . on management of
47830,aj barabell,,
47831,"m klein breteler , k pilarczyk",,"proc . 26th int . conf ,"
47832,mj struts,,
47833,m hazen,1992.0,"new directions for teaching and learning ,"
47834,"r jauhari , mj carey , m livny",1990.0,"vldb ,"
47835,"m robnik-sikonja , i kononenko",,
47836,dj klooster,2002.0,"economic geography ,"
47837,j karney,1994.0,"pc magazine-american edition - ,"
47838,"f loesel , ww wittmann",1989.0,"new directions for program evaluation ,"
47839,"dm hsu , r ladin",,"prueeedings of the acm sigmod conference on management of & hellip ; ,"
47840,r no,,"dept. of computer science , university of zurich ,"
47841,"jk swim , kj aikin , ws hall , ba hunter",1995.0,"journal of personality and social psychology ,"
47842,sov as a time,,
47843,"r crafts , z first , j satwicz",2001.0,"new directions for higher education ,"
47844,d duellmann,,
47845,"je cook , al wolf , bg zorn",1994.0,"sigmod conference ,"
47846,"ye ioannidis , e wong",1987.0,"proceedings of the 1987 acm sigmod international conference & hellip ; ,"
47847,"aaa fernandes , ml barja , nw paton , mh williams",,
47848,h thielecke,,proceedings 2nd acm sigplan workshop on
47849,l zhu,,
47850,"b lees , c irgens",,procs . eleventh international conference on expert systems
47851,"r srikant , r agrawal",1995.0,
47852,"ra becker , ce woodward , fj leonberger , rc",1984.0,"ieee , proceedings ,"
47853,"ab placement , affs micromirror",2002.0,"computer networks ,"
47854,"j smarr , c manning",2002.0,
47855,c christou,,"athens : commercial bank of greece ,"
47856,"b berendt , m spiliopoulou",2000.0,"the vldb journal the international journal on very large & hellip ; ,"
47857,a manoussos,,"ph. d. thesis , university of athens , greece ( 1993 ) ( in"
47858,"l knight , r wainwright",,
47859,"pc woodland , sj young",,
47860,"j sheinvald , b dom , w niblack",,"technical report rj 7833 , ibm almaden research center , november"
47861,"sr rintoul , jr donguy , dh roemmich",1997.0,"deep-sea res . i ,"
47862,dj minson,,"san diego ,"
47863,dj patel,1977.0,"biopolymers i ,"
47864,"gr webster , ji leib",,
47865,"dg maloney , aj grillo-lopez , ca white , d bodkin ,",1997.0,"blood-new york - ,"
47866,"yv glagolenko , eg dzekun , gm medvedevâ ? ¦",,at .
47867,oh mowrer,1960.0,
47868,"m chin , b toth",,"marchac d. , proceedings of the sixth congress of the interna"
47869,"lsl wong , gr hughes",,"& hellip ; of cereals . proc . workshop zurich , switzerland . pm fried , ed & hellip ; ,"
47870,"a maedche , s staab",,
47871,"g vossen , j yacabucci",1988.0,"sigmod record ,"
47872,ms kramer,2000.0,"cochrane database syst rev ,"
47873,p hartman,,"md ,"
47874,"p roy , s seshadri , a silberschatz , s sudarshan , s",1998.0,"the vldb journal the international journal on very large & hellip ; ,"
47875,pe mayes,1992.0,"proceedings of the ieee ,"
47876,m weiser,,
47877,"aj tomarken , rj davidson , jb henriques",1990.0,"journal of personality and social psychology ,"
47878,"rj miller , ma hernandez , lm haas , l yan , cth ho , r",2001.0,
47879,d weitz,,"unpublished manuscript ,"
47880,"jw carland , f hoy , wr boulton , jac carland",1984.0,"the academy of management review ,"
47881,"la rowe , ka shoens",,proceedings of the 1979 acm sigmod international conference
47882,"tr chung , rg chang , jk lee",,"proc . acm int &#39; l conf . supercomputing ,"
47883,"w hersh , c buckley , tj leone , d hickam",,"proc . acm sigir ,"
47884,"l ni , lf tam",,
47885,c petrie,2001.0,"lecture notes in computer science ,"
47886,ra millikan,,"phil . mag ,"
47887,p harries-jones,,"see ref ,"
47888,"a pino , g kouroupetroglou",2000.0,
47889,lit assimil,,
47890,ye lieu,,"acm trans . database syst ,"
47891,"bp miller , md callaghan , jm cargille , jk",,
47892,"k huppi , d siwarski , j kim , l diaw , c mainhart , c",,
47893,"w aref , d barbar",,"technical report , mitl , october"
47894,r bernhardt,,proc . of the 28th intern . symp . on automotive technology and
47895,"y yagi , m yachida",,
47896,jc bezdek,1981.0,
47897,s christodoulakis,1983.0,"proceedings of the 1983 acm sigmod international conference & hellip ; ,"
47898,da mcentire,,"journal of emergency management ,"
47899,"n bolger , a zuckerman",1995.0,"journal of personality and social psychology ,"
47900,d iseminger,2000.0,
47901,p barten,1993.0,"proc . spie ,"
47902,"a currie , ma brown",1992.0,"iee proceedings ,"
47903,"p madden , m desai",1973.0,"national aerospace meeting , washington , d. c , proceedings ,"
47904,al burness,2005.0,"bt technology journal ,"
47905,"ni hachem , k qiu , m gennert , mo ward",1993.0,"vldb ,"
47906,"lk richless , wa schrading , j polana , dr hess",1993.0,"journal of emergency medicine ,"
47907,"ie iacob , a dekhtyar",2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,"
47908,rf soll,2000.0,"cochrane database syst rev ,"
47909,"f iacobelli , r speckman",,"electronic design ,"
47910,c swann,,"md ,"
47911,"p karn , c partridge",,"proceedings of acm sigcomm ,"
47912,"hv jagadish , r agrawal , l ness",1987.0,"proceedings of the 1987 acm sigmod international conference & hellip ; ,"
47913,"r epstein , m stonebraker , e wong",,"proc . acm sigmod , austin . tx . june ,"
47914,rs patil,,"mit laboratory for computer science , ( may ,"
47915,j fuchs,1992.0,
47916,n dershowitz,,proceedings of the seminaire dâ ?? informatique
47917,"p indyk , n koudas , s muthukrishnan",2000.0,"proceedings of the 26th international conference on very & hellip ; ,"
47918,d mietrach,1982.0,"develop . and demonstration of econ . production systems in & hellip ; ,"
47919,"ck tham , ys gan , y jiang",,
47920,j pecham,1970.0,
47921,"h heredia-ureta , fa cruz-pã © rez , l ortigoza -",2003.0,"electronic letters ,"
47922,"e anshelevich , a dasgupta , j kleinberg , e tardos ,",,"unpublished manuscript ,"
47923,"am koss , jh waite",,proc . acm
47924,"f bergeron , l raymond",1995.0,"proceedings of the international conference on information & hellip ; ,"
47925,"a jacobs , dr jacoby , u herrlingerâ ? ¦",,
47926,"rr holden , dg kroner , gc fekken , sm popham",,"journal of personality and social psychology ,"
47927,"jla peiro , p steiger",,
47928,"m hammer , d mcleod",1975.0,"vldb ,"
47929,"mp johnson , a wilson , b blumberg , c kline , a",,
47930,"s abiteboul , j mchugh , d quass , j widom , r goldman",,"sigmod record ,"
47931,"dm andrews , ej mccluskey",,"crc technical report , no. 85-18 , stanford university , stanford ,"
47932,k ruedenberg,,vol .
47933,"s lã ¶ wel , k schmidt , ds kim , w singer , t",,"learning and memory . proceedings of the 23rd gã ¶ ttingen & hellip ; ,"
47934,", j randall-simpson",2000.0,"annals-new york academy of sciences ,"
47935,"h holthã ¶ fer , ba schulte , ss spicer",1988.0,"the histochemical journal ,"
47936,"a kleiner , m brenner , c dornhege , m luber , j",,
47937,df leslie,,"sigmod record ,"
47938,c reinsch,1967.0,"numerische mathematik ,"
47939,jm richter,,microsoft
47940,"t tesch , p fankhauser",1999.0,"lecture notes in computer science ,"
47941,"cgls cen , g gottlob , l lavazza",,"proc of twelfth inter conf on vldb , aug ,"
47942,"y ivanov , b blumberg , a pentland",,
47943,"a dogac , y tambag , p pembecioglu , s pektas , g",,proceedings of 2002 acm sigmod international conference on
47944,m modugno,,"proceedings , d. reidel publishing company ,"
47945,"ja zubairi , ma elshaikh , om april",,"seattle , washington ,"
47946,"a sucov , jj bazarian , ea delahunta , l spillane",1999.0,"journal of emergency medicine ,"
47947,"t imai , k yamaguchi , t muranaga",1994.0,"proceedings of the second acm international conference on & hellip ; ,"
47948,"g enea , j duplaix , m franceschi",1993.0,"iee proceedings d. control theory and applications ,"
47949,w litwin,,ceria res .
47950,"j ioppolo , j kowal , lp nolte",,procs
47951,"d goddeau , e brill , j glass , c pao , m phillips , j",,"proc . icslp ,"
47952,"cs desai , kl fishman",,proc . 28thâº s symp . on rock
47953,i bruder,1992.0,"electronic learning ,"
47954,a schutz,,"collected papers i ,"
47955,j lim,2003.0,"information and software technology ,"
47956,a athanassiou,1996.0,
47957,"a soffer , h samet",,"vldb journal ,"
47958,"h conrad , rw armstrong",,"phil . mag. ,"
47959,w hannum,2002.0,"new directions for teaching and learning ,"
47960,"id clarkson , dp goodall",1997.0,"systems science-wroclaw - ,"
47961,"al goldberg , m tischler , g demartino , g griffin",1980.0,"fed proc ,"
47962,s mann,2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,"
47963,"jp connolly , j nelson , k barnham , i ballard",,"proc . 28th ieee pv specialists conf. , anchorage ,"
47964,k perlin,,"video proceedings of acm siggraph â ?? 94 ,"
47965,bc smith,,"unpublished manuscript ,"
47966,"dc luckham , dp helmbold , s meldal , dl bryan , ma",,"technical report csl-tr-87-334 , stanford university , july 1987 ."
47967,"f brucy , j meunier , jf nauroy",,"proceedings of the 23rd offshore technology conference . & hellip ; ,"
47968,jm civikly,1986.0,"new directions for teaching and learning ,"
47969,"d palia , sa ravid",2001.0,"unpublished manuscript ,"
47970,"bnc prichard , pms gillam",,j. 1969
47971,"el cusack , es cordingley",1993.0,"bt technology journal ,"
47972,"jp sukle , ms subramanian",,"barc-1101 , bombay , india ,"
47973,"tg guttman , m boyle , gc hamilton , j augustine",1992.0,"journal of emergency medicine ,"
47974,"h chou , d dewitt",,"proceedings of the 11th vldb conference ,"
47975,"jp near , ca smith , rw rice , rg hunt",1984.0,"the academy of management journal ,"
47976,"q cheng , j gryz , f koo , c leung , l liu , x qian , b",,proc . of the 25th
47977,m solomon,,"computerworld ,"
47978,jk brueckner,,
47979,"m faloutsos , p faloutsos , c faloutsos",,"proc . acm sigcomm , comput . commun . rev ,"
47980,p ehrensperger,1972.0,
47981,"d konopnicki , o shmueli",,"proceedings vldb ,"
47982,d krzysik,1994.0,"proceedings of the second acm international conference on & hellip ; ,"
47983,"keh ii , d erdogmus , jc principe",,"journal of machine learning research ,"
47984,"s prabhakar , ak jain",2001.0,"lecture notes in computer science ,"
47985,"tr tubman , sw thompson",2001.0,"cochrane database syst rev ,"
47986,"fggmd pedreschi , f turini",1999.0,"i > proc . 1999 acm sigmod workshop research issues in data & hellip ; ,"
47987,sc lee,,
47988,m sherraden,,"saving performance in the american dream demonstration ,"
47989,r bruno,,computer
47990,"sa hodges , ml arnold",1995.0,"proceedings : biological sciences ,"
47991,"b frã ¶ hlich , j plate",,proc . acm chi
47992,ig dufour,1998.0,"bt technology journal ,"
47993,"a datta , k dutta , hm thomas , de vandermeer , k",2001.0,"proceedings of the 27th international conference on very & hellip ; ,"
47994,a chesher,2001.0,"unpublished manuscript ,"
47995,mg sem,1995.0,"wisconsin law review ,"
47996,e scannell,1984.0,"computerworld. ,"
47997,l sechrestâ ? ¦,1993.0,"new directions for program evaluation ,"
47998,t sheard,,"technical report , university of massachusetts at amherst , 1989 ."
47999,"s murphy , j walsh",1989.0,"social studies and the young learner ,"
48000,"e rahm , t bã ¶ hme",,
48001,"j quint , k edin , ml buck , b fink , yc padilla , o",1999.0,
48002,"r hull , ck yap",1984.0,"journal of the acm ( jacm ) ,"
48003,h frisk,,
48004,"p ji , b liu , d towsley , z ge , j kurose",,"technical report 02-12 , university of massachusetts at amherst ,"
