scholar_id,auth_names,journal_name,pub_title,published_yr
47777,"b hanus-lorenz , a hryniewicz-jankowska",,spectrin motifs are detected in plant and yeast genomes,
47778,"z yu , hr wu , s winkler , t chen","proceedings-ieee ,",vision-model-based impairment metric to evaluate blocking artifacts in digital video,2002.0
47779,"g cabodi , p camurati , l lavagno , s quer",,disjunctive partitioning and partial iterative squaring,
47780,s tarrow,"mobilization-san diego - ,",confessions of a recovering structuralist,2003.0
47781,"h rã © glã © , a miroux , y raulet , l chapuis","proc . 21st risã ¸ int . symp . recrystallizationâ ?? â ?? & hellip ; ,","in : hansen n , et al. editors",
47782,"g jim , h pat , o patrick , s dennis",procs . of acm sigmod international conf . on management of,the danger of replication and a solution,
47783,"j rogalsky , r samurcay","nato asi series f computer and systems sciences ,",task analysis and cognitive model as a framework to analyse environments for learning programming,1993.0
47784,k meyer,"fed proc ,",chemical structure of hyaluronic acid .,1958.0
47785,"aj marshall , rn gallaher , kh wang , r mcsorley",,partitioning of dry matter and minerals in sunn hemp,
47786,"ä ° b arpinar , a doä?aã § , c evrendilek","acm sigmod record ,",moodview : an advanced graphical user interface for oodbmss,1993.0
47787,pj brown,,do we need maps to navigate round hypertext documents ? .,
47788,"r rejaie , a ortega",,pals : peer-to-peer adaptive layered streaming,
47789,j borzo,"computerworld ,",how to succeed at e-commerce,
47790,"rd bata , khg ashbee","phil . mag ,","mechanical deformation of quartz , 1 , constant strain-rate compression experiments",
47791,"j marzluff , r balda","san diego , california ,",the pinyon jay : behavioral ecology of a colonial and cooperative corvid : acadimic press,
47792,h jifeng,"proceedings of the conferenceâ ?? 25 years of csp ,",linking simulation with refinement,
47793,m alton,"seattle , washington , june ,","a workshop on comparative biology , assessment , and management of gadoids from the north pacific and",
47794,de puleston,"see ref ,","terracing , raised fields , and tree cropping in the maya lowlands : a new perspective on the geography",
47795,"j foote , d kimber","proceedings of the 12th annual acm international conference & hellip ; ,",remote interactive graffiti,2004.0
47796,"jb de sousa , fl pereira , ep da silva","procs . oceans ,",a dynamically configurable architecture for the control of an auv,
47797,"pam van lange , w otten , emn de bruin , ja joireman","journal of personality and social psychology ,","development of prosocial , individualistic , and competitive orientations : theory and preliminary",1997.0
47798,"fa tobagi , j pang , r baird",proceedings of acm,andm . gang . streamingraid : adiskstoragesystemforvideoandaudio files,
47799,m olin,"international conference on irrigation management transfer ,",transfer of management of water users in stages i and ii of the bhairawa-lumbini groundwater,
47800,"m lorenz , jd gehrke , h langer , ij timm , j hammer","proceedings of the 14th acm international conference on & hellip ; ,",situation-aware risk management in autonomous agents,2005.0
47801,"sb thacker , df stroup , m chang","cochrane database syst rev ,",continuous electronic heart rate monitoring for fetal assessment during labor,2000.0
47802,lj cronbach,"new directions for program evaluation ,",in praise of uncertainty,1982.0
47803,ra kowalski,"proceedings of the symposium on automatic demonstration ,",the case for using equality axioms in automatic demonstration,
47804,"g desanctis , gw dickson , ms poole",,the dynamics of teams and technology : a field study of groupware in a network organization,
47805,"ks ng , h liu , hb kwah",,a data mining application : customer retention at the port of singapore authority ( psa ),
47806,"rd roberts , jw wilson","conference on radar meteorology , 22 nd , zurich , switzerland ,",precipitation and kinematic structure of microburst producing storms,1984.0
47807,l lawson,"wisconsin studies in contemporary literature ,",cass kinsolving : kierkegaardian man of despair,1962.0
47808,"a broder , r kumar , f maghoul , p raghavan , s","computer networks ,",graph structures in the web,
47809,s ripley,"pc magazine ,",mobility rules .,
47810,"pm todd , de rumelhart","unpublished manuscript ,",feature abstraction from similarity ratings : a connectionist approach,
47811,"h ishikawa , k kubota",,an active object-oriented database : a multi-paradigm approach to constraint management,
47812,fh wittmann,"proc . of the 1st bolomey workshop , zurich , switzerland ,",numerical models in fracture mechanics of concrete,
47813,"db drake , ja woods , tj bill , bw kesser , ma wenger ,","journal of emergency medicine ,",magnetic resonance imaging in the early diagnosis of group a beta streptococcal necrotizing,1998.0
47814,"dv deubel , g frenking","acc chem res ,",3 + 2 ] versus [ 2 + 2 ] addition of metal oxides across c = c bonds . reconciliation of experiment and,2003.0
47815,"e auramã $ ki , e lehtinen , k lyytinen","acm transactions on information systems ( tois ) ,",a speech-act-based office modeling approach,1988.0
47816,g graefe,"proc . acm sigmod int . conf. , atlantic city , nj , may ,",encapsulation of parallelism in the volcano query processing systems,
47817,b kennedy,"geography ,",on outrageous hypotheses in geography,
47818,"p peyre , p merrien , hp lieurade , r fabbro , a","& hellip ; applications in the automotive industry , proceedings , 25 th & hellip ; ,",improving the fatigue properties of a 356-t 6 with laser-shock surface treatment,1992.0
47819,"ne mansour , d linkens",,self-tuning pole-placement multivariable control of blood pressure for post-operative patients : a,
47820,"j mahadavan , pa bernstein , e rahm","proceedings of the 27th vldb conference , roma ,",generic schema matching with cupid,
47821,n stam,"pc magazine , august ,",computing,
47822,"l dunphy , te miller","new directions for higher education ,",exemplary retention strategies for the freshman year .,1987.0
47823,"m edgington , a lowry , p jackson , ap breen , s","bt technology journal ,",overview of current text-to-speech techniques : part i-text and linguistic analysis,1996.0
47824,"a dogac , u halici , e kilic , g ozhan , f ozcan , s",proceedings of the acm sigmod international conference on,metu interoperable database system . demo description,
47825,"hf korth , g speegle","proceedings of the 1988 acm sigmod international conference & hellip ; ,",formal model of correctness without serializability,1988.0
47826,wm mckeeman,"history of programming languages ,",a brief introduction to c,1993.0
47827,nl sarda,"information and software technology ,",time-rollback using logs in historical databases,1993.0
47828,"h brighton , c mellish","lecture notes in computer science ,",on the consistency of information filters for lazy learning algorithms,1999.0
47829,"q chen , g gardarin",proc . acm sigmod intl. conf . on management of,an implementation model for reasoning with complex objects,
47830,aj barabell,,improving the resolution performance of eigenstructure-based direction-finding algorithms,
47831,"m klein breteler , k pilarczyk","proc . 26th int . conf ,",w. and bexuije . design of alternative revetments [ a ] . coastal engng,
47832,mj struts,,james goodwill,
47833,m hazen,"new directions for teaching and learning ,",academic computing : how to address the teaching and learning challenge,1992.0
47834,"r jauhari , mj carey , m livny","vldb ,",priority-hints : an algorithm for priority-based buffer management,1990.0
47835,"m robnik-sikonja , i kononenko",,comprehensible interpretation of relief 's estimates,
47836,dj klooster,"economic geography ,",toward adaptive community forest management : integrating local forest knowledge with scientific,2002.0
47837,j karney,"pc magazine-american edition - ,",sharing a cd-rom,1994.0
47838,"f loesel , ww wittmann","new directions for program evaluation ,",the relationship of treatment integrity and intensity to outcome criteria,1989.0
47839,"dm hsu , r ladin","prueeedings of the acm sigmod conference on management of & hellip ; ,",organizing long-running activities with triggers and transactions [ c ],
47840,r no,"dept. of computer science , university of zurich ,",94.17,
47841,"jk swim , kj aikin , ws hall , ba hunter","journal of personality and social psychology ,",sexism and racism : old-fashioned and modern prejudices,1995.0
47842,sov as a time,,"new york , ny : hanpenbusiness",
47843,"r crafts , z first , j satwicz","new directions for higher education ,",building the foundation for collaboration : seamless learning at a new college,2001.0
47844,d duellmann,,petabyte databases,
47845,"je cook , al wolf , bg zorn","sigmod conference ,",partition selection policies in object database garbage collection,1994.0
47846,"ye ioannidis , e wong","proceedings of the 1987 acm sigmod international conference & hellip ; ,",query optimization by simulated annealing,1987.0
47847,"aaa fernandes , ml barja , nw paton , mh williams",,a deductive object-oriented database for data intensive application development,
47848,h thielecke,proceedings 2nd acm sigplan workshop on,continuation passing style and self-adjointness,
47849,l zhu,,keyblock : an approach for content-based image retrieval,
47850,"b lees , c irgens",procs . eleventh international conference on expert systems,knowledge based support for quality in engineering design,
47851,"r srikant , r agrawal",,mining generalized association rules . in : proc of 21th int ' l conf very large data bases,1995.0
47852,"ra becker , ce woodward , fj leonberger , rc","ieee , proceedings ,",wide-band electrooptic guided-wave analog-to-digital converters,1984.0
47853,"ab placement , affs micromirror","computer networks ,","1 if akyildiz , w. su , y. sankarasubramaniam , and e. cayirci .",2002.0
47854,"j smarr , c manning",,classifying unknown proper noun phrases without context,2002.0
47855,c christou,"athens : commercial bank of greece ,","î ? î?î '' î '' î · î 1/2 î ¹ îºî · î?ï?î ³ ï?î ± ï?î ¹ îºî · , 1832â ?? 1922 ( greek painting , 1832â ?? 1922 )",
47856,"b berendt , m spiliopoulou","the vldb journal the international journal on very large & hellip ; ,",analysis of navigation behaviour in web sites integrating multiple information systems,2000.0
47857,a manoussos,"ph. d. thesis , university of athens , greece ( 1993 ) ( in",contribution to the study of dâ ?? stable actions,
47858,"l knight , r wainwright",,hypergen : a distributed genetic algorithm on ah ~ be,
47859,"pc woodland , sj young",,the htk tied-state continuous speech recognizer,
47860,"j sheinvald , b dom , w niblack","technical report rj 7833 , ibm almaden research center , november",multiple curve detection using the mdl principle and the hough transform,
47861,"sr rintoul , jr donguy , dh roemmich","deep-sea res . i ,",seasonal evolution of upper ocean thermal structure between tasmania and antarctica,1997.0
47862,dj minson,"san diego ,",forage in ruminal nutrition,
47863,dj patel,"biopolymers i ,",d-cpcpgpg and d-gpgpcpc self-complementary duplexes : nmr studies of the helix-coil transition,1977.0
47864,"gr webster , ji leib",,whose south is it anyway ? race and the confederate battle flag in south carolina,
47865,"dg maloney , aj grillo-lopez , ca white , d bodkin ,","blood-new york - ,",idec-c2b8 ( rituximab ) anti-cd20 monoclonal antibody therapy in patients with relapsed low-grade non -,1997.0
47866,"yv glagolenko , eg dzekun , gm medvedevâ ? ¦",at .,reprocessing of spent nuclear fuel from nuclear power plants and liquid radioactive wastes at the,
47867,oh mowrer,,learning theory and behavior,1960.0
47868,"m chin , b toth","marchac d. , proceedings of the sixth congress of the interna",distraction osteogenesis in craniofacial surgery using inter-nal divices,
47869,"lsl wong , gr hughes","& hellip ; of cereals . proc . workshop zurich , switzerland . pm fried , ed & hellip ; ,",genetic control of seedling resistance to leptosphaeria nodorum in wheat,
47870,"a maedche , s staab",,the text-to-onto ontology learning environment,
47871,"g vossen , j yacabucci","sigmod record ,",an extension of the database language sql to capture more relational concepts,1988.0
47872,ms kramer,"cochrane database syst rev ,",balanced protein/energy supplementation in pregnancy,2000.0
47873,p hartman,"md ,","ordinary differential equations . sm hartman , baltimore",
47874,"p roy , s seshadri , a silberschatz , s sudarshan , s","the vldb journal the international journal on very large & hellip ; ,",garbage collection in object-oriented databases using transactional cyclic reference counting,1998.0
47875,pe mayes,"proceedings of the ieee ,",frequency-independent antennas and broad-band derivatives thereof,1992.0
47876,m weiser,,ubiquitous computing,
47877,"aj tomarken , rj davidson , jb henriques","journal of personality and social psychology ,",resting frontal brain asymmetry predicts affective responses to films,1990.0
47878,"rj miller , ma hernandez , lm haas , l yan , cth ho , r",,the clio project : managing heterogeneity . 30 ( 1 ) : 78â ?? 83,2001.0
47879,d weitz,"unpublished manuscript ,",the price of anarchy,
47880,"jw carland , f hoy , wr boulton , jac carland","the academy of management review ,",differentiating entrepreneurs from small business owners : a conceptualization,1984.0
47881,"la rowe , ka shoens",proceedings of the 1979 acm sigmod international conference,"data abstraction , views and updates in rigel",
47882,"tr chung , rg chang , jk lee","proc . acm int &#39; l conf . supercomputing ,",efficient support of parallel sparse computation for array intrinsic functions of fortran 90,
47883,"w hersh , c buckley , tj leone , d hickam","proc . acm sigir ,",ohsumed : an interactive retrieval evaluation and new large test collection forresearch,
47884,"l ni , lf tam",,plurisubharmonic functions and kahler ricci ow,
47885,c petrie,"lecture notes in computer science ,",agent-based software engineering,2001.0
47886,ra millikan,"phil . mag ,","a new determination of e , n and related constants",
47887,p harries-jones,"see ref ,",â ?? home-boyâ ?? ties and political organization in a copperbelt township,
47888,"a pino , g kouroupetroglou",,the ulysses component based development framework,2000.0
47889,lit assimil,,het nieuwe russisch zonder moeite,
47890,ye lieu,"acm trans . database syst ,",hierarchical schemata for relauonal databases,
47891,"bp miller , md callaghan , jm cargille , jk",,the paradyn parallel performance measurement tool,
47892,"k huppi , d siwarski , j kim , l diaw , c mainhart , c",,the frequency of variant alleles of the human c-myc gene in healthy control and cancer populations,
47893,"w aref , d barbar","technical report , mitl , october",and p. vallabhaneni . the handwritten trie : indexing electronic ink,
47894,r bernhardt,proc . of the 28th intern . symp . on automotive technology and,deviation of simulation and reality in robotics . causes and counter-measures,
47895,"y yagi , m yachida",,real-time generation of environmental map and obstacle avoidance using omnidirectional image sensor,
47896,jc bezdek,,pattern recognition with fuzzy objective function algorithms,1981.0
47897,s christodoulakis,"proceedings of the 1983 acm sigmod international conference & hellip ; ,",estimating block transfers and join sizes,1983.0
47898,da mcentire,"journal of emergency management ,",causation of catastrophe : lesson from hurricane george,
47899,"n bolger , a zuckerman","journal of personality and social psychology ,",a framework for studying personality in the stress process,1995.0
47900,d iseminger,,active directory services for microsoft windows 2000 : technical reference,2000.0
47901,p barten,"proc . spie ,",spatio-temporal model for the contrast sensitivity of the human eye and its temporal aspects,1993.0
47902,"a currie , ma brown","iee proceedings ,",wide-swath sar,1992.0
47903,"p madden , m desai","national aerospace meeting , washington , d. c , proceedings ,",nonlinear trajectory-following and control techniques in the terminal area using the microwave,1973.0
47904,al burness,"bt technology journal ,","mobility , wireless and qos",2005.0
47905,"ni hachem , k qiu , m gennert , mo ward","vldb ,",managing derived data in the gaea scientific dbms,1993.0
47906,"lk richless , wa schrading , j polana , dr hess","journal of emergency medicine ,",early defibrillation program : problems encountered in a rural/suburban ems system,1993.0
47907,"ie iacob , a dekhtyar","proceedings of the 2005 acm sigmod international conference & hellip ; ,",a framework for processing complex document-centric xml with overlapping structures,2005.0
47908,rf soll,"cochrane database syst rev ,",multiple versus single dose natural surfactant extract for severe neonatal respiratory distress,2000.0
47909,"f iacobelli , r speckman","electronic design ,",current irda solutions and future plans,
47910,c swann,"md ,","a survey of residential nutrient behaviors in the chesapeake bay . widener burrows , inc. chesapeake",
47911,"p karn , c partridge","proceedings of acm sigcomm ,",improve round-trip time estimates in reliable transport protocols,
47912,"hv jagadish , r agrawal , l ness","proceedings of the 1987 acm sigmod international conference & hellip ; ,",a study of transitive closure as a recursion mechanism,1987.0
47913,"r epstein , m stonebraker , e wong","proc . acm sigmod , austin . tx . june ,",distributed query processing in database systems,
47914,rs patil,"mit laboratory for computer science , ( may ,",design of a program for expert diagnosis of acid base and electrolyte disturbances tm-132,
47915,j fuchs,,"affine lie algebras and quantum groups ( cambridge monographs on mathematical physics , cambridge",1992.0
47916,n dershowitz,proceedings of the seminaire dâ ?? informatique,applications of the knuth-bendix completion procedure,
47917,"p indyk , n koudas , s muthukrishnan","proceedings of the 26th international conference on very & hellip ; ,",identifying representative trends in massive time series data sets using sketches,2000.0
47918,d mietrach,"develop . and demonstration of econ . production systems in & hellip ; ,",mrca run-in floors ( aluminum cast alloys ),1982.0
47919,"ck tham , ys gan , y jiang",,congestion adaptation and layer prioritization in a multicast scalable video delivery system,
47920,j pecham,,"john pecham and the science of optics : perspectiva communis , edited with an introduction , english",1970.0
47921,"h heredia-ureta , fa cruz-pã © rez , l ortigoza -","electronic letters ,",multiple fractional channel reservation for optimum system capacity in multi-service cellular,2003.0
47922,"e anshelevich , a dasgupta , j kleinberg , e tardos ,","unpublished manuscript ,",price of stability for network design with fair allocation of costs,
47923,"am koss , jh waite",proc . acm,the editing generator,
47924,"f bergeron , l raymond","proceedings of the international conference on information & hellip ; ,",the contribution of it to the bottom line : a contingency perspective of strategic dimensions,1995.0
47925,"a jacobs , dr jacoby , u herrlingerâ ? ¦",,treatment of brain tumors using helper virus-free hsv-1 amplicon and hsv/aav hybrid amplicon vectors,
47926,"rr holden , dg kroner , gc fekken , sm popham","journal of personality and social psychology ,",a model of personality test item response dissimulation,
47927,"jla peiro , p steiger",,making electronic commerce easier to use with novel user interfaces,
47928,"m hammer , d mcleod","vldb ,",semantic integrity in a relational data base system,1975.0
47929,"mp johnson , a wilson , b blumberg , c kline , a",,sympathetic interfaces : using a plush toy to direct synthetic characters,
47930,"s abiteboul , j mchugh , d quass , j widom , r goldman","sigmod record ,",lore : a database management system for semistructured data,
47931,"dm andrews , ej mccluskey","crc technical report , no. 85-18 , stanford university , stanford ,","final report , the measurement and modeling of computer reliability as affected by system activity",
47932,k ruedenberg,vol .,in localization and delocalization in quantum chemistry,
47933,"s lã ¶ wel , k schmidt , ds kim , w singer , t","learning and memory . proceedings of the 23rd gã ¶ ttingen & hellip ; ,",how does strabismus influence functional maps in the visual cortex ? the topographic relationship,
47934,", j randall-simpson","annals-new york academy of sciences ,",factors influencing body composition of premature infants at term-adjusted age,2000.0
47935,"h holthã ¶ fer , ba schulte , ss spicer","the histochemical journal ,",heterogeneity of apical glycoconjugates in kidney collecting ducts : further studies using,1988.0
47936,"a kleiner , m brenner , c dornhege , m luber , j",,successful search and rescue in simulated disaster areas,
47937,df leslie,"sigmod record ,","le gruenwald , research issues for data communication in mobile ad-hoc network database system",
47938,c reinsch,"numerische mathematik ,",smoothing by spline functions,1967.0
47939,jm richter,microsoft,advanced windows : [ the professional developer 's guide to the win32 api for windows nt 4.0 and windows,
47940,"t tesch , p fankhauser","lecture notes in computer science ,",arbitration and matchmaking for agents with conflicting interests,1999.0
47941,"cgls cen , g gottlob , l lavazza","proc of twelfth inter conf on vldb , aug ,",translation and optmuzation of logic quenes the algebnuc approach,
47942,"y ivanov , b blumberg , a pentland",,expectation maximization for weakly labeled data,
47943,"a dogac , y tambag , p pembecioglu , s pektas , g",proceedings of 2002 acm sigmod international conference on,y. kabak . an ebxml infrastructure implementation through uddi registries and rosettanet pipsâ ??,
47944,m modugno,"proceedings , d. reidel publishing company ,","new results on the theory of connections : systems , overconnections and prolongations , differential",
47945,"ja zubairi , ma elshaikh , om april","seattle , washington ,",on shaping and handling vbr traffic in a diffserv domainâ ?? astc 2001,
47946,"a sucov , jj bazarian , ea delahunta , l spillane","journal of emergency medicine ,",test ordering guidelines can alter ordering patterns in an academic emergency department -,1999.0
47947,"t imai , k yamaguchi , t muranaga","proceedings of the second acm international conference on & hellip ; ,",hypermedia conversation recording to preserve informal artifacts in realtime collaboration,1994.0
47948,"g enea , j duplaix , m franceschi","iee proceedings d. control theory and applications ,",discrete optimal control with aggregative pole placement,1993.0
47949,w litwin,ceria res .,"and schwarz , je : lh * rs : a high-availability scalable distributed data structure using reed solomon",
47950,"j ioppolo , j kowal , lp nolte",procs,ultrasonic registration techniques,
47951,"d goddeau , e brill , j glass , c pao , m phillips , j","proc . icslp ,",galaxy : a human-language interface to on-line travel information,
47952,"cs desai , kl fishman",proc . 28thâº s symp . on rock,constitutive models for rocks and discontinuities,
47953,i bruder,"electronic learning ,",school reform : why you need technology to get there,1992.0
47954,a schutz,"collected papers i ,","symbol , reality and society",
47955,j lim,"information and software technology ,",a conceptual framework on the adoption of negotiation support systems,2003.0
47956,a athanassiou,,contribution to the study of the fossil mammals of thessaly,1996.0
47957,"a soffer , h samet","vldb journal ,",two approaches for integrating symbolic images into a multimedia database system : a comparative,
47958,"h conrad , rw armstrong","phil . mag. ,","h , w. wiedersich and g. schoeck",
47959,w hannum,"new directions for teaching and learning ,",transforming the scholarly process through information technology,2002.0
47960,"id clarkson , dp goodall","systems science-wroclaw - ,",memoryless feedback controllers for imperfectly known nonlinear systems with time-varying delay,1997.0
47961,"al goldberg , m tischler , g demartino , g griffin","fed proc ,",hormonal regulation of protein degradation and synthesis in skeletal muscle,1980.0
47962,s mann,"proceedings of the 13th annual acm international conference & hellip ; ,",'' fl huge uid streams '' : fountains that are keyboards with nozzle spray as keys that give rich,2005.0
47963,"jp connolly , j nelson , k barnham , i ballard","proc . 28th ieee pv specialists conf. , anchorage ,",multiple quantum well solar simulator,
47964,k perlin,"video proceedings of acm siggraph â ?? 94 ,",danse interactif,
47965,bc smith,"unpublished manuscript ,",cyclic-udp : a priority-driven best-effort protocol,
47966,"dc luckham , dp helmbold , s meldal , dl bryan , ma","technical report csl-tr-87-334 , stanford university , july 1987 .",tsl : task sequencing language for specifying distributed ada systems : tsl-1,
47967,"f brucy , j meunier , jf nauroy","proceedings of the 23rd offshore technology conference . & hellip ; ,",behaviour of pile plug in sandy soils during and after driving,
47968,jm civikly,"new directions for teaching and learning ,",instructor communication habits : confrontation and challenge .,1986.0
47969,"d palia , sa ravid","unpublished manuscript ,",the role of founders in large companies : entrenchment or valuable human capital,2001.0
47970,"bnc prichard , pms gillam",j. 1969,treatment of hypertension with propranolol . brit . med,
47971,"el cusack , es cordingley","bt technology journal ,",object orientation in communications engineering,1993.0
47972,"jp sukle , ms subramanian","barc-1101 , bombay , india ,",some aspectsofsynergisticextraetionofactinidesand lanthanides from mixed organic media,
47973,"tg guttman , m boyle , gc hamilton , j augustine","journal of emergency medicine ,",objectives to direct the training of emergency medicine residents on off-service rotations :,1992.0
47974,"h chou , d dewitt","proceedings of the 11th vldb conference ,","ã cents â ? ¬ å?an evaluation of buffer management strategies for relational database systems , ã cents â ? ¬ â ?",
47975,"jp near , ca smith , rw rice , rg hunt","the academy of management journal ,",a comparison of work and nonwork predictors of life satisfaction,1984.0
47976,"q cheng , j gryz , f koo , c leung , l liu , x qian , b",proc . of the 25th,implementation of two semantic query optimization techniques in db2 udb,
47977,m solomon,"computerworld ,","service beats price in web shopping , mit study finds",
47978,jk brueckner,,"tastes , skills , and local public goods : a comprehensive treatment",
47979,"m faloutsos , p faloutsos , c faloutsos","proc . acm sigcomm , comput . commun . rev ,",on power-law relationships of the intemet topology,
47980,p ehrensperger,,transplantationsexperimente und entwicklungsbeobachtungen in situ zur bestimmung des,1972.0
47981,"d konopnicki , o shmueli","proceedings vldb ,",w3qs : a query system for the www,
47982,d krzysik,"proceedings of the second acm international conference on & hellip ; ,",the poetry film workshop presents : dr. edmond skellings,1994.0
47983,"keh ii , d erdogmus , jc principe","journal of machine learning research ,",blind source separation using information theoretic learning,
47984,"s prabhakar , ak jain","lecture notes in computer science ,",decision-level fusion in fingerprint verification,2001.0
47985,"tr tubman , sw thompson","cochrane database syst rev ,",glutamine supplementation for prevention of morbidity in preterm infants,2001.0
47986,"fggmd pedreschi , f turini","i > proc . 1999 acm sigmod workshop research issues in data & hellip ; ,",experiences with a logic-based knowledge discovery support environment,1999.0
47987,sc lee,,idm : a methodology for intranet design,
47988,m sherraden,"saving performance in the american dream demonstration ,",preface and acknowledgements,
47989,r bruno,computer,"m. conti , e. gregori , â ?? a simple protocol for the dynamic tuning of the backoff mechanism in ieee",
47990,"sa hodges , ml arnold","proceedings : biological sciences ,",spurring plant diversification : are floral nectar spurs a key innovation ?,1995.0
47991,"b frã ¶ hlich , j plate",proc . acm chi,the cubic mouse : a new device for 3d input,
47992,ig dufour,"bt technology journal ,",advanced data networkingâ ?? acronyms,1998.0
47993,"a datta , k dutta , hm thomas , de vandermeer , k","proceedings of the 27th international conference on very & hellip ; ,",study of alternative middle tier caching solutions to support dynamic web content acceleration,2001.0
47994,a chesher,"unpublished manuscript ,",quantile driven identification of structural derivatives,2001.0
47995,mg sem,"wisconsin law review ,","szarzynski v. ymca , camp minikani : protecting nonprofit organizations from liability under the",1995.0
47996,e scannell,"computerworld. ,",ibm : too slow for the fast lane .,1984.0
47997,l sechrestâ ? ¦,"new directions for program evaluation ,",program evaluation : a pluralistic enterprise .,1993.0
47998,t sheard,"technical report , university of massachusetts at amherst , 1989 .",generalized recursive structure combinators,
47999,"s murphy , j walsh","social studies and the young learner ,",economics and the real-life connection .,1989.0
48000,"e rahm , t bã ¶ hme",,xmach-1 : a multi-user benchmark for xml data management,
48001,"j quint , k edin , ml buck , b fink , yc padilla , o",,big cities and welfare reform : early implementation and ethnographic findings from the project on,1999.0
48002,"r hull , ck yap","journal of the acm ( jacm ) ,",the format model : a theory of database organization,1984.0
48003,h frisk,,properties of the trajectories in bohmian mechanics,
48004,"p ji , b liu , d towsley , z ge , j kurose","technical report 02-12 , university of massachusetts at amherst ,",modeling gsm wireless channels,
48005,dl cramer,"contributions to primatology ,",craniofacial morphology of pan paniscus . a morphometric and evolutionary appraisal,1977.0
48006,"s berchtold , da keim",,the x-tree : an index structure for high dimensional data,1996.0
48007,"t coquand , gã ? huet","lecture notes in computer science ,",constructions : a higher order proof system for mechanizing mathematics,1985.0
48008,"p flener , am frisch , b hnich , z kiziltan , i miguel","lecture notes in computer science ,",breaking row and column symmetries in matrix models,2002.0
48009,ag bar,"technical report 91-57 , university of massachusetts at amherst ,","o , sj bradtke , and sp singh . realtime learning and control using asynchronous dynamic programmming",
48010,jl massey,"& hellip ; seminar on digital communications , zurich , switzerland , & hellip ; ,","\ \ coding and modulation in digital communications , '' in 1974 intern",
48011,"c sloane , gm vilke , tc chan , sr hayden , db hoyt , p","journal of emergency medicine ,",rapid sequence intubation in the field versus hospital in trauma patients,2000.0
48012,"wk loh , sw kim , ky whang , i interpolation",submitted for,a subsequence matching algorithm supporting moving average transform of arbitrary order in time -,
48013,"a rossett , j gautier-downes",,a handbook of job aids,1991.0
48014,"ad alexandrov , m ibel , ke schauser , cj scheiman",,superweb : towards a global web-based parallel computing infrastructure,
48015,"d mcgregor , da cohen",,the application of space-filling curves to the storage and retrieval of multi-dimensional data,
48016,m bletsas,"bt technology journal ,",wirefree in patmos,2004.0
48017,"ja bargh , m chen , l burrows","journal of personality and social psychology ,",automaticity of social behavior : direct effects of trait construct and stereotype activation on,1996.0
48018,s mitra,,the capability approach and disability . [ forthcoming in : j disability policy studies . ] 42 pp,2004.0
48019,"i lazaridis , k porkaew , s mehrotra",of acmsigmod conference on the management of,"bdynamic queries over mobile objects , ^ in proc",
48020,jhj poole,"phil . mag ,",the action of heat on pleochroic haloes,
48021,"x lin , i stojmenovic",unpublished,gps based distributed routing algorithms for wireless networks,
48022,r bohn,,"probleme der wortschatzarbeit , fernstudieneinheit 22 , langenscheidt , mã 1/4 nchen , 1999",
48023,"wp yang , mw du",,a dynamic perfect hash function defined by an extended hash indicator table,
48024,"mp evans , sm furnell","computer networks ,",the resource locator service : fixing a flaw in the web,2001.0
48025,"e hairer , g wanner",,solving ordinary differential equations ii,2001.0
48026,"jf crow , m kimura","new york ,",an introduction to population genetics theory : harper and row,
48027,"rj sternberg , el grigorenko","new directions for teaching and learning ,",the theory of successful intelligence as a basis for instruction and assessment in higher education,2002.0
48028,"rm karp , s shenker , ch papadimitriou","acm transactions on database systems ,",a simple algorithm for finding frequent elements in streams and bags,2003.0
48029,gc everest,"ifip working conference data base management ,",concurrent update control and data base integrity,
48030,"ri mclachlan , n robidoux",,"antisymmetry , pseudospectral methods , and conservative pdes",
48031,"ta maclean , ja bourgeois , gc hamilton , j kay","journal of emergency medicine ,",objectives to direct the training of emergency medicine residents on off-service rotations :,1995.0
48032,s eggins,,an introduction to systemic functional linguistics,
48033,g ge-hess,i,der seewart ( nautische zeitsehrift ) a ) 22,
48034,b goldman,,findings from the san diego job search and work experience demonstration,1985.0
48035,"jc hower , rf rathbone , um graham , jg groppo , sm","proc . int . coal testing conf ,","robl . tl , and medina ss",
48036,m sherman,,architecture of the encina distributed transaction processing family,
48037,kr walsh,"communications-acm ,","analyzing the application asp concept : technologies , economies , and strategies",2003.0
48038,"c faloutsos , hv jagadish , n sidiropoulos","vldb ,",recovering information from summary data,1997.0
48039,"g bronevetsky , d marques , k pingali , p stodghill",,automated application-level checkpointing of mpi programs,
48040,j king,"computerworld ,","linking lans : payoffs , pitfalls , pathways",
48041,r adhikari,"computerworld ,",government hospital online,
48042,"jk lee , bw park","computerworld ,",today e-commerce and online shopping mall,
48043,w kent,"vldb ,",solving domain mismatch and schema mismatch problems with an object-oriented database programming,1991.0
48044,"id starke , jp donnelly , d catovsky , j darrell , sa",lancet i,co-trimoxazole alone for prevention of bacterial infection in patients with acute leukaemia .,1982.0
48045,"xb wang , pdf kilduff",,ensuring competitive product design with teamworking coordination,
48046,"n alon , d moshkovitz , s safra",,algorithmic construction of sets for k-restrictions,
48047,y zhang,,spatial deductive database,
48048,"d kurlander , s feiner","& hellip ; what i do : programming by demonstration table of contents ,",a history of editable graphical histories,1993.0
