record_id,pub_authors,yr_published,pub_forum,paper_name
63425,"gm vilke , ea wulfert",1997.0,"journal of emergency medicine ,",case reports of two patients with pneumothorax following acupuncture
63426,s van den bercken,1997.0,,widmayer : â ?? a general approach to bulk loading multidimensional index structuresâ ??
63427,"m awedh , f somenzi",2004.0,"lecture notes in computer science. ,",proving more properties with bounded model checking
63428,r agrawal andj,,"proc . of the 28th intâ ?? l conferenceon very largedatabases ,",kiernan . watermarking relational databases
63429,t gibson,,"proceedings of the 24th annual international conference & hellip ; ,","ande . miller , 1999 . '' animprovedlong-termfile usage predictionalgorithm , ''"
63430,s chandrasekaran,2003.0,"proceedings of the 2003 acm sigmod international conference & hellip ; ,",telegraphcq : continuous dataflow processing
63431,h eberle,,"& hellip ; federal institute of technology ( eth ) zurich , switzerland .",hardware description of the workstation ceres
63432,"n katayama , s satoh",,"acm sigmod conf ,",the sr-tree : an index structure forhigh-dimensionalnearest neighbor queries
63433,"ja goguen , j meseguer",1987.0,"acm sigplan notices ,",remarks on remarks on many-sorted equational logic
63434,"n bolger , m foster , ad vinokur , r ng",1996.0,"journal of personality and social psychology ,",close relationships and adjustment to a life crisis : the case of breast cancer
63435,sb anderson,1982.0,"new directions for program evaluation ,",how the committee built the standards
63436,"g altarelli , ml mangano",,"proceedings , workshop , geneva , switzerland , may 25-26 ,",standard model physics ( and more ) at the lhc
63437,j villain,1991.0,"j. de phys . i ,",continuum models of crystal growth from atomic beams with and without desorption
63438,"r chandhok , d garlan , p miller , j pane , m tucker",,"santa barbara , california : kinko &#39; s service corporation & hellip ; ,",u > karel genie < / u >
63439,"jf garza , w kim",,"proc . acm sigmod int . conf . on the management of data , & hellip ; ,",transaction management in an oodbs
63440,"b peter , f wenfei , s jeromeâ ? ¦",,"sigmod record ,",constraints for semistru ctured data and xml
63441,"d lenoski , j laudon , k gharachorloo , wd weber",,ieee,"a , gupta , j. hennessy , m. horowitz , m. lam , the stanforddash multiprocessor"
63442,ae frey,,"geography ,",the teaching of regional geography
63443,"bp glass , c koeberl",,"antarctic . proc . 29th lunar planet . sci . conf. , abstract ,","spherules from upper eocene sediments at odp hole 689b , maud rise"
63444,"s chaudhuri , j jalan , a suryahadi",,"unpublished manuscript ,",assessing household vulnerability to poverty from cross-sectional data : a methodology and estimates
63445,"am me971 , c elkan",,"proceedings of sigmod 1997 workshop on research issues on & hellip ; ,",an efficient domainindependent algorithm for detecting approximately duplicate database records
63446,"k shannon , a king , i phillips",1982.0,"lancet i ,",development of resistance to beta-lactam antibiotics during therapy of pseudomonas aeruginosa
63447,"ew gunter , bl lewis , sm koncikowski",,"md ,","laboratory methods used for the third national health and nutrition examination survey ( nhanes iii ) ,"
63448,m woods,1986.0,"ieee , proceedings ,",mos vlsi reliability and yield trends
63449,"fl matthews , rg streich",1973.0,"& hellip ; telemetering conference , washington , d. c , proceedings ,",timing correlation in telemetry recording and processing systems
63450,sm wyman,1997.0,"new directions for higher education ,",a new vision for continuing higher education : creating economic wellness
63451,"c millward , m ferriter , s calver , g connell-jones",2004.0,"cochrane database syst rev ,",gluten-and casein-free diets for autistic spectrum disorder
63452,"y chen , c dubnicki , s damianakis , a bilas , k li",,proceedings of acm architectural support for programming,utlb : a mechanism for translations on network interface
63453,"s leucht , j mcgrath , p white , w kissling",2002.0,"cochrane database syst rev ,",carbamazepine for schizophrenia and schizoaffective psychoses
63454,bg davis,1989.0,"new directions for higher education ,",demystifying assessment : learning from the field of evaluation
63455,"a kihara , t sano , s iwaki , y igarashi",2003.0,"genes to cells ,","transmembrane topology of sphingoid long-chain base-1-phosphate phosphatase , lcb3p"
63456,"b brassel , m hanus , f huch , g vidal",2004.0,"proceedings of the 6th acm sigplan international conference & hellip ; ,",a semantics for tracing declarative multi-paradigm programs
63457,"s zhu , c ravishankar",,"proceedings of the 30th conference on vldb ,","stochastic consistency , and scalable pull-based caching for erratic data sources"
63458,"d yu , t shioda , a kato , mk hasan , y sakai , y nagai",1997.0,"genes to cells ,",sendai virus-based expression of hiv-1 gp 120 : reinforcement by the v ( - ) version
63459,"h friedrich , m kaiser , ru dillmann",,,pbd { the key to service robot programming
63460,"s gadia , c yeung",,"proc . acm sigmod conference , june ,",a generalized model for a temporal relational database
63461,"sh jung , jh kim",,,tetrahedron lett
63462,"bh lim , p heidelberger , p pattnaik , m snir",,"& hellip ; communication on smp clusters , '' ibm almaden research report & hellip ; ,",message proxies for efficient
63463,b meyer,,,reality : a cousin twice removed
63464,b weiner,,"journal of personality and social psychology ,",a cognitive ( attribution ) - emotion-action model of helping behaviour : an analysis of judgements of
63465,"s dar , mj franklin , b jã ³ nsson",,"proceedings of 22th international conference on very large & hellip ; ,","ã ? . ; srivastava , d. ; tan , m. : semantic data caching and replacement"
63466,"l bellatreche , k karlapalem , a simonet",,,query optimization using horizontal class partitioning in object oriented databases
63467,"al ereback , k hook",,,using cognitive walkthrough for evaluating a cscw application
63468,"d denteneer , v pronk , jm griffiths , lg cuthbert",2000.0,"computer networks ,",impact of the resource needed for renegotiating atm rates
63469,"h kunita , t watanabe",,"i. illinois j. math ,",markov processes and martin boundaries
63470,m rejman-greene,2001.0,"bt technology journal ,",biometricsâ ?? real identities for a virtual world
63471,j bartlettâ ? ¦,,,a non-stop kernel
63472,"dig jones , a muszynska",1984.0,"vibration damping 1984 workshop proceedings 25 p ( see n 86 - & hellip ; ,",damping measurement by dynamic stiffness methods
63473,"s jones , j hughes , j launchbury",1993.0,"acm sigplan notices ,",how to give a good research talk
63474,"da bader , dr helman , j jã ¡ jã ¡",,"md ,","practical parallel algorithms for personalized communication and integer sorting , university of"
63475,"e pitoura , b bhargava",,,a framework for providing consistent and recoverable agent-based access to heterogeneous mobile
63476,m gien,,"computer networks ,",a file transfer protocol ( ftp )
63477,"c ramaker , jj hilten",2002.0,"cochrane database syst rev ,",bromocriptine/levodopa combined versus levodopa alone for early parkinson 's disease
63478,c minca,1995.0,"geography ,",urban waterfront evolution
63479,eb akiew,,"see ref ,",influence of soil moisture and temperature on the persistence of pseudomonas solanacearum
63480,"j carbonell , j goldsdein",,proceedings of,"the use of mmr , dirversity-based reranking for recording documents and producing summaries"
63481,rt pã © dauque,,"unpublished manuscript ,","document : forme , signe et mã © dium , les re-formulations du numã © rique"
63482,mw merrit,,"& hellip ; , 22nd conference on radar meteorology . zurich , switzerland , & hellip ; ,",automatic velocity dealiasing for real-time application
63483,"cs jensen , a kligys , tb pedersen , i timko",2004.0,"the vldb journal the international journal on very large & hellip ; ,",multidimensional data modeling for location-based services
63484,"mj yates , i boyd",2000.0,"bt technology journal ,",the parlay network api specification
63485,cs chatfield,2000.0,,microsoft project 2000 step by step
63486,"t palpanas , r sidle , r cochrane , h pirahesh",2002.0,"vldb ,",incremental maintenance for non-distributive aggregate functions
63487,j smith,,,globalizing resistance : the battle of seattle and the future of social movements
63488,"p bull , r limb , r payne",2004.0,"bt technology journal ,",pervasive home environments
63489,"y lee , s pae , k min , es kim",2000.0,"proceedings-institution of mechanical engineers part d & hellip ; ,",prediction of knock onset and the autoignition site in spark-ignition engines
63490,d schlã $ pfer,2000.0,,treppenschussrinnen .
63491,"r mckay , ha abbass",,"& hellip ; journal of intelligent information processing systems ,",anti-correlation : a diversity promoting mechanisms in ensemble learning
63492,"y ishikawa , r subramanya , c faloutsos",1998.0,"proceedings of the international conference on very large & hellip ; ,",mindreader : querying databases through multiple examples
63493,i kornfield,,"see ref ,",genetics
63494,rj miller,,proc . acm sigmod international conference on management of,yangy ( 1997 ) association rules over interval data
63495,"toâ ?? brien , n freemantle , ad oxman , f wolf , da",2001.0,"cochrane database syst rev ,",continuing education meetings and workshops : effects on professional practice and health care
63496,ms poole,1978.0,"the academy of management review ,",an information-task approach to organizational communication
63497,pjl derikx,,,"mineral book-keeping , new manure legislation in the netherlands"
63498,"k shir , o zaslavsky",,"proceedings of the 25 thconference of the international & hellip ; ,",what constitutes ( a good ) definition ? the case of a square
63499,p keefe,,"computerworld ,",video rental king loads in automation
63500,m sipser,1983.0,,"borel sets and circuit complexity , inproc . 15thannualacm symposiumontheory of computing"
63501,"im barr , me mcguire",1993.0,"social studies and the young learner ,",social studies and effective stories .
63502,ca green,1990.0,"new directions for higher education ,",targeting new markets .
63503,"dl worrell , wnd iii , pr chandy , sl garrison",1986.0,"the academy of management journal ,",management turnover through deaths of key executives : effects on investor wealth
63504,mc mckinney-browningâ ? ¦,1994.0,"social studies and the young learner ,",what 's ahead for social studies ? perspectives .
63505,a church,,,introduction to mathematical logic . 1944
63506,b jeapes,1995.0,"electronic library ,",digital library projects : where they are now - part one
63507,"a somayaji , s hofmeyr , s forrest",,,principles of a computer immune system
63508,"c dunne , l murphy , s flynn , loâ ?? mahony , doâ ??",,"demonstration of functionality in animal models of disease & hellip ; ,",probiotics : from myth to reality
63509,"p korshunov , wt ooi",2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,",critical video quality for distributed automated video surveillance
63510,"p ramachandrarao , mg scott , g chadwick",1972.0,"phil . mag. ,",constitution and microstructure of rapidly solidified aluminum-germanium alloys
63511,rp lisensky,1988.0,"new directions for higher education ,",integrating the control systems .
63512,md alicke,1985.0,"journal of personality and social psychology ,",global self-evaluation as determined by the desirability and controllability of trait adjectives
63513,"t chakraborty , p pietilainen",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",recombination radiation in the fractional quantum hall effect regime ( abstract only )
63514,"r sion , m atallah , s prabhakar",2004.0,"proceedings of the international conference on very large & hellip ; ,",resilient rights protection for sensor streams
63515,bk payne,2001.0,"journal of personality and social psychology ,",prejudice and perception : the role of automatic and controlled processes in misperceiving a weapon
63516,sd mcclelland,2002.0,,a training needs assessment for the united way of dunn county wisconsin
63517,"m smart , nf cymbaluk",,"to ,",role of nutritional supplements in bovine lameness-review of nutritional toxicities
63518,s watts,,,"the republic reborn : war and making of liberal america , 1790â ?? 1820 ( baltimore : johns hopkins"
63519,"lf cabrera , r rees , w hineman",1995.0,"proceedings of the international conference on very large & hellip ; ,",applying database technology in the adsm mass storage system
63520,"g himbert , m ruppmich",1988.0,"acc . chem . res ,",a wagner-meerwein rearrangement as intermediate step in the formation of dihydroindolones from 2 -
63521,b simpson,,,moving work teams to the next level
63522,ms nelson,1993.0,"journal of emergency nursing ,",critical pathways in the emergency department
63523,"c fournet , g gonthier",,"proceedings of popl ,",the reflexive chemical abstract machine and the join-calculus
63524,"n schwarz , h bless , f strack , g klumpp , h",,"journal of personality and social psychology ,",ease of retrieval as information : another look at the availability heuristic
63525,"e clementini , p di felice , p van oosterom",1993.0,"lecture notes in computer science ,",a small set of formal topological relationships suitable for end-user interaction
63526,"a datta , k dutta , h thomas , d vandermeer , k",,"proceedings of the 27th international conference on very & hellip ; ,",a comparative survey of alternative middle tier caching solutions to support dynamic web content
63527,"o folea , m preda , f prãªteux",,,mpeg-4 sdk : from specifications to real applications
63528,jk van lvazer,,voi .,phosphorus and its compounds .
63529,m sirait,,unpublished,nd â ?? pengelolaan hutan bertumpu pada masyarakat di indonesia.â ??
63530,t castor,2004.0,"new directions for teaching and learning ,",making student thinking visible by examining discussion during group testing
63531,ka tandy,1988.0,"new directions for teaching and learning ,","continuing funding , coping with less ."
63532,h takagi,,,fusion technology of neural networks and fuzzy systems : a chronicled progression from the laboratory
63533,"gg denisov , m yu",,proc . 21st int . conf . infrared millimeter,"shmelyov , â ?? quasi-optical confocal schemes for high-power microwave components , â ??"
63534,"m jelasity , w kowalczyk , m van steen",,submitted for,newscast computing
63535,"m joye , jj quisquater",2001.0,"lecture notes in computer science ,",hessian elliptic curves and side-channel attacks
63536,"ga chasse , ml mak , e deretey , z szekely , a perczel",,submitted for,conformationally induced stereo centres in small achiral single rotor molecules
63537,"j hill , p bounadonna , d culler",,,active message communication for tiny network sensors
63538,fj rohlf,,,relative warp analysis and an example of its application to mosquito wings
63539,"ak maheshwari , ri boland",1995.0,"proceedings of the international conference on information & hellip ; ,",reflection and representation : an experimental examination of computer-based representation to
63540,j korpela,,,an analytic approach to the analysis and selection of transport services
63541,ml castanheira,2000.0,,situating learning within collective possibilities : examining the discursive construction of
63542,"m doherty , re newell",1983.0,,meteorological analysis of maps first shuttle flight
63543,"m desbrun , m meyer , p schroder , a barr",,proceedings of acm,implicit fairing of meshes using diffusion and curvature flow . 1999
63544,"ae taggi , am hafez , t lectka",2003.0,"acc . chem . res ,","substrates for the catalytic , asymmetric synthesis of r-and î ² - amino acids and î ² - lactams"
63545,"y taniguchi , a akutsu , y tonomura , h hamada",1995.0,"proceedings of the third acm international conference on & hellip ; ,",an intuitive and efficient access interface to real-time incoming video based on automatic indexing
63546,b cahoon,1998.0,"new directions for adult and continuing education ,",adult learning and the internet : themes and things to come
63547,"pp maglio , r barrett",,manuscript submitted for publication . ibm almaden research,"how to build modeling agents to support web searchers , 1996"
63548,kh messkettenaufbau,,technical university of,scriptum for measuring technology lecture institute for system technology
63549,s charoenphan,2002.0,,computer methods for modeling the progressive damage of composite material plates and tubes
63550,vgv prasad,1999.0,,parametric query optimization : a geometric approach
63551,"pv coyle , jh connolly , aaj adgey",1983.0,"lancet i ,",q fever endocarditis in northern ireland
63552,"s choi , y lyu , f berthommier , h glotin , a cichocki",,"proc . int . conf . speech processing ,",blind separation of delayed and superimposed acoustic sources : learning algorithms and experimental
63553,"a lethaby , c farquhar , a sarkis , h roberts , r",2000.0,"cochrane database syst rev ,",hormone replacement therapy in postmenopausal women : endometrial hyperplasia and irregular bleeding
63554,"f pedone , a schiper",1998.0,"lecture notes in computer science ,",optimistic atomic broadcast
63555,"o egger , m kunt",,,embedded zerotree based lossless image coding
63556,"c bettini , s jajodia , xs wang , d wijesekera",2003.0,"journal of network and systems management ,",provisions and obligations in policy rule management
63557,s randjbar-daemi,,"proceedings , quantum theory and symmetries , eds . h.-d .","invited talk at international symposium on quantum theory and symmetries , goslar , germany , 18-22 jul"
63558,z zhang,,microsoft,a flexible technique for camera calibration
63559,"ne dâ ?? hondt , pa struijs , gm kerkhoffs , c verheul ,",2002.0,"cochrane database syst rev ,",orthotic devices for treating patellofemoral pain syndrome
63560,"n rishe , j yuan , r athauda , sc chen , x lu , x ma , a",,"proc26th int conf on very large data bases ,",semanticaccess : semanticinterfaceforquerying databases
63561,"ea christou , lg carlton",,"proceedings of the 23rd annual meeting of the american & hellip ; ,",motor output variability during concentric and eccentric contractions of the quadriceps femoris
63562,"s lambert , s ropiequet",,microsoft,cd rom
63563,f eliassenandr,,"sigmod record ,",karlsen . interoperabilityandobject identity
63564,"s koenig , r paige",,proc . of 7th int . conf . on,a transformational framework for the automatic control of virtual data
63565,j ambrosio,1990.0,"computerworld. ,",an interface that stands up to bart simpson .
63566,jc ecclesâ ? ¦,1995.0,,how the self controls its brain
63567,"s paparizos , y wu , lvs lakshmanan , hv jagadish",2004.0,"proc . sigmod conf ,",tree logical classes for efficient evaluation of xquery
63568,sl caudle,,"new directions for program evaluation ,",performance results : the information technology factor
63569,jo sickman,,"ma thesis . university of california , santa barbara ,",planktonic primary productivity and responses of phytoplankton to acid and nutrient additions in
63570,cc manz,1986.0,"the academy of management review ,",self-leadership : toward an expanded theory of self-influence processes in organizations
63571,"ag greenwald , de mcghee , jlk schwartz",1998.0,"journal of personality and social psychology ,",measuring individual differences in implicit cognition : the implicit association test
63572,"k van acker , g leus , m moonen , o van de wiel , t",,submitted for,dmt-based systems with per tone equalization
63573,"m arenas , v kantere , a kementsietsidis , i kiringa ,",,"acm sigmod record ,",the hyperion project : from data integration to data collection .
63574,j crookes,1997.0,"bt technology journal ,",multiservice billing systemâ ?? a platform for the future
63575,m ihnat,,"md ,","report of analysis , reference material 8416 microcrystalline cellulose . national institute of"
63576,"j ostrowski , j burdick",1997.0,"applied mathematics and computer science ,",controllability for mechanical systems with symmetries and constraints
63577,"mo ball , m ma , l raschid , z zhao",2002.0,"sigmod record ,",supply chain infrastructures : system integration and information sharing
63578,"kv iserson , d lindsey",1995.0,"journal of emergency medicine ,","research on critically ill and injured patients : rules , reality , and ethics"
63579,"c mangold , h schwarz , b mitschang",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,",improving intranet search-engines using context information from databases
63580,"f valera , jel de vergara , ji moreno , va villagra ,",2001.0,"communications-acm ,",communication management experiences in e-commerce
63581,"s jajodia , p samarati , vs subrahmanian , e bertino",,,a unified framework for enforcing multiple access control policies
63582,w wolf,,in procs . of the 41st design and automation conference-dac,the future of multiprocessor systems-onchips
63583,"y zhao , c chen",2001.0,"computer networks ,",coupon tfrc : a mechanism being friendly to both tcp and continuous stream
63584,"k keeton , d patterson , j hellerstein",1998.0,"sigmod record ,",a case for intelligent disks ( disks )
63585,j detar,,electronic,advances outpace sia roadmap semiconductor industry association alters projections industry trend
63586,"a ntoulas , j cho , c olston",,,whatâ ?? s new on the web ? the evolution of the web from a search engine perspective
63587,jm workley,,"electronic . lett ,",high-resolution digital sine wave generation
63588,"h mannila , kj rã $ ihã $",1992.0,,the design of relational databases
63589,sa cassidy,1993.0,"bt technology journal ,",wavelength and time-multiplexing devices on planar silica motherboards .
63590,hr griem,,,spectral line broadening by plasmas
63591,"bs ang , d chiou , l rudolph",1996.0,,arvind . message passing support on start-voyager . csg-memo-387
63592,"s wessely , m hotopf , m sharpe",1999.0,,chronic fatigue and its syndromes
63593,"mc bene , b hurault de ligny , m kessler , b foliguet",1993.0,"contributions to nephrology ,",tonsils in iga nephropathy
63594,jm atkinson,,"see ref ,","wrapped words '' : poetry and politics among the wana of central sulawesi , indonesia"
63595,"b de sutter , b de bus , k de bosschere",,,sifting out the mud : low level c++ code reuse
63596,rj havighurst,1975.0,"new directions for higher education ,",the college and youth .
63597,"g hibbert , jw edington",1972.0,"phil . mag. ,",superposition effects in the energy analyzing electron microscope
63598,qy kim,,,revolutions in the third world . 1991
63599,"j herskovits , gp dias",,,a full-stress technique for structural shape optimization
63600,"y hoffner , h ludwig , p grefen , k aberer",,,crossflow : integrating workflow management and electronic commerce.â ??
63601,"d dobkin , ak jones , rj lipton",1979.0,"acm transactions on database systems ,",secure databases : protection against user influence
63602,"he huber , jc lowry",2003.0,"new directions for adult and continuing education ,",meeting the needs of consumers : lessons from postsecondary environments
63603,"t lambert , e monfroy , f saubion",2005.0,"proceedings of acm sac ,",solving strategies using a hybridization model for local search and constraint propagation
63604,"hkt wong , i kuo",,"8th international conference on very large databases , mexico & hellip ; ,",guide : graphic user interface for database exploration
63605,"j grã ¶ nkvist , a hansson",,,comparison between graph-based and interference-based stdma scheduling
63606,h selin,1989.0,"new directions for teaching and learning ,",turning them loose in the library .
63607,"mj heard , ac wells , d newton , ac chamberlain",,"international conference on management and control of heavy & hellip ; ,",human uptake and metabolism of tetra ethyl and tetra methyl lead vapour labelled with 203pb
63608,w litwin,,proc . 6th conf . on,linear virtual hashing : a new tool for files and tables implementation
63609,"ks suslick , p bhyrappa , jh chou , me kosal , s",2005.0,"acc . chem . res ,",microporous porphyrin solids
63610,"el miller , t johnson",,proceedings of the 1998 conference on very large databases (,performance measurements and models of tertiary storage devices
63611,k wilkinson,1990.0,"vldb ,",maintaining consistency of client-cached data
63612,"j pretell , rs greenfield , ss tevethia",,"vitro demonstration of sv40 trag in sv40 infected & hellip ; ,",biology of simian virus 40 ( sv40 ) transplantation antigen ( trag ) . v
63613,"tc chiueh , ch lu",1996.0,"proc . spie ,",a periodic broadcasting approach to video-on-demand service
63614,"vha rajaraman , jd ullman",1996.0,"proc . acm sigmod ,",implementing data cubes efficiently
63615,"a chyla , k lorenz , c gaggi , a renzoni",1996.0,"environment protection engineering ,",pollution effects on wildlife : roe deer antlers as non-destructive bioindicator
63616,f wolff,1992.0,"information and software technology ,",long-term controlling of software reuse
63617,wl frank,,"computerworld ,",what limits to software gains
63618,f derfler,,"pc magazine ,",instant messaging : chat goes to work
63619,bb brown,1996.0,"social studies and the young learner ,",selecting books on africa .
63620,"pf dowd , lm laorimini",1997.0,,examination of transgenic sweet gum overexpressing tobacco anionic peroxidase for leaf resistance to
63621,"fj demicco , md olsen",1987.0,,the relationship of work satisfaction and organizational commitment to retirement intentions of
63622,c mohan,,"& hellip ; study institute on workflow systems and interoperability ,",tutorial : state of the art in workflow management system products and research ''
63623,"kh chung , sw pruitt",,,a simple approximation of tobin 's q
63624,"v balaram , c manikyamba , sl ramesh , vk saxena",1990.0,"at . spectrosc. ,",determination of rare earth elements in japanese rock standards by inductively coupled plasma-mass
63625,"jp tolvanen , j gray , m rossi",,,second acm oopsla workshop on domain-specific visual languages
63626,doi.ieeecomputersociety.org,,,profiting from case-based reasoning in framework documentation
63627,"r das , m mitchell , jp crutchfield",1994.0,"lecture notes in computer science ,",a genetic algorithm discovers particle-based computation in cellular automata
63628,"a jouan , e bosse , ma simard , e shahbazian",,proceedings of,comparison of various schema of filter adaptivity for the tracking of maneuvering targets
63629,c zaniolo,,"vldb ,",the representation and deductive retrieval of complex objects
63630,"s shah , k ramamritham , p shenoy",,"int . conf . on very large data bases ,",maintaining coherency of dynamic data in cooperative repositories
63631,ieeexplore.ieee.org,,,"if technology is such an important strategic issue , why do the top executives play a minor role in"
63632,tj settle,1985.0,"new directions for higher education ,",excellence in business and excellence in the academy .
63633,m ho,1994.0,"transplantation proceedings ,",advances in understanding cytomegalovirus infection after transplantation
63634,o zamir,,computer,"o. , etzioni , grouper : a dynamic clustering interface to web search results"
63635,"h leslie , r jain , d birdsall , h yaghmai",1995.0,"vldb ,",efficient search of multi-dimensional b-trees
63636,wj kelly,1995.0,"new directions for teaching and learning ,",advising in the arts : some thoughts and observations for arts advisers
63637,s strength,,"vol . i ,",vibrations ( handbook )
63638,jj sylvester,,"phil . mag ,",note on spherical harmonics
63639,"n latham , c anderson , d bennett , c stretton",2003.0,"cochrane database syst rev ,",progressive resistance strength training for physical disability in older people
63640,"aj davies , aj garcia-sierra",1999.0,"bt technology journal ,",implementing electronic commerce in smesâ ?? three case studies
63641,"j yates , wj orlikowski",1992.0,"the academy of management review ,",genres of organizational communication : a structurational approach to studying communication and
63642,g augustin,2001.0,"machine learning ,",relational instance-based learning with lists and terms
63643,"r williams , d daniels , l haas , g lapis , b lindsay ,",,"technical report rj3325 , ibm almaden research center , san jos e ,","wilms p , and r. yost . r * : an overview of the architecture"
63644,"a sampath , ps kumar , jm holtzman",,"proc . pimrc ,",power control and resource management for a multimedia wireless cdma system
63645,md shapiro,1978.0,"history of programming languages ,",acm sigplan history of programming languages conference snobol language summary
63646,"a galeridis , k spanos , k makris , j pyrgiotis , v",1995.0,,stone bridges of thessaly
63647,"t ibaraki , t kameda",1984.0,"acm transactions on database systems ,",on the optimal nesting order for computing n-relational joins
63648,j shandle,,"electronic design ,",neural networks are ready for prime time
63649,jp serre,1965.0,,"algã ¨ bre locale , multiplicitã © s"
63650,"r cavallo , m pittarelli",,"proc . vldbâ ?? 87 ,",thetheory of probabilistic databases
63651,"al hanhart , mk gobbert , lt izu",,,a memory-efficient finite element method for a calcium concentration model in human heart cells
63652,ag constantinides,,"proc . iee ,",spectral transformations for digital filters
63653,"sk sivaraman , r drummond",2002.0,"journal of emergency medicine ,",radiation-induced aortoesophageal fistula : an unusual case of massive upper gastrointestinal
63654,"jg si , p helland , p oneil , d shasha",,"proceedings 1996 sigmod conference ,",the dangers of replication and a solution
63655,ca conger,1979.0,"new directions for higher education ,",building an accurate financial data base .
63656,"t imielinski , s viswanathan , br badrinath",,proc . of the acm sigmod conference ( may,energy efficient filtering of data on the air
63657,jm bsales,,"pc magazine ,",the corporate is manager
63658,"i garcä ± a-varea , f casacuberta",,procs . of the vii national symposium on pattern recognition,a search procedure for statistical translation
63659,"hc triandis , r bontempo , mj villareal , m asai , n",,"journal of personality and social psychology ,",individualism and collectivism : cross-cultural perspectives on self-ingroup relations .
63660,o peter,,"computer networks ,",an experimental system for distributed classroom education
63661,"jf traub , y yemini , h wozniakowski",1984.0,"acm transactions on database systems ,",the statistical security of a statistical database
63662,"f tabak , ba jain",,"athens , greece , paper presented at fifth international",critical tqm factors in emerging economies : an empirical investigation of managerial perceptions
63663,vw mott,1998.0,"new directions for adult and continuing education ,",women 's career development in midlife and beyond
63664,"w chang , g sheikholaslami , a zhang , t syeda -",,proc . of acm,efficient resource selection in distributed visual information retrieval
63665,ga tkacheva,,"no . i ,",probl . ] ndokrinol
63666,d theocharis,1973.0,,neolithic greece .
63667,d cheriton,,"technical report . department of computer science , stanford",effective use of large ram diskless workstations with the v virtual memory system
63668,dl childs,,"vldb ,",extended set theory
63669,p seshadri,1998.0,"sigmod record ,",predator : a resource for database research
63670,"r dekker , f beenker , l thijssen",,,a realistic self-test machine for static random access memories
63671,"ww hancock , ml blakely , w van der werf , fh bach",1993.0,"transplantation proceedings ,",rejection of guinea pig cardiac xenografts post-cobra venom factor therapy is associated with
63672,sd brookfield,,"new directions for teaching and learning ,",ed . self-directed learning : from theory to practice
63673,"d gigone , r hastie",,"journal of personality and social psychology ,",the impact of information on small group choice
63674,"h lieth , rh whittaker",1975.0,,primary productivity of the biosphere
63675,"ks candan , b prabhakaran , vs subrahmanian",,,chimp : a framework for supporting distributed multimedia document authoring and presentation
63676,"j mertz , l vã ¸ lund",,"technical university of denmark ,",product configuration at neg micon a/s
63677,"hkt wong , hf liu , f olken , d rotem , l wong",1985.0,"vldb ,",bit transposed files
63678,"sm dascalu , a pasculescu , j woolever , e fritzinger",,"procs . of the 12th intl. conf . on intelligent and adaptive & hellip ; ,",stratified programming integrated development environment ( spider ) â ??
63679,"j han , k koperski , n stefanovic",,"proceedings , 1997 acm-sigmod international conference on & hellip ; ,",geominer : a system prototype for spatial mining
63680,"ak mok , s ward",,"computer networks ,",distributed broadcast channel access
63681,mj fries,,"radc-tr-77-130 , seattle , washington , april","software error data acquisition , boeing aerospace company"
63682,ykn roussopoulos,,proc . of the acm sigmod,dynamat : a dynamic viewmanagement system fordata warehouses
63683,"cg lord , l ross , mr lepper",,"journal of personality and social psychology ,",biased assimilation and attitude polarization : the effects of prior theories on subsequently
63684,ml littman,,,memoryless policies : theoretical limitations and practical results
63685,h zhuge,,"information & software technology ,",a process matching approach for flexible workflow process reuse
63686,"g turk , j obrien",,"proceedings of acm siggraph ,","j. , shape transformation using variational implicit functions"
63687,"ve mjasnikov , mv agapova , vv alikaev , as",,"proc . 21st int . conf . on infrared and millimeter waves , & hellip ; ,",megawatt power long-pulse 140 ghz gyrotron
63688,"h chockler , jy halpern , o kupferman",2003.0,"unpublished manuscript . available at http://www . cs . cornell & hellip ; ,",causality and responsibility in temporal logic model checking
63689,"rl lippert , wt moore",,,monitoring versus bonding : shareholder rights and management compensation
63690,z brzezinski,,,between two ages : america 's role in the technetronic era
63691,"a eisenberg , j melton",2002.0,"sigmod record ,",sql/xml is making good progress
63692,ls bourne,,"urban geography ,",alternative perspectives on urban decline and population deconcentration
63693,"j antosiewicz , d porschke",,submitted for,biophysical j
63694,"b drees , cl barr , w ree , de rue",,"upper coast district entomological result demonstration & hellip ; ,",effect of insecticide applied to pecan tree trunks and the orchard floor for the suppression of the
63695,"j hulme , v robinson , r debie , g wells , m judd , p",2002.0,"cochrane database syst rev ,",electromagnetic fields for the treatment of osteoarthritis
63696,"m meila , d heckerman",,"microsoft research ,",an experimental comparison of several clustering and initialization methods ( technical report msr-tr
63697,g rosu,,submitted to,"axiomatizability in inclusive equational logic , 1996"
63698,"jv huber jr , aa chien , cl elford , ds blumenthal ,",1995.0,"proceedings of the 9th international conference on & hellip ; ,",ppfs : a high performance portable parallel file system
63699,m gyssens,1984.0,"proceedings of the 3rd acm sigact-sigmod symposium on & hellip ; ,",on the decomposition of join dependencies
63700,"n medvidovic , ds rosenblum , rn taylor",,proc . of the 21st intâ ?? l conf . on software,a language and environment for architecture-based software development
