amazon_id,music_album,song_duration,rights_info,available_date,creator,genre_classification,song_title,tune_price
10450,Cinematic Orchestra [ Explicit ],5:23,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Confessions From a Dj Groupie,$ 0.99
10451,Cinematic Orchestra [ Explicit ],3:45,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",The End of Skratching ( Feat . Dinoh & Emtech ),$ 0.99
10452,Cinematic Orchestra [ Explicit ],1:35,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Murder Theme,$ 0.99
10453,Cinematic Orchestra [ Explicit ],3:52,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Bite Marks,$ 0.99
10454,Cinematic Orchestra [ Explicit ],3:37,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Skitzophrenic,$ 0.99
10455,Cinematic Orchestra [ Explicit ],4:11,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",The Drummer,$ 0.99
10456,Cinematic Orchestra [ Explicit ],3:12,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Yuck Fou,$ 0.99
10457,Cinematic Orchestra [ Explicit ],1:25,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Alejandro 's ( Skit ),$ 0.99
10458,Cinematic Orchestra [ Explicit ],5:00,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Last Night I Ruled the World,$ 0.99
10459,Cinematic Orchestra [ Explicit ],4:26,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Yuri 's Flight ( Feat . Ero Thomson ),$ 0.99
10460,Cinematic Orchestra [ Explicit ],4:59,( C ) 2002 Zone Seven Recordings,"May 2 , 2006",Dj Happee,"Electronica , Dance & Electronic,Trip-Hop , Rap & Hip-Hop",Outro,$ 0.99
10461,Cinematic Orchestra,2:04,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Ascension,$ 0.89
10462,Cinematic Orchestra,2:17,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Conquest of Everest,$ 0.89
10463,Cinematic Orchestra,0:33,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Forest Song,$ 0.89
10464,Cinematic Orchestra,1:00,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Forest War,$ 0.89
10465,Cinematic Orchestra,1:24,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Great Tree,$ 0.89
10466,Cinematic Orchestra,1:36,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,In the Desert,$ 0.89
10467,Cinematic Orchestra,1:50,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Insomnia,$ 0.89
10468,Cinematic Orchestra,3:05,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Kings Arrival,$ 0.89
10469,Cinematic Orchestra,1:50,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Menu Theme,$ 0.89
10470,Cinematic Orchestra,2:34,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Rayny Morning,$ 0.89
10471,Cinematic Orchestra,1:19,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Results,$ 0.89
10472,Cinematic Orchestra,1:50,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,Sequrity Room,$ 0.89
10473,Cinematic Orchestra,2:59,( C ) 2002 Zone Seven Recordings,,Walter Mayers,Soundtracks,The Final Battle,$ 0.89
10474,Cities,5:15,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,Cities In Decline,$ 0.99
10475,Cities,3:46,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,Black Paper Scrim,$ 0.99
10476,Cities,3:10,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,The Paling Day,$ 0.99
10477,Cities,4:18,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,Night Upon Us,$ 0.99
10478,Cities,1:22,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,"Line To Line , Pole To Pole",$ 0.99
10479,Cities,3:40,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,The Road,$ 0.99
10480,Cities,3:27,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,The City Gate,$ 0.99
10481,Cities,1:10,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,Valuska,$ 0.99
10482,Cities,4:59,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,Distance And Passing,$ 0.99
10483,Cities,2:22,( C ) 2009 Immune,"August 18 , 2009",Steven R. Smith,Alternative Rock,"All Is One , One Is None , None Is All",$ 0.99
10484,City High,3:46,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Did n't Ya,$ 0.99
10485,City High,2:55,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,What Would You Do ?,$ 1.29
10486,City High,3:33,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Why,$ 0.99
10487,City High,3:32,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Caramel [ feat . Eve ],$ 1.29
10488,City High,4:10,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,You Do n't Know Me,$ 0.99
10489,City High,3:30,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,15 Will Get You 20,$ 0.99
10490,City High,4:36,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,A Song For You,$ 0.99
10491,City High,3:31,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Cats And Dogs,$ 0.99
10492,City High,4:50,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Best Friends,$ 0.99
10493,City High,3:30,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Three Way,$ 0.99
10494,City High,3:51,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,Sista,$ 0.99
10495,City High,4:17,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,The Only One I Trust,$ 0.99
10496,City High,4:08,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,So Many Things,$ 0.99
10497,City High,5:19,( C ) 2001 Booga Basement/Interscope Records,"May 22 , 2001",City High,R&B,City High Anthem,$ 0.99
10498,City Of Dreams ( Showtek Remix ),5:17,( C ) 2001 Booga Basement/Interscope Records,"June 25 , 2013",Alesso and Dirty South,Dance & Electronic,City Of Dreams ( Showtek Remix ) [ feat . Ruben Haze ],$ 1.29
10499,City Of Dreams,3:46,( C ) 2001 Booga Basement/Interscope Records,"July 9 , 2013",Alesso and Dirty South,Dance & Electronic,City Of Dreams ( Radio Edit ) [ feat . Ruben Haze ],$ 1.29
10500,City Of Dreams,6:45,( C ) 2001 Booga Basement/Interscope Records,"July 9 , 2013",Alesso and Dirty South,Dance & Electronic,City Of Dreams ( Original Mix ) [ feat . Ruben Haze ],$ 1.29
10501,City Of Dreams,5:28,( C ) 2001 Booga Basement/Interscope Records,"July 9 , 2013",Alesso and Dirty South,Dance & Electronic,City Of Dreams ( Jacques Lucont Remix ) [ feat . Ruben Haze ],$ 1.29
10502,Clap Your Hands,3:55,( C ) 2001 Booga Basement/Interscope Records,"October 2 , 2015",David Guetta & Glowinthedark,Dance & Electronic,Clap Your Hands,$ 1.29
10503,Clarity ( Deluxe ),5:13,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Hourglass [ feat . LIZ ],$ 1.29
10504,Clarity ( Deluxe ),3:10,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Shave It Up,$ 1.29
10505,Clarity ( Deluxe ),4:03,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Spectrum [ feat . Matthew Koma ],$ 1.29
10506,Clarity ( Deluxe ),3:45,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Lost At Sea [ feat . Ryan Tedder ],$ 1.29
10507,Clarity ( Deluxe ),4:31,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Clarity [ feat . Foxes ],$ 1.29
10508,Clarity ( Deluxe ),6:01,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Codec,$ 1.29
10509,Clarity ( Deluxe ),4:04,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Stache,$ 1.29
10510,Clarity ( Deluxe ),3:37,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Fall Into The Sky [ feat . Ellie Goulding ],$ 1.29
10511,Clarity ( Deluxe ),5:47,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Follow You Down [ feat . Bright Lights ],$ 1.29
10512,Clarity ( Deluxe ),5:35,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Epos,$ 1.29
10513,Clarity ( Deluxe ),3:37,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Stay The Night [ feat . Hayley Williams Of Paramore ],$ 1.29
10514,Clarity ( Deluxe ),3:39,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Push Play [ feat . Miriam Bryant ],$ 1.29
10515,Clarity ( Deluxe ),5:13,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Hourglass [ feat . LIZ ],$ 1.29
10516,Clarity ( Deluxe ),3:10,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Shave It Up,$ 1.29
10517,Clarity ( Deluxe ),4:03,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Spectrum [ feat . Matthew Koma ],$ 1.29
10518,Clarity ( Deluxe ),3:45,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Lost At Sea [ feat . Ryan Tedder ],$ 1.29
10519,Clarity ( Deluxe ),4:31,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Clarity [ feat . Foxes ],$ 1.29
10520,Clarity ( Deluxe ),6:01,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Codec,$ 1.29
10521,Clarity ( Deluxe ),4:04,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Stache,$ 1.29
10522,Clarity ( Deluxe ),3:37,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Fall Into The Sky [ feat . Ellie Goulding ],$ 1.29
10523,Clarity ( Deluxe ),5:47,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Follow You Down [ feat . Bright Lights ],$ 1.29
10524,Clarity ( Deluxe ),5:35,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Epos,$ 1.29
10525,Clarity ( Deluxe ),3:37,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Stay The Night [ feat . Hayley Williams Of Paramore ],$ 1.29
10526,Clarity ( Deluxe ),3:39,( C ) 2013 Interscope Records,"September 24 , 2013",Zedd,Dance & Electronic,Push Play [ feat . Miriam Bryant ],$ 1.29
10527,Clarity ( Remixes ),3:28,( C ) 2013 Interscope Records,"February 12 , 2013",Zedd,Dance & Electronic,Clarity ( Zedd Union Mix ) [ feat . Foxes ],$ 1.29
10528,Clarity ( Remixes ),5:54,( C ) 2013 Interscope Records,"February 12 , 2013",Zedd,Dance & Electronic,Clarity ( Tiesto Remix ) [ feat . Foxes ],$ 1.29
10529,Clarity ( Remixes ),6:37,( C ) 2013 Interscope Records,"February 12 , 2013",Zedd,Dance & Electronic,Clarity ( Style Of Eye Remix ) [ feat . Foxes ],$ 1.29
10530,Clarity ( Remixes ),5:57,( C ) 2013 Interscope Records,"February 12 , 2013",Zedd,Dance & Electronic,Clarity ( Brillz Remix ) [ feat . Foxes ],$ 1.29
10531,Clarity,5:13,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Hourglass [ feat . LIZ ],$ 1.29
10532,Clarity,3:10,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Shave It Up,$ 1.29
10533,Clarity,4:03,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Spectrum [ feat . Matthew Koma ],$ 1.29
10534,Clarity,3:45,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Lost At Sea [ feat . Ryan Tedder ],$ 1.29
10535,Clarity,4:31,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Clarity [ feat . Foxes ],$ 1.29
10536,Clarity,6:01,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Codec,$ 1.29
10537,Clarity,4:04,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Stache,$ 1.29
10538,Clarity,3:37,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Fall Into The Sky [ feat . Ellie Goulding ],$ 1.29
10539,Clarity,5:47,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Follow You Down [ feat . Bright Lights ],$ 1.29
10540,Clarity,5:35,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Epos,$ 1.29
10541,Clarity,5:13,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Hourglass [ feat . LIZ ],$ 1.29
10542,Clarity,3:10,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Shave It Up,$ 1.29
10543,Clarity,4:03,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Spectrum [ feat . Matthew Koma ],$ 1.29
10544,Clarity,3:45,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Lost At Sea [ feat . Ryan Tedder ],$ 1.29
10545,Clarity,4:31,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Clarity [ feat . Foxes ],$ 1.29
10546,Clarity,6:01,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Codec,$ 1.29
10547,Clarity,4:04,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Stache,$ 1.29
10548,Clarity,3:37,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Fall Into The Sky [ feat . Ellie Goulding ],$ 1.29
10549,Clarity,5:47,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Follow You Down [ feat . Bright Lights ],$ 1.29
10550,Clarity,5:35,( C ) 2012 Interscope Records,"October 9 , 2012",Zedd,Dance & Electronic,Epos,$ 1.29
10551,Clash,6:11,( C ) 2013 Refune Music Ltd Distributed by Universal Music AB,"March 22 , 2013",Alesso,Dance & Electronic,Clash ( Original Mix ),$ 1.29
10552,Class of 96,2:37,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,It 's Raining Here This Morning,$ 0.99
10553,Class of 96,2:53,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,Ol' Roy and Brother Oz,$ 0.99
10554,Class of 96,3:38,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,Blue Grass,$ 0.99
10555,Class of 96,3:05,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,You Do n't Have to Go Home,$ 0.99
10556,Class of 96,3:05,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,I Never Once Stopped Loving You,$ 0.99
10557,Class of 96,1:55,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,Long Enough To Make Me Blue,$ 0.99
10558,Class of 96,2:18,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,I Ai n't Got a Worry on My Mind,$ 0.99
10559,Class of 96,2:50,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,Worried Man Blues,$ 0.99
10560,Class of 96,2:43,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,Deep Dark Water,$ 0.99
10561,Class of 96,3:47,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,Picture on the Wall,$ 0.99
10562,Class of 96,3:07,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,New Patches,$ 0.99
10563,Class of 96,2:55,2012 Pinecastle Records,"September 15 , 1996",The Osborne Brothers,Country,When My Blue Moon Turns to Gold,$ 0.99
10564,Classic Christmas,4:05,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,White Christmas ( Album Version ),$ 0.99
10565,Classic Christmas,3:13,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Warm & Fuzzy ( Album Version ),$ 0.99
10566,Classic Christmas,2:41,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Winter Wonderland ( Album Version ),$ 0.99
10567,Classic Christmas,3:58,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,The Christmas Song ( Album Version ),$ 0.99
10568,Classic Christmas,4:12,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,There 's A New Kid In Town ( Album Version ),$ 0.99
10569,Classic Christmas,2:15,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Jingle Bell Rock ( Album Version ),$ 0.99
10570,Classic Christmas,2:18,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Rockin ' Around The Christmas Tree ( Album Version ),$ 0.99
10571,Classic Christmas,2:52,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Angels We Have Heard On High ( Album Version ),$ 0.99
10572,Classic Christmas,2:24,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Silent Night ( Album Version ),$ 0.99
10573,Classic Christmas,2:35,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Away In A Manger ( Album Version ),$ 0.99
10574,Classic Christmas,2:28,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,Sleigh Ride ( Duet with Charlotte Church ),$ 0.99
10575,Classic Christmas,3:56,2012 Pinecastle Records,"October 17 , 2000",Billy Gilman,Country,O Holy Night,$ 0.99
10576,Classic Rock Breakup,4:39,2012 Pinecastle Records,,Billy Gilman,Country,Do n't Go Away Mad ( Just Go Away ),$ 1.29
10577,Classic Rock Breakup,3:54,2012 Pinecastle Records,,Billy Gilman,Country,Drive,$ 1.29
10578,Classic Rock Breakup,6:30,2012 Pinecastle Records,,Billy Gilman,Country,Backstreets,$ 0.99
10579,Classic Rock Breakup,3:43,2012 Pinecastle Records,,Billy Gilman,Country,Go Your Own Way,$ 1.29
10580,Classic Rock Breakup,4:26,2012 Pinecastle Records,,Billy Gilman,Country,Piece Of My Heart ( Album Version ),$ 1.29
10581,Classic Rock Breakup,3:24,2012 Pinecastle Records,,Billy Gilman,Country,Against All Odds ( Take A Look At Me Now ),$ 1.29
10582,Classic Rock Breakup,3:28,2012 Pinecastle Records,,Billy Gilman,Country,50 Ways To Leave Your Lover,$ 1.29
10583,Classic Rock Breakup,4:49,2012 Pinecastle Records,,Billy Gilman,Country,Layla,$ 1.29
10584,Classic Rock Breakup,2:42,2012 Pinecastle Records,,Billy Gilman,Country,You Do n't Have To Cry ( Remastered Version ),$ 1.29
10585,Classic Rock Breakup,3:18,2012 Pinecastle Records,,Billy Gilman,Country,Love Her Madly,$ 1.29
10586,Classic Rock Breakup,4:55,2012 Pinecastle Records,,Billy Gilman,Country,I Ca n't Tell You Why,$ 1.29
10587,Classic Rock Breakup,3:37,2012 Pinecastle Records,,Billy Gilman,Country,"Do n't Think Twice , It 's All Right ( 2010 Mono Version )",$ 1.29
10588,Classic Rock Breakup,4:55,2012 Pinecastle Records,,Billy Gilman,Country,With Or Without You ( Remastered ),$ 1.29
10589,Classic Rock Breakup,5:26,2012 Pinecastle Records,,Billy Gilman,Country,Separate Ways ( Worlds Apart ),$ 1.29
10590,Classic Rock Breakup,2:44,2012 Pinecastle Records,,Billy Gilman,Country,Nothin ' In the World Can Stop Me Worryin ' ` Bout That Girl,$ 1.29
10591,Classic Rock Breakup,5:01,2012 Pinecastle Records,,Billy Gilman,Country,Solitude,$ 1.29
10592,Classic Rock Breakup,6:20,2012 Pinecastle Records,,Billy Gilman,Country,Changes,$ 1.29
10593,Classic Rock Breakup,3:41,2012 Pinecastle Records,,Billy Gilman,Country,Time For Me To Fly,$ 0.99
10594,Classic Rock Breakup,3:08,2012 Pinecastle Records,,Billy Gilman,Country,You 're Breakin ' My Heart,$ 0.99
10595,Classic Rock Breakup,3:20,2012 Pinecastle Records,,Billy Gilman,Country,The Wind Cries Mary,$ 1.29
10596,Classic Rock Breakup,4:39,2012 Pinecastle Records,,Billy Gilman,Country,Do n't Go Away Mad ( Just Go Away ),$ 1.29
10597,Classic Rock Breakup,3:54,2012 Pinecastle Records,,Billy Gilman,Country,Drive,$ 1.29
10598,Classic Rock Breakup,6:30,2012 Pinecastle Records,,Billy Gilman,Country,Backstreets,$ 0.99
10599,Classic Rock Breakup,3:43,2012 Pinecastle Records,,Billy Gilman,Country,Go Your Own Way,$ 1.29
10600,Classic Rock Breakup,4:26,2012 Pinecastle Records,,Billy Gilman,Country,Piece Of My Heart ( Album Version ),$ 1.29
10601,Classic Rock Breakup,3:24,2012 Pinecastle Records,,Billy Gilman,Country,Against All Odds ( Take A Look At Me Now ),$ 1.29
10602,Classic Rock Breakup,3:28,2012 Pinecastle Records,,Billy Gilman,Country,50 Ways To Leave Your Lover,$ 1.29
10603,Classic Rock Breakup,4:49,2012 Pinecastle Records,,Billy Gilman,Country,Layla,$ 1.29
10604,Classic Rock Breakup,2:42,2012 Pinecastle Records,,Billy Gilman,Country,You Do n't Have To Cry ( Remastered Version ),$ 1.29
10605,Classic Rock Breakup,3:18,2012 Pinecastle Records,,Billy Gilman,Country,Love Her Madly,$ 1.29
10606,Classic Rock Breakup,4:55,2012 Pinecastle Records,,Billy Gilman,Country,I Ca n't Tell You Why,$ 1.29
10607,Classic Rock Breakup,3:37,2012 Pinecastle Records,,Billy Gilman,Country,"Do n't Think Twice , It 's All Right ( 2010 Mono Version )",$ 1.29
10608,Classic Rock Breakup,4:55,2012 Pinecastle Records,,Billy Gilman,Country,With Or Without You ( Remastered ),$ 1.29
10609,Classic Rock Breakup,5:26,2012 Pinecastle Records,,Billy Gilman,Country,Separate Ways ( Worlds Apart ),$ 1.29
10610,Classic Rock Breakup,2:44,2012 Pinecastle Records,,Billy Gilman,Country,Nothin ' In the World Can Stop Me Worryin ' ` Bout That Girl,$ 1.29
10611,Classic Rock Breakup,5:01,2012 Pinecastle Records,,Billy Gilman,Country,Solitude,$ 1.29
10612,Classic Rock Breakup,6:20,2012 Pinecastle Records,,Billy Gilman,Country,Changes,$ 1.29
10613,Classic Rock Breakup,3:41,2012 Pinecastle Records,,Billy Gilman,Country,Time For Me To Fly,$ 0.99
10614,Classic Rock Breakup,3:08,2012 Pinecastle Records,,Billy Gilman,Country,You 're Breakin ' My Heart,$ 0.99
10615,Classic Rock Breakup,3:20,2012 Pinecastle Records,,Billy Gilman,Country,The Wind Cries Mary,$ 1.29
10616,Classic Series 1,4:09,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Pensando En Ti,$ 0.89
10617,Classic Series 1,3:46,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Dame Tu Amor,$ 0.89
10618,Classic Series 1,3:50,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Dame Un Beso,$ 0.89
10619,Classic Series 1,3:02,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Con Esta Copa,$ 0.89
10620,Classic Series 1,4:05,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Soy Amiga,$ 0.89
10621,Classic Series 1,2:33,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Corazoncito,$ 0.89
10622,Classic Series 1,3:16,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Sentimientos,$ 0.89
10623,Classic Series 1,3:06,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Pero Como Te Ha Ido,$ 0.89
10624,Classic Series 1,2:52,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Pa ' Que Me Sirve La Vida,$ 0.89
10625,Classic Series 1,3:31,2009 Q-Zone Records,"October 25 , 2007",Selena,"International , Latin Music",Lo Dejo Solo,$ 0.89
10626,Classic Standards,2:54,2009 Q-Zone Records,,Selena,"International , Latin Music",The Best Is Yet To Come [ feat . Count Basie And His Orchestra ],$ 1.29
10627,Classic Standards,3:23,2009 Q-Zone Records,,Selena,"International , Latin Music",The Way You Look Tonight,$ 1.29
10628,Classic Standards,3:29,2009 Q-Zone Records,,Selena,"International , Latin Music",I Was Doing All Right,$ 1.29
10629,Classic Standards,3:38,2009 Q-Zone Records,,Selena,"International , Latin Music",I 've Got the World on a String,$ 0.99
10630,Classic Standards,3:50,2009 Q-Zone Records,,Selena,"International , Latin Music",When I Fall In Love,$ 1.29
10631,Classic Standards,3:58,2009 Q-Zone Records,,Selena,"International , Latin Music",God Bless The Child,$ 1.29
10632,Classic Standards,4:02,2009 Q-Zone Records,,Selena,"International , Latin Music",Just One Of Those Things,$ 0.99
10633,Classic Standards,2:32,2009 Q-Zone Records,,Selena,"International , Latin Music",The More I See You,$ 1.29
10634,Classic Standards,2:45,2009 Q-Zone Records,,Selena,"International , Latin Music",Accentuate the Positive,$ 0.99
10635,Classic Standards,2:33,2009 Q-Zone Records,,Selena,"International , Latin Music",Let 's Face The Music & Dance,$ 0.99
10636,Classic Standards,2:57,2009 Q-Zone Records,,Selena,"International , Latin Music",Heart and Soul,$ 0.99
10637,Classic Standards,2:43,2009 Q-Zone Records,,Selena,"International , Latin Music",Cheek to Cheek,$ 0.99
10638,Classic Standards,3:10,2009 Q-Zone Records,,Selena,"International , Latin Music",Stormy weather,$ 0.99
10639,Classic Standards,3:06,2009 Q-Zone Records,,Selena,"International , Latin Music",Our Love is Here to Stay,$ 0.99
10640,Classic Standards,3:19,2009 Q-Zone Records,,Selena,"International , Latin Music",Autumn In New York,$ 0.89
10641,Classic Standards,2:20,2009 Q-Zone Records,,Selena,"International , Latin Music",My Funny Valentine,$ 0.99
10642,Classic Standards,2:34,2009 Q-Zone Records,,Selena,"International , Latin Music",What a Difference a Day Makes,$ 0.89
10643,Classic Standards,3:11,2009 Q-Zone Records,,Selena,"International , Latin Music",Body and Soul,$ 0.99
